sector,founded,area_served,notes,name,headquarters,industry
,0,worldwide,,bandai namco holdings,"minato, tokyo",entertainment
,0,worldwide,,nbcuniversal,30 rockefeller plaza,media entertainment
,1906,,,new balance,"boston, massachusetts",footwear
,1903,worldwide,,newell brands,"boston, massachusetts",consumer goods
,1866,worldwide,,nestlé,vevey,food processing
,0,worldwide,,nec,vevey,information technology electronics
,1992,worldwide,,netapp,vevey,cloud computing storage device
,0,worldwide,,"nike, inc.","beaverton, oregon",apparel accessories sports equipment
,0,,,nivea,"beaverton, oregon",apparel accessories sports equipment
,0,worldwide,,nikon,"minato, tokyo",consumer electronics
,0,worldwide,,nintendo,"minami-ku, kyoto",video games electronics
,0,worldwide,,nissan,"minami-ku, kyoto",automotive
,0,worldwide,,nokia,"minami-ku, kyoto",telecommunications technology electronics
,1905,,,norsk hydro,oslo,metals
,0,worldwide,,novartis,,pharmaceuticals
,0,,,novo nordisk,bagsværd,"pharmaceuticals, health care"
,0,worldwide,,olympus corporation,bagsværd,electronics
,1994,worldwide,,oknoplast,bagsværd,"windows, doors, roller shutters, aluminium"
,1987,,,ooredoo,bagsværd,telecommunications
,1975,,,otobi,dhaka,telecommunications
,0,united states mexico (since 1996),,officemax,,retail
,0,worldwide,,oracle corporation,,enterprise software business software cloud computing computer hardware consulting
,0,worldwide,,orange s.a.,issy-les-moulineaux,telecommunications
,1961,"asia, europe, middle east, north america, africa, australasia",,ornua,dublin,food retail
,1982,worldwide,,pandora (jewelry),dublin,jewellery retail
,0,worldwide (except russia since 2022),,panasonic,"kadoma, osaka",conglomerate
,1940,worldwide,,paper mate,oak brook,stationery
,0,worldwide,,paramount global,one astor plaza,media entertainment
,1994,,,parrot sa,one astor plaza,wireless / uav
,1948,worldwide,,puma (brand),herzogenaurach,textile footwear
,1994,,,pepper lunch,tokyo,restaurants
,0,worldwide,,pepsico,"harrison, new york",beverages food processing
,1997,worldwide,,perficient,"st. louis, missouri",consulting
,0,worldwide,,petronas,petronas towers,oil and gas
,1975,worldwide,,pernod ricard,petronas towers,alcohol
,0,worldwide,,penguin random house,random house tower,alcohol
,1977,,,petrovietnam,random house tower,oil and gas industry
,1849,worldwide,,pfizer,new york city,pharmaceutical biotechnology
,0,worldwide,,philips,amsterdam,conglomerate
,0,worldwide,,ping an bank,amsterdam,financial services
,1988,worldwide,,ping an insurance,amsterdam,financial services
,0,,,pioneer corporation,bunky?,consumer electronics
,1872,worldwide[1],,pirelli,bunky?,automotive
,1918,worldwide,,pilot (pen company),bunky?,stationery
,1918,,,playmobil,bunky?,stationery
,2016,,,pladis,london,stationery
,0,worldwide,,pldt,london,telecommunications
,1971,"guatemala, united states (including puerto rico), bahrain, ecuador, el salvador, honduras, italy, nicaragua, mexico, spain, belize, haiti, dominican republic, montserrat, british virgin islands, africa, brazil, canada",,pollo campero,"dallas, texas",restaurants
,0,worldwide (except north korea),,procter & gamble,"dallas, texas",consumer goods
,0,"worldwide, mainly malaysia",,proton holdings,"dallas, texas",automotive
,1913,worldwide,,prada,,fashion
,1875,,,prudential financial,,insurance retirement investment
,1881,worldwide,,pvh corp.,,clothing
,1998,worldwide,,pwc,london,professional services
,0,worldwide[2],,qnb group,london,banking and financial services
,0,,,qantas,"mascot, new south wales",banking and financial services
,0,worldwide,,qualcomm,"mascot, new south wales",telecoms equipments semiconductors
,1974,,,qatarenergy,"mascot, new south wales",oil and gas
,1895,worldwide,,rabobank,rabotoren,financial services
,1972,,,ranpak,rabotoren,"recyclable packing, packaging, packaging machinery"
,1814,,,reckitt,slough,consumer goods
,1960,,,recruit (company),slough,published media
,1960,,,red bull,slough,published media
,0,,,iwg plc,,industrial services
,0,worldwide,,reliance industries,,conglomerate
,0,worldwide; 128 countries[1],,renault,,automotive
,1987,worldwide,,repsol,repsol campus,petroleum
,0,worldwide,,ricoh,"ota, tokyo","electronics, imaging"
,0,worldwide,,robert bosch gmbh,gerlingen,conglomerate
,0,,,roland corporation,gerlingen,electronics
,0,,,rohde & schwarz,munich,electronics
,1864,,,royal bank of canada,montreal,financial services
,0,worldwide,,shell plc,shell centre,energy petroleum
,0,,,rpg group,worli,conglomerate
,2007,,,rusal,moscow,aluminium
,0,worldwide,,ssangyong motor,pyeongtaek,automotive
,1937,worldwide,,saab ab,stockholm,aerospace and defence
,1867,,,saks fifth avenue,stockholm,retail
,0,worldwide,,samsung electronics,samsung digital city,electronics semiconductors information technology artificial intelligence automation home appliances medical devices internet of things robotics
,0,,,samsonite,luxembourg city,electronics semiconductors information technology artificial intelligence automation home appliances medical devices internet of things robotics
,1857,worldwide,,newell custom writing instruments,luxembourg city,writing implements
,0,"worldwide worldwide philippines philippines, united states, europe, japan, australia philippines and malaysia philippines philippines",,san miguel corporation,san miguel avenue,conglomerate
,1988,,,sandisk,san miguel avenue,storage devices
,1862,,,sandvik,stockholm,engineering
,0,,,sanrio,stockholm,wholesale[1]
,1973,worldwide,,sanofi,paris,pharmaceuticals biotechnology healthcare
,0,global,,saudi aramco,dhahran,oil and gas
,0,worldwide,,sap,dhahran,enterprise software business software cloud computing consulting
,1990,,,publicis sapient,dhahran,"consumer products energy & commodities financial services health public sector retail telecommunications, media & technology transportation & mobility travel & hospitality"
,1946,europe,,sas group,sas frösundavik office building,aviation
,1989,worldwide,,sasken technologies,"bangalore, karnataka",telecommunications technology data centers product engineering semiconductor industrials
,1950,,,sasol,"bangalore, karnataka",oil and gas chemical nuclear coal tar
,1926,worldwide,,schlumberger,,oilfield services and equipment
,1855,worldwide,,schwan-stabilo,heroldsberg,stationery sports equipment
,1836,worldwide,,schneider electric,rueil-malmaison,electrical equipment
,1874,worldwide(except japan because the minato ward 2006 elevator accident),,schindler group,rueil-malmaison,vertical transportation
,1935,worldwide,,schleich,rueil-malmaison,"toys, figurines"
,0,,,scotiabank,"toronto, ontario, canada[1]",banking financial services
,0,,,scholastic corporation,scholastic building,children's literacy and education
,1881,,,seiko,ginza,electronics watchmaking
,1892,united states,,sears,ginza,retail
,0,,,sennheiser,wedemark,audio electronics
,2010,,,sphero,"boulder, colorado",robotics toys
,0,worldwide,,spin master,"225 king street w., suite 200",toys and entertainment
,1931,,,serta (company),"225 king street w., suite 200",furnishings
,0,worldwide,,seagate technology,"fremont, california",computer storage
,0,worldwide,,sega sammy holdings,tokyo,mass media
,1881,,,sealy corporation,tokyo,furnishings
,1978,,,servcorp,sydney,serviced offices
,1993,,,severstal,cherepovets,"steel, mining"
,1993,worldwide,,sf express,cherepovets,air freight and logistics
,1878,,,sgs s.a.,geneva,quality
,0,,,shenzhen airlines,shenzhen bao'an international airport,quality
,1872,worldwide,,shiseido,shenzhen bao'an international airport,consumer goods
,0,12 countries indonesia malaysia philippines singapore thailand vietnam taiwan brazil chile colombia mexico poland,,shopee,shenzhen bao'an international airport,e-commerce
,0,worldwide,,siemens,munich,conglomerate
,2007,,,sime darby property,munich,property development property investment hospitality
,0,worldwide,,silkroad technology,munich,human resources software
,1879,"asia, australia and africa",,singtel,munich,telecommunications
,0,worldwide,,sinopec,chaoyang district,oil and gas
,0,worldwide,,bic (company),chaoyang district,manufacturing
,0,,,snapchat,chaoyang district,manufacturing
,0,,,the pinkfong company,seocho-dong,animation production
,1958,philippines,,sm investments,mall of asia complex,conglomerate
,0,worldwide,,société générale,boulevard haussmann,financial services
,0,,,sogou,beijing,internet
,0,worldwide,,sk group,seoul,conglomerate
,2003,,,skullcandy,"park city, utah",audio
,2003,,,skype,"park city, utah",audio
,1995,worldwide,,koda transportation,plze?,rail transport machinery
,1999,worldwide,,solaris bus & coach,bolechowo,automotive industry
,0,worldwide,,sony,"minato, tokyo",conglomerate
,0,,,softbank group,"minato-ku, tokyo",conglomerate
,0,,,southwest airlines,"dallas, texas",conglomerate
,0,worldwide,,square enix,shinjuku,media entertainment
,0,worldwide,,staedtler,shinjuku,stationery
,0,worldwide,,standard chartered,london,"banking, financial services"
,0,84 countries,,starbucks,london,coffee shop
,0,worldwide,,state bank of india,nariman point,"banking, financial services"
,0,17 states,,safeway,"pleasanton, california",retail / grocery
,0,worldwide (100+ countries),,subway (restaurant),"pleasanton, california",restaurants
,0,worldwide,,stellantis,"pleasanton, california",automotive production systems
,0,,,suntory,"pleasanton, california",beverage
,0,worldwide,,suzuki,"pleasanton, california",automotive
,1895,,,swarovski,wattens,"fashion, crystal, and jewelry"
,0,worldwide,,swinkels family brewers,wattens,"beverages, malt"
,0,,,taco maker,wattens,"beverages, malt"
,0,,,taiwan beer,wattens,"beverages, malt"
,0,,,take-two interactive,wattens,video games
,2017,,,"tapestry, inc.",10 hudson yards,"fashion, accessories"
,0,"united states, canada (formerly, see target canada)",,target corporation,,retail
,1945,worldwide,,tata motors,mumbai,automotive
,1868,,,tabasco sauce,mumbai,food
,0,,,tate & lyle,london,food processing
,1981,worldwide,,tcl technology,london,consumer electronics home appliances finance
,1968,worldwide,,tata consultancy services,mumbai,information technology consulting outsourcing
,0,,,teac corporation,mumbai,electronics
,0,,,technisat,mumbai,electronics
,0,worldwide,,tech mahindra,pune,information technology consulting outsourcing
,0,,,technicolor,pune,information technology consulting outsourcing
,0,worldwide,,telefónica,pune,telecommunications
,1990,,,telus,vancouver,telecommunications it consulting
,0,worldwide,,tencent,tencent binhai mansion,conglomerate
,0,,,the home depot,tencent binhai mansion,retailing
,0,worldwide,,the hershey company,tencent binhai mansion,food processing
,1983,worldwide,,the swatch group,tencent binhai mansion,watchmaking jewellery
,1919,,,tesco,welwyn garden city,retail
,0,north america europe oceania east asia middle east southeast asia,,"tesla, inc.",13101 tesla road,automotive renewable energy
,1951,worldwide,,tetra pak,,food packaging
,0,australia worldwide (selected products),,telstra,telstra corporate centre,telecommunications
,1930,,,texas instruments,telstra corporate centre,semiconductors
,1923,,,textron,"providence, rhode island, us",aerospace industry automotive industry defense industry
,0,worldwide,,thomson reuters,"providence, rhode island, us",mass media
,0,greater china region,,ting hsin international group,"providence, rhode island, us",food
,1853,150 countries,,tissot,"providence, rhode island, us",watchmaking
,0,worldwide,,tkk fried chicken,new taipei city,food
,0,worldwide,,toshiba,new taipei city,conglomerate
,1991,,,tomtom,amsterdam,"consumer electronics, navigation technology"
,0,worldwide,,tomy,"katsushika, tokyo","toys, video games, children's products and apparel"
,0,worldwide,,totalenergies,tour total,petroleum energy
,2010,global,,towers watson,tour total,professional services
,2009,,,tpg telecom,"north sydney, new south wales",telecommunications
,0,worldwide,,tdk,"nihonbashi, ch??, tokyo",electronics
,2001,,,oao tmk,"nihonbashi, ch??, tokyo",steel industry
,0,worldwide,,toyota,"nihonbashi, ch??, tokyo",automotive
,0,worldwide,,trend micro,"irving, texas",computer software
,1996,worldwide,,tp-link,"irving, texas",networking equipment
,0,worldwide,,tsmc,"irving, texas",semiconductors
,1999,,,typotheque,"irving, texas",graphic design
,0,"approximately 72 countries and 10,500 cities",,uber,"san francisco, california",transportation mobility as a service
,0,worldwide,,ülker,istanbul,food processing
