00-avengers-headquarters_continent,02-GioPonSpiz-country,07-silvestri-country,08-slytherin-country
asia,india,,usa
asia,china,,indonesia
americas,usa,,china
americas,china,,china
europe,indonesia,,switzerland
asia,usa,,usa
americas,usa,,china
asia,hong kong,,china
americas,bermuda,,usa
americas,china,,japan
asia,uk,,switzerland
asia,usa,,sweden
asia,china,,china
asia,china,,japan
europe,china,,taiwan
asia,usa,,japan
europe,sweden,,japan
americas,usa,,china
europe,switzerland,,usa
americas,china,,china
asia,switzerland,,uk
asia,japan,,canada
asia,china,,indonesia
americas,taiwan,,south africa
europe,japan,,china
asia,china,,singapore
asia,japan,,germany
americas,canada,,japan
asia,china,,usa
asia,japan,,china
asia,uk,,india
asia,usa,,usa
asia,indonesia,,china
americas,germany,,usa
africa,china,,south korea
asia,china,,singapore
asia,india,,hong kong
americas,usa,,usa
asia,japan,,uk
asia,singapore,,israel
asia,south africa,,india
europe,usa,,usa
americas,usa,,china
asia,usa,,usa
asia,hong kong,,china
asia,india,,usa
americas,singapore,,japan
europe,uk,,sweden
asia,usa,,china
asia,south korea,,china
asia,china,,taiwan
americas,israel,,usa
asia,china,,india
asia,china,,usa
americas,usa,,taiwan
asia,china,,south korea
europe,china,,ireland
americas,usa,,japan
asia,sweden,,usa
asia,japan,,canada
americas,usa,,japan
asia,taiwan,,japan
asia,india,,japan
americas,japan,,china
asia,canada,,china
asia,usa,,australia
asia,japan,,usa
europe,ireland,,india
asia,south korea,,canada
americas,japan,,china
americas,taiwan,,norway
asia,usa,,uk
asia,japan,,australia
asia,canada,,india
americas,norway,,china
asia,uk,,russia
oceania,china,,jersey
asia,india,,israel
asia,australia,,china
europe,china,,luxembourg
europe,usa,,china
americas,china,,india
oceania,australia,,not found
asia,india,,china
europe,china,,thailand
europe,china,,china
asia,luxembourg,,china
asia,china,,china
europe,india,,china
asia,jersey,,china
asia,russia,,taiwan
asia,israel,,taiwan
asia,china,,hong kong
asia,taiwan,,japan
asia,china,,finland
,taiwan,,usa
asia,china,,china
asia,china,,japan
asia,thailand,,india
asia,nyse,,china
asia,china,,china
asia,china,,china
europe,finland,,denmark
asia,china,,usa
asia,japan,,indonesia
asia,china,,china
asia,usa,,malaysia
asia,japan,,spain
americas,china,,china
asia,china,,germany
asia,india,,usa
asia,hong kong,,switzerland
europe,denmark,,canada
asia,usa,,usa
europe,china,,india
asia,usa,,indonesia
europe,spain,,usa
asia,china,,usa
europe,switzerland,,china
americas,indonesia,,china
asia,germany,,taiwan
americas,malaysia,,china
americas,canada,,usa
asia,china,,india
americas,china,,usa
asia,indonesia,,australia
asia,usa,,china
americas,usa,,brazil
americas,india,,japan
asia,taiwan,,usa
asia,usa,,china
asia,china,,china
americas,usa,,uk
americas,china,,thailand
americas,australia,,uk
americas,japan,,china
asia,china,,singapore
asia,china,,mexico
asia,india,,germany
asia,usa,,usa
oceania,usa,,canada
asia,brazil,,china
europe,uk,,japan
asia,usa,,india
europe,thailand,,new zealand
americas,uk,,china
asia,china,,japan
americas,canada,,uk
asia,china,,japan
europe,mexico,,japan
asia,germany,,taiwan
americas,singapore,,china
asia,japan,,china
asia,china,,china
asia,japan,,china
asia,uk,,china
asia,new zealand,,china
asia,china,,thailand
oceania,india,,china
asia,taiwan,,china
europe,japan,,taiwan
asia,japan,,china
asia,china,,canada
asia,china,,china
asia,china,,china
asia,china,,iceland
asia,china,,china
asia,thailand,,china
asia,china,,germany
asia,taiwan,,russia
asia,china,,india
asia,china,,india
americas,canada,,canada
asia,china,,spain
asia,iceland,,usa
asia,china,,china
europe,india,,china
europe,russia,,china
asia,germany,,china
asia,china,,israel
europe,china,,south korea
asia,india,,usa
americas,canada,,sweden
europe,usa,,mexico
americas,china,,thailand
asia,south korea,,south korea
asia,israel,,china
asia,china,,germany
asia,china,,spain
asia,china,,indonesia
asia,usa,,finland
americas,spain,,usa
europe,sweden,,china
asia,usa,,china
asia,spain,,sweden
europe,finland,,china
asia,mexico,,usa
asia,south korea,,taiwan
americas,indonesia,,china
europe,germany,,japan
europe,china,,canada
americas,thailand,,india
americas,canada,,china
europe,china,,taiwan
asia,japan,,china
asia,taiwan,,china
asia,china,,china
americas,usa,,china
asia,india,,australia
asia,china,,uk
asia,china,,china
asia,sweden,,china
asia,china,,china
asia,australia,,saudi arabia
asia,china,,china
asia,china,,japan
asia,china,,japan
europe,uk,,usa
asia,china,,canada
asia,china,,turkey
asia,taiwan,,japan
oceania,china,,russia
asia,china,,china
asia,turkey,,india
asia,russia,,china
asia,japan,,taiwan
americas,japan,,india
americas,usa,,japan
asia,canada,,brazil
asia,china,,uk
europe,japan,,china
asia,saudi arabia,,thailand
asia,china,,usa
asia,taiwan,,uk
asia,brazil,,taiwan
asia,uk,,china
asia,thailand,,china
asia,japan,,japan
asia,china,,colombia
asia,india,,india
europe,china,,canada
americas,india,,usa
americas,usa,,china
asia,japan,,china
asia,canada,,china
americas,china,,usa
europe,taiwan,,china
americas,colombia,,israel
asia,uk,,south africa
asia,usa,,china
americas,china,,hong kong
asia,india,,indonesia
asia,china,,taiwan
asia,indonesia,,usa
asia,china,,china
americas,china,,china
africa,china,,china
asia,hong kong,,china
asia,south africa,,usa
asia,usa,,china
asia,israel,,taiwan
asia,china,,china
asia,taiwan,,brazil
asia,china,,austria
asia,taiwan,,usa
americas,usa,,china
asia,china,,japan
asia,china,,china
asia,china,,usa
americas,usa,,china
asia,china,,sweden
asia,china,,china
asia,china,,russia
americas,china,,china
asia,china,,japan
americas,japan,,china
europe,sweden,,japan
americas,usa,,usa
europe,austria,,uk
asia,usa,,taiwan
asia,china,,australia
asia,brazil,,canada
europe,russia,,finland
americas,uk,,china
asia,canada,,saudi arabia
asia,japan,,japan
asia,china,,japan
oceania,australia,,south korea
asia,japan,,australia
asia,taiwan,,taiwan
americas,china,,hong kong
europe,usa,,usa
europe,finland,,china
asia,hong kong,,usa
americas,south korea,,israel
oceania,japan,,china
asia,taiwan,,israel
asia,saudi arabia,,australia
asia,japan,,china
asia,australia,,usa
asia,usa,,china
asia,china,,south korea
americas,usa,,china
asia,china,,usa
asia,south korea,,china
americas,australia,,china
asia,china,,australia
asia,israel,,usa
asia,china,,not found
oceania,usa,,south korea
asia,israel,,china
asia,china,,china
asia,china,,usa
,south korea,,usa
asia,usa,,india
asia,usa,,russia
oceania,china,,saudi arabia
asia,china,,south korea
asia,australia,,usa
americas,china,,uk
americas,china,,brazil
asia,nyse,,australia
americas,usa,,bermuda
americas,saudi arabia,,china
europe,australia,,sweden
asia,usa,,south korea
asia,russia,,finland
americas,usa,,south korea
europe,india,,china
americas,south korea,,usa
oceania,uk,,hong kong
asia,brazil,,canada
americas,bermuda,,usa
americas,hong kong,,india
europe,south korea,,china
europe,canada,,monaco
asia,china,,portugal
asia,south korea,,uk
asia,china,,china
americas,sweden,,israel
asia,finland,,usa
asia,usa,,taiwan
americas,usa,,taiwan
asia,portugal,,taiwan
asia,taiwan,,china
europe,usa,,india
europe,china,,china
asia,uk,,china
asia,monaco,,china
americas,israel,,australia
asia,china,,china
europe,india,,china
asia,taiwan,,china
asia,china,,mexico
asia,china,,china
asia,china,,japan
oceania,china,,india
asia,china,,china
asia,australia,,china
asia,china,,italy
asia,india,,china
asia,taiwan,,israel
asia,china,,japan
europe,israel,,hong kong
asia,india,,uk
asia,italy,,south korea
asia,china,,saudi arabia
asia,china,,china
americas,china,,japan
asia,japan,,usa
asia,mexico,,netherlands
asia,china,,germany
asia,south korea,,brazil
asia,germany,,singapore
europe,usa,,china
asia,japan,,saudi arabia
europe,china,,indonesia
asia,hong kong,,usa
asia,netherlands,,usa
asia,saudi arabia,,china
americas,uk,,netherlands
europe,japan,,canada
americas,brazil,,qatar
americas,netherlands,,israel
asia,indonesia,,japan
asia,canada,,argentina
asia,usa,,usa
asia,china,,usa
americas,singapore,,canada
americas,saudi arabia,,china
asia,china,,china
europe,usa,,australia
asia,qatar,,usa
americas,canada,,thailand
asia,usa,,china
asia,australia,,china
asia,israel,,china
americas,usa,,australia
asia,china,,uk
oceania,japan,,china
americas,china,,india
americas,argentina,,canada
americas,usa,,china
asia,uk,,canada
asia,china,,india
asia,china,,china
asia,australia,,hong kong
americas,canada,,israel
oceania,india,,mexico
asia,thailand,,italy
asia,china,,usa
europe,china,,china
europe,italy,,china
americas,china,,china
asia,hong kong,,usa
americas,india,,hong kong
asia,israel,,china
americas,mexico,,china
asia,china,,usa
asia,canada,,usa
asia,china,,canada
asia,usa,,usa
asia,china,,taiwan
asia,hong kong,,netherlands
americas,usa,,hong kong
americas,china,,australia
americas,canada,,saudi arabia
asia,china,,usa
americas,usa,,india
asia,usa,,saudi arabia
americas,usa,,usa
asia,china,,germany
asia,taiwan,,china
asia,germany,,japan
asia,usa,,netherlands
europe,australia,,uk
americas,saudi arabia,,taiwan
asia,india,,japan
asia,usa,,norway
americas,netherlands,,usa
oceania,hong kong,,japan
europe,saudi arabia,,india
europe,uk,,usa
asia,norway,,south korea
asia,netherlands,,china
asia,usa,,australia
asia,china,,usa
asia,taiwan,,taiwan
asia,japan,,china
americas,india,,canada
europe,japan,,usa
europe,japan,,china
americas,usa,,china
asia,taiwan,,australia
oceania,china,,brazil
asia,usa,,china
americas,canada,,israel
asia,china,,india
americas,usa,,france
americas,china,,india
asia,australia,,china
asia,south korea,,usa
oceania,australia,,usa
americas,france,,canada
asia,brazil,,india
asia,israel,,hong kong
asia,china,,thailand
asia,india,,chile
asia,china,,japan
asia,india,,china
americas,china,,usa
europe,usa,,usa
americas,usa,,china
asia,india,,china
asia,usa,,usa
americas,chile,,china
asia,usa,,japan
asia,china,,italy
americas,thailand,,china
americas,canada,,japan
americas,japan,,china
asia,hong kong,,japan
americas,usa,,uk
asia,japan,,usa
asia,italy,,greece
asia,china,,usa
asia,japan,,china
asia,china,,france
asia,china,,japan
asia,china,,usa
europe,china,,germany
asia,japan,,singapore
europe,greece,,usa
europe,usa,,china
americas,usa,,singapore
europe,germany,,france
asia,japan,,chile
asia,singapore,,uk
asia,china,,germany
europe,france,,taiwan
americas,usa,,singapore
americas,uk,,china
asia,singapore,,china
americas,chile,,usa
asia,china,,israel
europe,china,,canada
europe,singapore,,uk
europe,uk,,china
asia,germany,,china
asia,france,,china
asia,taiwan,,japan
americas,usa,,china
asia,china,,hong kong
asia,china,,china
asia,japan,,china
asia,china,,south korea
europe,usa,,japan
americas,canada,,usa
americas,uk,,china
asia,israel,,usa
asia,china,,usa
asia,china,,uk
asia,hong kong,,hong kong
asia,uk,,china
americas,china,,china
asia,usa,,china
asia,usa,,india
americas,usa,,japan
americas,china,,usa
americas,south korea,,thailand
asia,usa,,usa
europe,japan,,belgium
asia,china,,usa
europe,japan,,china
asia,usa,,china
asia,india,,usa
asia,thailand,,sweden
asia,china,,japan
asia,china,,usa
asia,china,,uk
americas,hong kong,,india
asia,belgium,,mexico
americas,usa,,usa
asia,usa,,china
asia,india,,china
asia,sweden,,bulgaria
europe,usa,,china
americas,mexico,,germany
americas,uk,,usa
europe,china,,sweden
asia,china,,australia
americas,japan,,mexico
americas,usa,,switzerland
asia,usa,,usa
asia,sweden,,taiwan
europe,australia,,china
americas,mexico,,china
asia,china,,china
americas,usa,,china
oceania,bulgaria,,norway
europe,china,,china
americas,china,,china
europe,germany,,thailand
asia,switzerland,,uk
americas,china,,china
asia,china,,germany
asia,norway,,usa
asia,china,,china
europe,china,,south korea
asia,china,,china
asia,usa,,china
europe,china,,china
asia,taiwan,,finland
asia,thailand,,uk
asia,china,,japan
asia,germany,,japan
europe,china,,china
asia,china,,china
asia,uk,,india
europe,china,,usa
asia,south korea,,south korea
asia,china,,india
americas,usa,,usa
europe,uk,,jersey
asia,india,,belgium
asia,china,,china
asia,japan,,china
americas,usa,,china
asia,south korea,,usa
asia,india,,uk
asia,japan,,germany
europe,finland,,india
asia,china,,china
europe,usa,,usa
asia,germany,,usa
,uk,,china
asia,china,,taiwan
asia,india,,china
asia,china,,india
europe,jersey,,china
europe,china,,israel
americas,belgium,,china
americas,usa,,china
asia,china,,china
americas,china,,india
asia,china,,japan
asia,india,,china
americas,usa,,china
asia,israel,,china
asia,taiwan,,japan
asia,usa,,japan
asia,china,,germany
asia,china,,canada
asia,germany,,japan
asia,japan,,china
asia,japan,,usa
asia,china,,china
asia,china,,china
asia,china,,china
asia,china,,china
asia,china,,usa
europe,japan,,china
asia,india,,italy
asia,china,,singapore
asia,usa,,china
asia,usa,,germany
asia,china,,china
americas,canada,,japan
asia,china,,usa
americas,japan,,china
americas,china,,usa
asia,china,,usa
asia,china,,uk
americas,singapore,,japan
asia,germany,,saudi arabia
americas,usa,,usa
asia,japan,,usa
asia,china,,chile
asia,china,,usa
americas,usa,,japan
europe,china,,canada
asia,usa,,china
europe,italy,,canada
asia,uk,,china
asia,china,,new zealand
americas,japan,,thailand
americas,usa,,usa
americas,usa,,china
americas,canada,,japan
asia,usa,,sweden
asia,japan,,china
europe,saudi arabia,,canada
americas,chile,,usa
asia,canada,,china
americas,canada,,new zealand
asia,sweden,,china
oceania,japan,,ireland
asia,china,,france
asia,new zealand,,ireland
europe,china,,canada
americas,usa,,usa
americas,china,,singapore
asia,thailand,,china
europe,usa,,finland
oceania,singapore,,singapore
europe,france,,usa
asia,usa,,hong kong
americas,canada,,usa
americas,china,,china
europe,ireland,,india
asia,new zealand,,taiwan
americas,ireland,,china
asia,china,,china
asia,finland,,china
asia,china,,australia
asia,usa,,usa
asia,usa,,bermuda
asia,china,,ireland
americas,india,,china
americas,hong kong,,china
asia,singapore,,china
europe,china,,usa
asia,taiwan,,china
oceania,china,,usa
americas,usa,,brazil
europe,china,,germany
asia,china,,india
asia,china,,usa
asia,china,,sweden
asia,ireland,,brazil
americas,bermuda,,china
asia,australia,,china
americas,usa,,
americas,china,,
americas,sweden,,
americas,germany,,
asia,china,,
asia,india,,
asia,china,,
europe,brazil,,
europe,usa,,
asia,usa,,
americas,brazil,,
americas,finland,,
asia,japan,,
asia,china,,
americas,indonesia,,
asia,china,,
asia,usa,,
asia,hong kong,,
asia,japan,,
europe,bermuda,,
americas,usa,,
asia,china,,
americas,india,,
americas,australia,,
asia,japan,,
americas,usa,,
asia,china,,
oceania,usa,,
asia,usa,,
asia,india,,
asia,bangladesh,,
oceania,japan,,
asia,usa,,
americas,cayman islands,,
asia,usa,,
americas,mexico,,
americas,china,,
americas,usa,,
americas,china,,
asia,australia,,
oceania,australia,,
americas,ireland,,
asia,china,,
asia,new zealand,,
asia,hong kong,,
asia,china,,
asia,india,,
oceania,china,,
asia,china,,
europe,usa,,
europe,france,,
asia,usa,,
americas,china,,
asia,china,,
asia,uk,,
europe,luxembourg,,
europe,china,,
asia,china,,
asia,usa,,
americas,singapore,,
asia,china,,
americas,china,,
americas,japan,,
asia,japan,,
asia,china,,
asia,china,,
asia,hong kong,,
asia,india,,
asia,usa,,
asia,brazil,,
americas,usa,,
asia,brazil,,
asia,south korea,,
europe,usa,,
asia,japan,,
asia,japan,,
asia,india,,
americas,sweden,,
asia,india,,
americas,saudi arabia,,
europe,uk,,
asia,india,,
europe,japan,,
asia,russia,,
europe,japan,,
europe,germany,,
asia,uk,,
europe,taiwan,,
asia,france,,
asia,hong kong,,
asia,hong kong,,
asia,usa,,
asia,france,,
asia,hong kong,,
asia,usa,,
asia,turkey,,
americas,taiwan,,
asia,china,,
europe,japan,,
americas,japan,,
asia,japan,,
asia,china,,
asia,china,,
asia,taiwan,,
americas,china,,
americas,usa,,
asia,bahamas,,
asia,china,,
asia,china,,
asia,china,,
europe,uk,,
americas,india,,
asia,usa,,
asia,uk,,
asia,india,,
asia,hong kong,,
asia,china,,
europe,india,,
americas,china,,
asia,usa,,
asia,india,,
asia,russia,,
asia,china,,
asia,russia,,
americas,china,,
asia,india,,
asia,usa,,
europe,china,,
asia,china,,
europe,china,,
asia,china,,
oceania,china,,
europe,uk,,
americas,usa,,
asia,usa,,
americas,usa,,
americas,china,,
americas,usa,,
europe,sweden,,
asia,australia,,
asia,india,,
europe,japan,,
asia,china,,
asia,japan,,
americas,singapore,,
asia,hong kong,,
asia,usa,,
asia,china,,
asia,china,,
asia,uk,,
asia,india,,
oceania,germany,,
asia,south korea,,
americas,taiwan,,
asia,belgium,,
asia,china,,
europe,japan,,
asia,usa,,
asia,china,,
europe,australia,,
europe,denmark,,
asia,uk,,
asia,china,,
asia,india,,
europe,china,,
europe,uk,,
asia,netherlands,,
asia,china,,
asia,china,,
europe,japan,,
asia,india,,
asia,taiwan,,
americas,uk,,
asia,china,,
asia,china,,
asia,china,,
asia,china,,
asia,china,,
europe,usa,,
asia,china,,
americas,usa,,
europe,india,,
asia,usa,,
