02-GioPonSpiz-country,07-silvestri-country,08-slytherin-country,00-avengers-headquarters_country,03-gren-headquarters_country,04-iGMM-headquarters_country
israel,,saudi arabia,israel,israel,norway
china,,china,china,china,china
china,,china,taiwan,china,china
indonesia,,china,china,indonesia,china
uk,,usa,india,uk,usa
usa,,china,usa,usa,china
india,,china,uk,india,china
china,,south korea,indonesia,china,usa
taiwan,,norway,china,taiwan,saudi arabia
china,,usa,china,china,south korea
norway,,usa,norway,norway,usa
china,,japan,south korea,china,australia
china,,japan,saudi arabia,china,japan
china,,switzerland,usa,china,australia
usa,,canada,china,usa,japan
china,,indonesia,china,china,canada
china,,china,china,china,china
usa,,japan,usa,usa,japan
saudi arabia,,australia,china,saudi arabia,switzerland
south korea,,australia,china,south korea,indonesia
usa,,japan,usa,usa,japan
australia,,china,indonesia,australia,italy
japan,,uk,switzerland,japan,uk
australia,,mexico,japan,australia,china
japan,,china,china,japan,mexico
canada,,china,canada,canada,china
china,,usa,japan,china,china
japan,,china,australia,japan,usa
switzerland,,china,japan,switzerland,china
indonesia,,italy,australia,indonesia,china
japan,,usa,japan,japan,usa
italy,,usa,china,italy,china
uk,,china,china,uk,china
china,,china,usa,china,china
mexico,,china,china,mexico,china
china,,chile,china,china,chile
china,,canada,mexico,china,china
usa,,china,china,usa,china
china,,china,uk,china,canada
china,,china,italy,china,usa
usa,,japan,usa,usa,brazil
china,,brazil,usa,china,india
china,,india,canada,china,brazil
china,,china,china,china,south korea
china,,uk,china,china,japan
chile,,usa,chile,chile,india
china,,india,china,china,usa
china,,south korea,china,china,uk
canada,,brazil,china,canada,india
usa,,india,china,usa,china
brazil,,china,brazil,brazil,china
india,,france,china,india,china
brazil,,spain,india,brazil,france
south korea,,new zealand,uk,south korea,sweden
japan,,switzerland,usa,japan,usa
india,,taiwan,india,india,taiwan
usa,,usa,japan,usa,spain
uk,,sweden,south korea,uk,new zealand
india,,china,brazil,india,switzerland
china,,usa,india,china,usa
china,,usa,china,china,usa
china,,china,usa,china,usa
france,,china,switzerland,france,switzerland
sweden,,norway,new zealand,sweden,japan
usa,,usa,spain,usa,india
taiwan,,india,taiwan,taiwan,usa
spain,,south korea,usa,spain,china
new zealand,,japan,sweden,new zealand,south korea
switzerland,,usa,france,switzerland,china
usa,,switzerland,china,usa,norway
usa,,china,usa,usa,china
usa,,canada,norway,usa,usa
switzerland,,china,china,switzerland,china
japan,,germany,south korea,japan,germany
india,,japan,china,india,china
usa,,germany,usa,usa,japan
china,,china,india,china,china
south korea,,china,japan,south korea,canada
china,,usa,switzerland,china,china
norway,,china,usa,norway,germany
china,,usa,china,china,china
usa,,china,germany,usa,norway
china,,thailand,china,china,israel
germany,,india,canada,germany,china
china,,norway,china,china,india
japan,,israel,japan,japan,thailand
china,,china,china,china,sweden
canada,,usa,germany,canada,china
china,,sweden,china,china,usa
germany,,china,usa,germany,usa
china,,china,china,china,china
norway,,belgium,usa,norway,turkey
israel,,india,usa,israel,belgium
china,,uk,china,china,taiwan
india,,japan,sweden,india,ireland
thailand,,turkey,thailand,thailand,uk
sweden,,taiwan,india,sweden,india
china,,ireland,china,china,japan
usa,,china,israel,usa,japan
usa,,japan,norway,usa,china
china,,usa,china,china,usa
turkey,,china,china,turkey,austria
belgium,,israel,japan,belgium,thailand
taiwan,,china,japan,taiwan,china
ireland,,thailand,india,ireland,india
uk,,switzerland,uk,uk,china
india,,usa,ireland,india,china
japan,,china,taiwan,japan,usa
japan,,india,belgium,japan,switzerland
china,,austria,turkey,china,israel
usa,,usa,usa,usa,usa
austria,,canada,israel,austria,japan
thailand,,italy,switzerland,thailand,china
china,,china,usa,china,sweden
india,,china,china,india,usa
china,,china,china,china,indonesia
china,,usa,india,china,china
usa,,sweden,china,usa,italy
switzerland,,japan,thailand,switzerland,canada
israel,,indonesia,austria,israel,china
usa,,china,usa,usa,china
japan,,norway,china,japan,japan
china,,china,canada,china,usa
sweden,,china,italy,sweden,norway
usa,,china,china,usa,china
indonesia,,british virgin islands,indonesia,indonesia,china
china,,china,usa,china,china
italy,,usa,sweden,italy,china
canada,,china,china,canada,china
china,,japan,japan,china,british virgin islands
china,,hong kong,china,china,hong kong
japan,,russia,british virgin islands,japan,israel
usa,,spain,china,usa,usa
norway,,usa,china,norway,japan
china,,india,china,china,india
china,,china,china,china,china
china,,south korea,china,china,south korea
china,,japan,norway,china,russia
china,,canada,usa,china,spain
british virgin islands,,israel,japan,british virgin islands,canada
hong kong,,france,hong kong,hong kong,france
israel,,uk,canada,israel,taiwan
usa,,china,spain,usa,saudi arabia
japan,,china,russia,japan,hong kong
india,,japan,south korea,india,sweden
china,,saudi arabia,china,china,japan
south korea,,taiwan,india,south korea,china
russia,,china,japan,russia,china
spain,,sweden,usa,spain,china
canada,,hong kong,israel,canada,uk
france,,south africa,france,france,china
taiwan,,china,uk,taiwan,china
saudi arabia,,china,china,saudi arabia,south africa
hong kong,,usa,china,hong kong,usa
sweden,,india,china,sweden,usa
japan,,usa,japan,japan,india
china,,china,sweden,china,china
china,,china,hong kong,china,china
china,,usa,saudi arabia,china,usa
uk,,usa,taiwan,uk,usa
china,,china,china,china,china
china,,china,usa,china,china
south africa,,indonesia,usa,south africa,china
usa,,usa,china,usa,sweden
usa,,china,china,usa,china
india,,china,india,india,china
china,,china,usa,china,usa
china,,sweden,usa,china,china
usa,,china,south africa,usa,indonesia
usa,,japan,china,usa,japan
china,,malaysia,china,china,turkey
china,,china,japan,china,uk
china,,usa,indonesia,china,usa
sweden,,usa,china,sweden,taiwan
china,,japan,usa,china,usa
china,,uk,china,china,uk
usa,,turkey,china,usa,china
china,,taiwan,sweden,china,japan
indonesia,,uk,china,indonesia,hong kong
japan,,hong kong,china,japan,malaysia
turkey,,china,turkey,turkey,china
uk,,switzerland,malaysia,uk,ireland
usa,,south africa,hong kong,usa,china
taiwan,,japan,japan,taiwan,china
usa,,china,china,usa,taiwan
uk,,france,uk,uk,usa
china,,usa,usa,china,switzerland
japan,,china,taiwan,japan,france
hong kong,,taiwan,usa,hong kong,south africa
malaysia,,ireland,uk,malaysia,japan
china,,china,china,china,china
ireland,,usa,japan,ireland,taiwan
china,,china,south africa,china,usa
china,,russia,france,china,taiwan
taiwan,,france,switzerland,taiwan,china
usa,,china,usa,usa,usa
switzerland,,china,taiwan,switzerland,china
france,,taiwan,china,france,russia
south africa,,taiwan,china,south africa,china
japan,,usa,ireland,japan,france
china,,china,china,china,china
taiwan,,china,france,taiwan,china
usa,,china,china,usa,netherlands
taiwan,,usa,russia,taiwan,belgium
china,,china,usa,china,china
usa,,china,china,usa,china
china,,china,china,china,china
russia,,netherlands,taiwan,russia,china
china,,belgium,usa,china,china
france,,china,china,france,usa
china,,china,taiwan,china,china
china,,india,usa,china,india
netherlands,,usa,china,netherlands,china
belgium,,china,china,belgium,china
china,,china,china,china,usa
china,,usa,china,china,usa
china,,china,china,china,china
china,,germany,belgium,china,germany
china,,india,netherlands,china,india
usa,,china,china,usa,china
china,,china,china,china,china
india,,canada,china,india,usa
china,,france,india,china,china
china,,thailand,germany,china,india
usa,,germany,china,usa,canada
usa,,india,usa,usa,russia
china,,china,usa,china,france
germany,,russia,china,germany,china
india,,china,china,india,thailand
china,,usa,india,china,germany
china,,china,china,china,russia
usa,,china,germany,usa,japan
china,,norway,thailand,china,bermuda
india,,japan,china,india,south korea
canada,,usa,france,canada,norway
russia,,russia,russia,russia,china
france,,south korea,canada,france,china
china,,india,india,china,india
thailand,,bermuda,china,thailand,usa
germany,,china,usa,germany,china
russia,,china,russia,russia,indonesia
japan,,indonesia,china,japan,south korea
bermuda,,usa,usa,bermuda,china
south korea,,china,india,south korea,uk
norway,,china,china,norway,usa
china,,china,china,china,china
china,,south korea,norway,china,india
india,,norway,south korea,india,china
usa,,uk,bermuda,usa,china
china,,india,japan,china,norway
indonesia,,china,indonesia,indonesia,china
south korea,,china,norway,south korea,china
china,,china,china,china,germany
uk,,china,china,uk,usa
usa,,china,india,usa,china
china,,usa,china,china,china
india,,turkey,usa,india,china
china,,china,uk,china,china
china,,germany,china,china,china
norway,,china,south korea,norway,turkey
china,,switzerland,china,china,usa
china,,south korea,turkey,china,china
germany,,thailand,china,germany,india
usa,,china,china,usa,belgium
china,,usa,china,china,spain
china,,spain,china,china,japan
china,,japan,china,china,south korea
china,,india,usa,china,hong kong
china,,hong kong,germany,china,thailand
turkey,,belgium,china,turkey,switzerland
usa,,sweden,usa,usa,china
china,,australia,switzerland,china,uk
india,,usa,thailand,india,australia
belgium,,china,hong kong,belgium,usa
spain,,japan,south korea,spain,india
japan,,india,japan,japan,usa
south korea,,thailand,spain,south korea,thailand
hong kong,,uk,belgium,hong kong,sweden
thailand,,china,india,thailand,china
switzerland,,usa,china,switzerland,japan
china,,china,china,china,china
uk,,italy,japan,uk,china
australia,,thailand,china,australia,thailand
usa,,india,sweden,usa,china
india,,china,thailand,india,india
usa,,south korea,usa,usa,usa
thailand,,usa,india,thailand,south korea
sweden,,uk,usa,sweden,italy
china,,israel,australia,china,uk
japan,,china,uk,japan,israel
china,,uk,china,china,china
china,,usa,israel,china,usa
thailand,,china,uk,thailand,uk
china,,india,italy,china,china
india,,usa,south korea,india,china
usa,,uk,usa,usa,uk
south korea,,china,india,south korea,china
italy,,china,china,italy,india
uk,,usa,china,uk,usa
israel,,china,thailand,israel,usa
china,,china,china,china,cyprus
usa,,china,usa,usa,china
uk,,cyprus,usa,uk,usa
china,,usa,india,china,china
china,,india,china,china,usa
uk,,usa,uk,uk,usa
china,,hong kong,china,china,usa
india,,usa,china,india,india
usa,,usa,uk,usa,india
usa,,india,usa,usa,hong kong
cyprus,,australia,cyprus,cyprus,japan
china,,china,hong kong,china,india
usa,,canada,india,usa,china
china,,india,india,china,canada
usa,,japan,usa,usa,australia
usa,,canada,usa,usa,usa
usa,,germany,usa,usa,canada
india,,chile,china,india,china
india,,china,usa,india,germany
hong kong,,usa,china,hong kong,chile
japan,,taiwan,japan,japan,uk
india,,china,chile,india,taiwan
china,,uk,germany,china,australia
canada,,china,china,canada,china
australia,,australia,canada,australia,china
usa,,china,usa,usa,australia
canada,,philippines,australia,canada,china
china,,china,canada,china,philippines
germany,,china,china,germany,china
chile,,australia,india,chile,china
uk,,south korea,"['uk', 'guernsey']",uk guernsey,china
taiwan,,guernsey,china,taiwan,usa
australia,,japan,china,australia,china
china,,uk,philippines,china,usa
china,,china,china,china,china
australia,,china,australia,australia,guernsey
china,,usa,china,china,indonesia
philippines,,usa,china,philippines,uk
china,,china,australia,china,japan
china,,indonesia,taiwan,china,south korea
china,,china,china,china,china
usa,,india,usa,usa,usa
china,,china,china,china,china
usa,,china,usa,usa,usa
china,,not found,china,china,china
guernsey,,usa,south korea,guernsey,china
indonesia,,china,japan,indonesia,china
uk,,usa,"['uk', 'guernsey']",uk guernsey,india
japan,,china,indonesia,japan,usa
south korea,,usa,guernsey,south korea,
china,,china,china,china,china
usa,,japan,,usa,brazil
china,,hong kong,usa,china,china
usa,,uk,india,usa,south korea
china,,indonesia,china,china,china
china,,south korea,china,china,japan
china,,new zealand,china,china,indonesia
india,,china,usa,india,hong kong
usa,,china,china,usa,uk
consumer cyclical,,brazil,usa,,new zealand
china,,germany,china,china,germany
brazil,,ukraine,new zealand,brazil,finland
china,,usa,uk,china,finland
south korea,,usa,hong kong,south korea,thailand
china,,australia,indonesia,china,ukraine
japan,,singapore,japan,japan,usa
indonesia,,finland,china,indonesia,usa
hong kong,,usa,south korea,hong kong,singapore
uk,,finland,china,uk,usa
new zealand,,thailand,brazil,new zealand,australia
germany,,usa,germany,germany,usa
finland,,indonesia,australia,finland,china
finland,,thailand,usa,finland,usa
thailand,,canada,singapore,thailand,canada
ukraine,,china,usa,ukraine,uk
usa,,qatar,usa,usa,qatar
usa,,usa,ukraine,usa,thailand
singapore,,china,thailand,singapore,china
usa,,israel,finland,usa,israel
australia,,uk,finland,australia,indonesia
usa,,china,usa,usa,china
china,,china,indonesia,china,china
usa,,china,israel,usa,china
canada,,canada,china,canada,china
uk,,taiwan,thailand,uk,china
qatar,,china,qatar,qatar,luxembourg
thailand,,china,uk,thailand,china
china,,luxembourg,canada,china,canada
israel,,china,usa,israel,china
indonesia,,china,china,indonesia,taiwan
china,,china,taiwan,china,china
china,,china,china,china,china
china,,usa,china,china,china
china,,china,canada,china,china
china,,australia,luxembourg,china,singapore
luxembourg,,singapore,china,luxembourg,lithuania
china,,lithuania,china,china,usa
canada,,singapore,china,canada,germany
china,,germany,china,china,singapore
taiwan,,china,china,taiwan,australia
china,,canada,china,china,canada
china,,usa,australia,china,japan
china,,usa,singapore,china,saudi arabia
china,,saudi arabia,germany,china,usa
singapore,,china,usa,singapore,usa
lithuania,,japan,lithuania,lithuania,
usa,,uk,singapore,usa,china
germany,,china,china,germany,hong kong
singapore,,not found,china,singapore,uk
australia,,hong kong,china,australia,china
canada,,usa,canada,canada,japan
japan,,china,china,japan,japan
saudi arabia,,japan,uk,saudi arabia,netherlands
usa,,uk,hong kong,usa,japan
usa,,japan,china,usa,china
nyse,,japan,,,uk
china,,netherlands,usa,china,china
hong kong,,japan,usa,hong kong,japan
uk,,japan,saudi arabia,uk,japan
china,,china,japan,china,usa
japan,,china,japan,japan,taiwan
japan,,china,usa,japan,japan
netherlands,,france,japan,netherlands,china
japan,,china,japan,japan,china
china,,india,china,china,usa
uk,,china,uk,uk,india
china,,usa,china,china,france
japan,,japan,japan,japan,china
japan,,taiwan,netherlands,japan,china
usa,,japan,japan,usa,japan
taiwan,,japan,taiwan,taiwan,japan
japan,,china,japan,japan,china
china,,australia,china,china,taiwan
china,,china,china,china,taiwan
usa,,china,france,usa,china
india,,taiwan,india,india,india
france,,australia,usa,france,australia
china,,china,china,china,china
china,,taiwan,china,china,australia
japan,,india,japan,japan,china
japan,,sweden,japan,japan,australia
china,,brazil,china,china,usa
taiwan,,india,australia,taiwan,uk
taiwan,,italy,china,taiwan,usa
china,,japan,australia,china,france
india,,usa,india,india,sweden
australia,,usa,china,australia,india
china,,france,taiwan,china,japan
australia,,uk,taiwan,australia,brazil
china,,australia,china,china,italy
australia,,japan,australia,australia,china
usa,,switzerland,italy,usa,chile
uk,,japan,brazil,uk,usa
usa,,canada,japan,usa,china
france,,usa,india,france,usa
sweden,,japan,sweden,sweden,canada
india,,chile,france,india,japan
japan,,usa,usa,japan,switzerland
brazil,,china,uk,brazil,japan
italy,,china,usa,italy,japan
china,,mexico,china,china,mexico
chile,,uruguay,japan,chile,china
usa,,usa,japan,usa,japan
china,,usa,switzerland,china,australia
usa,,ireland,japan,usa,usa
canada,,usa,canada,canada,uruguay
japan,,australia,usa,japan,usa
switzerland,,australia,china,switzerland,ireland
japan,,japan,usa,japan,usa
japan,,china,chile,japan,australia
mexico,,china,mexico,mexico,china
china,,india,australia,china,bermuda
japan,,usa,usa,japan,china
australia,,china,ireland,australia,china
usa,,china,usa,usa,canada
uruguay,,china,uruguay,uruguay,china
usa,,canada,usa,usa,china
ireland,,china,australia,ireland,india
usa,,bermuda,japan,usa,china
australia,,china,china,australia,usa
china,,china,china,china,china
bermuda,,italy,usa,bermuda,china
china,,china,china,china,canada
china,,china,india,china,india
canada,,china,china,canada,poland
