,name,trade_name,address_name,postalcode,city,state,country,location_type
4193,ENI PLENITUDE SPA SOCIETA\' BENEFIT,,PIAZZA EZIO VANONI 1,              20097,SAN DONATO MILANESE,ITALY,ITALY,Headquarter
4194,,,,,,,,
4195,NORTH WEST (AEROTOOLING) LTD.,,Victoria Road Hyde Industrial Estate,              SK16 4UP,DUKINFIELD,UNITED KINGDOM,UNITED KINGDOM,Single address
4196,FINANZIARIA REGIONALE FRIULI VENEZIA GIULIA SPA,,VIA VITTORIO LOCCHI 19,              34143,TRIESTE,ITALY,ITALY,Headquarter
4197,,,,,,,,
4198,,,,,,,,
4199,ANACAP FP SRL,,VIA PIETRO PALEOCAPA 1,              20121,MILANO,ITALY,ITALY,Single address
4200,AERO ASSURANCE LTD.,,1 CHURCH ST,              054014451,BURLINGTON,Vermont(VT),UNITED STATES,Single address
4201,CUADRILLA RESOURCES LIMITED,,3000 Aviator Way Manchester Business Park,              M22 5TG,MANCHESTER,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4202,ZURICH ITALY BANK SPA,,VIA BENIGNO CRESPI 23,              20159,MILANO,ITALY,ITALY,Single address
4203,PRECISION MANUFACTURING GROUP LLC,,501 LITTLE FALLS RD,              070091239,CEDAR GROVE,New Jersey(NJ),UNITED STATES,Headquarter
4204,CHELSEA LIMITED,,Stamford Bridge Fulham Road,              SW6 1HS,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
4205,INTEGRATED DEVICE TECHNOLOGY SRL,,VIALE VINCENZO LANCETTI 43,              20158,MILANO,ITALY,ITALY,Single address
4206,,,,,,,,
4207,,,,,,,,
4208,CGI ITALIA SRL,,PIAZZA FILIPPO MEDA 3,              20121,MILANO,ITALY,ITALY,Headquarter
4209,,,,,,,,
4210,TREVES UK LIMITED,,Farnham Lane Farnham,              HG5 9JR,KNARESBOROUGH,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4211,PERMASTEELISA SPA,,VIA ENRICO MATTEI 21/23,              31029,VITTORIO VENETO (SAN GIACOMO ),ITALY,ITALY,Headquarter
4212,,,,,,,,
4213,CITIZENM LONDON BANKSIDE OPERATIONS B.V.,CITIZEN M HOTEL,Surrey House 20 Lavington Street,              SE1 0NZ,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
4214,STM PHARMA PRO SRL,,VIA XXV APRILE 56,              20040,CAMBIAGO,ITALY,ITALY,Headquarter
4215,,,,,,,,
4216,MEDIACOM UK LIMITED,,124 Theobalds Road,              WC1X 8RX,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
4217,UNION GAS METANO SPA,,VIA DOMENICO SCARLATTI 30,              20124,MILANO,ITALY,ITALY,Headquarter
4218,EDGEWELL PERSONAL CARE COMPANY,,6 RESEARCH DR,              064846228,SHELTON,Connecticut(CT),UNITED STATES,Headquarter
4219,MEDIACOM GROUP LIMITED,,124 Theobalds Road,              WC1X 8RX,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4220,EMERSON AUTOMATION SOLUTIONS FINAL CONTROL ITALIA SRL,,VIA PIACENZA SNC,              29018,LUGAGNANO VAL D'ARDA,ITALY,ITALY,Headquarter
4221,,,,,,,,
4222,MEDIACOM NORTH LIMITED,,1 Hardman Street,              M3 3HF,MANCHESTER,UNITED KINGDOM,UNITED KINGDOM,Single address
4223,EMERSON PROCESS MANAGEMENT SRL,,VIA MONTELLO 71/73,              20831,SEREGNO,ITALY,ITALY,Headquarter
4224,MRI SOFTWARE LLC,,28925 FOUNTAIN PKWY,              441394356,SOLON,Ohio(OH),UNITED STATES,Headquarter
4225,RICOH EUROPE PLC,,20 Triton Street,              NW1 3BF,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4226,LANSERHOF SRL,,VIALE DELLA STAZIONE 5,              39100,BOLZANO,ITALY,ITALY,Single address
4227,CVC ADVISORS (U.S.) INC.,,712 5TH AVE FL 43,              100194108,NEW YORK,New York(NY),UNITED STATES,Headquarter
4228,RICOH EUROPE HOLDINGS PLC,,20 Triton Street,              NW1 3BF,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4229,GILBARCO SRL,,VIA DE' CATTANI 220/G,              50145,FIRENZE,ITALY,ITALY,Single address
4230,,,,,,,,
4231,RICOH UK LIMITED,,20 Triton Street,              NW1 3BF,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4232,GILBARCO ITALIA SRL,,VIA DEI CATTANI 220/G,              50145,FIRENZE,ITALY,ITALY,Headquarter
4233,KRAUTER & COMPANY LLC,,750 3RD AVE STE 1500,              100172703,NEW YORK,New York(NY),UNITED STATES,Headquarter
4234,RICOH EUROPE FINANCE LIMITED,,20 Triton Street,              NW1 3BF,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
4235,ELETTROMAULE COMPONENT SRL,,VIA BORELLI 18/20,              36075,MONTECCHIO MAGGIORE,ITALY,ITALY,Headquarter
4236,ALABAMA POWER COMPANY,,600 N 18TH ST,              352032200,BIRMINGHAM,Alabama(AL),UNITED STATES,Headquarter
4237,MET FILM LIMITED,,Ealing Studios Ealing Green,              W5 5EP,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4238,PRE GEL SPA,,VIA XI SETTEMBRE 2001 5/A,              42019,SCANDIANO (ARCETO ),ITALY,ITALY,Headquarter
4239,AMERICAN HOME ASSURANCE COMPANY,,70 PINE ST FL 1,              100051522,NEW YORK,New York(NY),UNITED STATES,Headquarter
4240,CANVAS HOLIDAYS LIMITED,,East Port House,              KY12 7JG,DUNFERMLINE,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4241,THE'LIOS SPA,,ZONA INDUSTRIALE VILLANOVA 16,              32013,LONGARONE,ITALY,ITALY,Headquarter
4242,,,,,,,,
4243,CANVAS HOLDINGS LIMITED,Canvas Holidays,Boulevard De La Woluwe,              KY11 8PY,DUNFERMLINE,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4244,OFFICINE MACCAFERRI SPA,,VIA JOHN FITZGERALD KENNEDY 10,              40069,ZOLA PREDOSA,ITALY,ITALY,Headquarter
4245,BROCK HOLDINGS I LLC,,10343 SAM HOUSTON PARK DR STE 200,              770644656,HOUSTON,Texas(TX),UNITED STATES,Headquarter
4246,INVESTEC 1 LIMITED,,2 Gresham Street,              EC2V 7QP,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4247,OFFICINE MACCAFERRI ITALIA SRL,,VIA JOHN FITZGERALD KENNEDY 10,              40069,ZOLA PREDOSA,ITALY,ITALY,Headquarter
4248,,,,,,,,
4249,INVESTEC BANK PLC,,30 Gresham Street,              EC2V 7QP,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4250,MACCAFERRI INNOVATION CENTER SRL,,VIA IPAZIA 2,              39100,BOLZANO,ITALY,ITALY,Headquarter
4251,CENTRE PARTNERS MANAGEMENT LLC,,601 LEXINGTON AVE FL 55,              100226062,NEW YORK,New York(NY),UNITED STATES,Headquarter
4252,INVESTEC GROUP INVESTMENTS (UK) LIMITED,INVESTEC,30 GRESHAM STREET,              EC2V 7QP,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4253,BNP PARIBAS SECURITIES SERVICES,,PIAZZA LINA BO BARDI 3,              20124,MILANO,ITALY,ITALY,Headquarter
4254,,,,,,,,
4255,INVESTEC WEALTH & INVESTMENT LIMITED,,4TH FLOOR 5 GEORGE SQUARE,              G2 1DY,GLASGOW,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4256,BIO HABITAT ITALIA SPA,,VIA SUORE 11,              40050,CASTELLO D'ARGILE,ITALY,ITALY,Headquarter
4257,RC LONESTAR INC.,,100 BRODHEAD RD STE 230,              180178935,BETHLEHEM,Pennsylvania(PA),UNITED STATES,Headquarter
4258,NINETY ONE UK LIMITED,,55 Gresham Street,              EC2V 7EL,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4259,BASIC NET SPA,,LARGO MAURIZIO VITALE 1,              10152,TORINO,ITALY,ITALY,Headquarter
4260,,,,,,,,
4261,RICHARD BAKER HARRISON LIMITED,RBH,Marsh Trees House Marsh Parade,              ST5 1BT,NEWCASTLE,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4262,WHIRLPOOL EMEA SPA,,STRADA PROVINCIALE ARCEVIESE 139/A,              60044,FABRIANO (CA' MAIANO ),ITALY,ITALY,Headquarter
4263,,,,,,,,
4264,,,,,,,,
4265,WHIRLPOOL ITALIA SRL,,VIA CARLO PISACANE 1,              20016,PERO,ITALY,ITALY,Headquarter
4266,MOUNT AUBURN HOSPITAL,,330 MT AUBURN ST,              021385597,CAMBRIDGE,Massachusetts(MA),UNITED STATES,Headquarter
4267,,,,,,,,
4268,WHIRLPOOL MANAGEMENT EMEA SRL,,VIA CARLO PISACANE 1,              20016,PERO,ITALY,ITALY,Headquarter
4269,WESTERN WASHINGTON UNIVERSITY,,516 HIGH ST,              982255996,BELLINGHAM,Washington(WA),UNITED STATES,Headquarter
4270,FUMEX INSTALLATIONS LIMITED,,91 Seedlee Road Walton Summit Cent,              PR5 8AE,PRESTON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4271,BELENERGIA MEZZ FINANCE SRL,,PIAZZA VELASCA 4,              20122,MILANO,ITALY,ITALY,Headquarter
4272,,,,,,,,
4273,CANDY KITTENS LIMITED,,7 Lyric Square,              W6 0ED,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4274,BELENERGIA SPA,,VIA GABRIO SERBELLONI 5,              20122,MILANO,ITALY,ITALY,Headquarter
4275,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,MICHIGAN MEDICINE,1500 E MEDICAL CENTER DR,              481095000,ANN ARBOR,Michigan(MI),UNITED STATES,Headquarter
4276,P&O FERRIES LIMITED,,Channel House Channel View Road,              CT17 9TJ,DOVER,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4277,OTB SPA,,VIA DELL\'INDUSTRIA 2,              36042,BREGANZE,ITALY,ITALY,Headquarter
4278,ALLINA HEALTH SYSTEM,,2925 CHICAGO AVE,              554071321,MINNEAPOLIS,Minnesota(MN),UNITED STATES,Headquarter
4279,BRAIDR LIMITED,,22 Charterhouse Square,              EC1M 6DX,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
4280,ISTITUTO ITALIANO DEL MARCHIO DI QUALITA' SPA,,VIA MARCO FABIO QUINTILIANO 43,              20138,MILANO,ITALY,ITALY,Headquarter
4281,,,,,,,,
4282,JOHN MILLS LIMITED,Jml,610 Chiswick High Road,              W4 5RU,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4283,HB BOSCARINI SPA,,VIA FOGLIA 11,              61026,LUNANO,ITALY,ITALY,Headquarter
4284,,,,,,,,
4285,DS SMITH PLC,,350 Euston Road,              NW1 3AX,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4286,ANTICA FARMACEUTICA LUCCHESE SRL,,VIA DELLE CORNACCHIE 960/H,              55100,LUCCA (SAN VITO ),ITALY,ITALY,Single address
4287,,,,,,,,
4288,CVC ADVISERS LIMITED,,111 Strand,              WC2R 0AG,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4289,PHSHOP SRL,,VIA FERRANTE IMPARATO 190 PIANO SECONDO INT.37,              80146,NAPOLI,ITALY,ITALY,Headquarter
4290,,,,,,,,
4291,DS GD UK LIMITED,,6 Bevis Marks,              EC3A 7BA,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
4292,COLOMION SPA,,CAMPO SMITH REG. MOLINO 18,              10052,BARDONECCHIA,ITALY,ITALY,Headquarter
4293,GOOGLE LLC,,1600 AMPHITHEATRE PKWY,              940431351,MOUNTAIN VIEW,California(CA),UNITED STATES,Headquarter
4294,,,,,,,,
4295,LINIFICIO E CANAPIFICIO NAZIONALE SRL SOCIETA' BENEFIT,,VIA GHIAIE 55,              24018,VILLA D'ALME',ITALY,ITALY,Headquarter
4296,GLOBAL X MANAGEMENT COMPANY LLC,GLOBAL X FUNDS,605 3RD AVE FL 43,              101580180,NEW YORK,New York(NY),UNITED STATES,Headquarter
4297,,,,,,,,
4298,UNICREDIT SPA,,PIAZZA GAE AULENTI 3 TOWER A,              20154,MILANO,ITALY,ITALY,Headquarter
4299,,,,,,,,
4300,,,,,,,,
4301,PANINI SPA,,VIALE EMILIO PO 380,              41126,MODENA,ITALY,ITALY,Headquarter
4302,,,,,,,,
4303,ALUMASC BUILDING PRODUCTS LIMITED,,Station Road Burton Latimer,              NN15 5JP,KETTERING,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4304,LCI ITALY SRL,,VIA ETRURIA 1,              50026,SAN CASCIANO IN VAL DI PESA,ITALY,ITALY,Headquarter
4305,SABIC INNOVATIVE PLASTICS US LLC,SABIC,2500 CITYWEST BLVD STE 100,              770423038,HOUSTON,Texas(TX),UNITED STATES,Headquarter
4306,GREENCELL LIMITED,,42 KINGS HILL AVENUE KINGS HILL,              ME19 4AJ,WEST MALLING,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4307,GOOGLE ITALY SRL,,VIA FEDERICO CONFALONIERI 4,              20124,MILANO,ITALY,ITALY,Headquarter
4308,LSI CORPORATION,BROADCOM,1320 RIDDER PARK DR,              951312313,SAN JOSE,California(CA),UNITED STATES,Headquarter
4309,SAFETY MANAGEMENT ADVISORY SERVICES LIMITED,,14 Fore Street Yealmpton,              PL8 2JN,PLYMOUTH,UNITED KINGDOM,UNITED KINGDOM,Single address
4310,IRONMAN ITALY SRL,,VIA AGNELLO 8,              20121,MILANO,ITALY,ITALY,Single address
4311,,,,,,,,
4312,,,,,,,,
4313,HEXIS ITALIA SRL,,VIA MELOZZO DA FORLI' 41,              20076,MEDIGLIA,ITALY,ITALY,Headquarter
4314,,,,,,,,
4315,,,,,,,,
4316,AIR HEX ALONTE SRL,,VIA DELLE ALBERE 5,              36045,ALONTE,ITALY,ITALY,Headquarter
4317,,,,,,,,
4318,ACCENTURE (UK) LIMITED,,30 Fenchurch Street,              EC3M 3BD,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4319,DEMETRA SPA,,VIA EFREM NOBILI 44,              40062,MOLINELLA,ITALY,ITALY,Headquarter
4320,,,,,,,,
4321,ACCENTURE MARKETING SERVICES LTD,,30 Fenchurch Street,              EC3M 3BD,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
4322,STATE STREET BANK INTERNATIONAL GMBH,,VIA FERRANTE APORTI 10,              20125,MILANO,ITALY,ITALY,Headquarter
4323,,,,,,,,
4324,ACCENTURE PLC,,Plantation Place 30 Fenchurch Street,              EC3M 3BD,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4325,KODAK SPA,,VIA GIACOMO MATTEOTTI 62,              20092,CINISELLO BALSAMO,ITALY,ITALY,Single address
4326,,,,,,,,
4327,DELOITTE LLP,,1 New Street Square,              EC4A 3HQ,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4328,WITHSECURE SRL,,VIA VITTOR PISANI 15,              20124,MILANO,ITALY,ITALY,Headquarter
4329,,,,,,,,
4330,DELOITTE MCS LIMITED,DELOITTE,1 New Street Square,              EC4A 3HQ,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4331,BERTIN ITALIA SRL,,VIA DINO COL 6 R,              16149,GENOVA ((IVI DAL 01/04/2020) ),ITALY,ITALY,Single address
4332,STATE STREET GLOBAL ADVISORS TRUST COMPANY,,1 IRON ST,              022101641,BOSTON,Massachusetts(MA),UNITED STATES,Single address
4333,SPIRENT COMMUNICATIONS PLC,,Origin One 108 High Street,              RH10 1BD,CRAWLEY,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4334,ALTHEA SPA,,RIVA TOMMASO GULLI 12,              34123,TRIESTE,ITALY,ITALY,Headquarter
4335,PIPER SANDLER & CO.,,800 NICOLLET MALL STE 900,              554022553,MINNEAPOLIS,Minnesota(MN),UNITED STATES,Headquarter
4336,INCLEX NO 3 LIMITED,,Origin One 108 High Street,              RH10 1BD,CRAWLEY,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4337,GIORGIO GORI SRL,,VIA GOFFREDO LEPORI 9,              57014,COLLESALVETTI (STAGNO ),ITALY,ITALY,Headquarter
4338,,,,,,,,
4339,INCLEX NO 7 LIMITED,,15 Enterprise Way Aviation Park Hurn,              BH23 6HH,CHRISTCHURCH,UNITED KINGDOM,UNITED KINGDOM,Single address
4340,ORDINE NAZIONALE DEI BIOLOGI DI ROMA,,VIA ICILIO 7,              00153,ROMA,ITALY,ITALY,Single address
4341,ANDERSON SHAPIRO EYE SURGEONS S C,,1200 JOHN Q HAMMNS DR STE 100,              537171967,MADISON,Wisconsin(WI),UNITED STATES,Headquarter
4342,TIKTOK INFORMATION TECHNOLOGIES UK LIMITED,TIKTOK,6th Floor One London Wall,              EC2Y 5EB,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4343,TAORMINA HOTEL MANAGEMENT SRL,,PIAZZA SAN DOMENICO 5,              98039,TAORMINA,ITALY,ITALY,Headquarter
4344,,,,,,,,
4345,,,,,,,,
4346,LOVATO ELECTRIC SPA,LOVATO SPA,VIA DON EMILIO MAZZA 12,              24020,GORLE,ITALY,ITALY,Headquarter
4347,,,,,,,,
4348,KEPLER GROUP EMEA LIMITED,,7 Henrietta Street C/O Redfern Legal Llp,              WC2E 8PS,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4349,,,,,,,,
4350,SAINT-GOBAIN PERFORMANCE PLASTICS CORPORATION,SAINT-GOBAIN,31500 SOLON RD OHIO,              441393528,SOLON,Ohio(OH),UNITED STATES,Headquarter
4351,,,,,,,,
4352,TOD'S SPA,,VIA FILIPPO DELLA VALLE 1,              63811,SANT'ELPIDIO A MARE (BRANCADORO ),ITALY,ITALY,Headquarter
4353,PETSMART LLC,PETSMART RISK MANAGEMENT,19601 N 27TH AVE,              850274010,PHOENIX,Arizona(AZ),UNITED STATES,Headquarter
4354,,,,,,,,
4355,EDENRED ITALIA SRL,,VIA GIOVANNI BATTISTA PIRELLI 18,              20124,MILANO,ITALY,ITALY,Headquarter
4356,,,,,,,,
4357,,,,,,,,
4358,DATA 4 SERVICES ITALY SPA,,PIAZZA ELEONORA DUSE 2,              20122,MILANO,ITALY,ITALY,Headquarter
4359,,,,,,,,
4360,,,,,,,,
4361,TELMO PARTECIPAZIONI SRL,,VIA XX SETTEMBRE 58/C,              24122,BERGAMO,ITALY,ITALY,Headquarter
4362,,,,,,,,
4363,,,,,,,,
4364,BROKER NET ITALIA SRL,,VIA CIMABUE 4,              59100,PRATO,ITALY,ITALY,Headquarter
4365,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,,1 STATE FARM PLZ,              617100001,BLOOMINGTON,Illinois(IL),UNITED STATES,Headquarter
4366,DIGITAL BARRIERS SERVICES LIMITED,DIGITAL BARRIERS,39 ST VINCENT PLACE,              G1 2ER,GLASGOW,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4367,BARADINE INVEST SL,,PIAZZALE BIANCAMANO 8,              20121,MILANO,ITALY,ITALY,Single address
4368,,,,,,,,
4369,RIO TINTO INTERNATIONAL HOLDINGS LIMITED,,St James's Square,              SW1Y 4AD,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4370,UFI FILTERS SPA,,VIA EUROPA 26,              46047,PORTO MANTOVANO,ITALY,ITALY,Headquarter
4371,,,,,,,,
4372,INEOS SALES (UK) LIMITED,INEOS,Hawkslease Chapel Lane,              SO43 7FG,LYNDHURST,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4373,GN AUDIO ITALY SRL,,VIA TORRI BIANCHE 6,              20871,VIMERCATE,ITALY,ITALY,Single address
4374,NP DURANGO LLC,,1505 S PAVILION CTR DR,              891351403,LAS VEGAS,Nevada(NV),UNITED STATES,Single address
4375,INEOS GROUP HOLDINGS LIMITED,INEOS,38 Hans Crescent,              SW1X 0LZ,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4376,ACCENTURE SPA,,VIA NINO BONNET 10,              20154,MILANO,ITALY,ITALY,Headquarter
4377,,,,,,,,
4378,INEOS HYGIENICS LIMITED,INEOS,School Aycliffe Lane,              DL5 6EA,NEWTON AYCLIFFE,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4379,CLIVET SPA,,VIA CAMP LONC 25,              32032,FELTRE (VILLAPAIERA ),ITALY,ITALY,Headquarter
4380,,,,,,,,
4381,INEOS EUROPEAN HOLDINGS LIMITED,,Hawkslease Chapel Lane,              SO43 7FG,LYNDHURST,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4382,CLIVET AIR SRL,,VIA DEL LAVORO 42,              37063,ISOLA DELLA SCALA,ITALY,ITALY,Single address
4383,,,,,,,,
4384,INEOS INDUSTRIES LIMITED,,HAWKSLEASE CHAPEL LANE,              SO43 7FG,LYNDHURST,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4385,TRUSTANDWEALTH SRL,,VIA ANDEGARI 4,              20121,MILANO,ITALY,ITALY,Headquarter
4386,REUTERS NEWS & MEDIA INC.,,3 TIMES SQ 12TH FL,              100366567,NEW YORK,New York(NY),UNITED STATES,Single address
4387,TERRAPINN LIMITED,,Wren House,              EC1N 8EL,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
4388,EXPRESS 6000 SRL,,VIA CHINI BATTISTA 60,              23018,TALAMONA,ITALY,ITALY,Single address
4389,,,,,,,,
4390,,,,,,,,
4391,MANE ITALIA SRL,,VIA ADAMELLO 5/7,              20008,BAREGGIO,ITALY,ITALY,Headquarter
4392,,,,,,,,
4393,,,,,,,,
4394,ENERGYLIFE SRL,,PIAZZA VICENZA 8,              38122,TRENTO,ITALY,ITALY,Headquarter
4395,,,,,,,,
4396,CHRISTIAN DIOR UK LIMITED,,49A Pavilion Road,              SW1X 0HD,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4397,GESTIONE CONCESSIONI SPA,,VIA GIULIO VINCENZO BONA 65,              00156,ROMA,ITALY,ITALY,Headquarter
4398,,,,,,,,
4399,HAWK INCENTIVES LIMITED,,Westside London Road,              HP3 9TD,HEMEL HEMPSTEAD,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4400,GENERALI INVESTMENTS HOLDING SPA,,VIA NICCOLO' MACHIAVELLI 4,              34132,TRIESTE,ITALY,ITALY,Headquarter
4401,,,,,,,,
4402,INEOS GRANGEMOUTH LIMITED,,Hawkslease Chapel Lane,              SO43 7FG,LYNDHURST,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4403,GENERALI INVESTMENTS PARTNERS SPA SOCIETA' DI GESTIONE DEL RISPARMIO,,VIA NICCOLO' MACHIAVELLI 4,              34132,TRIESTE,ITALY,ITALY,Headquarter
4404,TREK BICYCLE CORPORATION,,801 W MADISON ST,              535941379,WATERLOO,Wisconsin(WI),UNITED STATES,Headquarter
4405,,,,,,,,
4406,GHELLA INVESTMENTS & PARTNERSHIPS SPA,,VIA PIETRO BORSIERI 2/A,              00195,ROMA,ITALY,ITALY,Headquarter
4407,,,,,,,,
4408,TASTER FOOD UK LIMITED,TASTER,68 HANBURY ST SPITALFIELDS,              E1 5JP,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
4409,ROTHENBERGER ITALIANA SRL,,VIA GUGLIELMO REISS ROMOLI 17,              20019,SETTIMO MILANESE,ITALY,ITALY,Single address
4410,AUDIOHQ LLC,,358 5TH AVE RM 302,              100012209,NEW YORK,New York(NY),UNITED STATES,Single address
4411,PUBLICIS MEDIA LIMITED,,24 Percy Street,              W1T 2BS,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4412,ENEL X INTERNATIONAL SRL,,VIALE DI TOR DI QUINTO 45/47,              00191,ROMA,ITALY,ITALY,Headquarter
4413,,,,,,,,
4414,PAVILION PUBLISHING AND MEDIA LTD.,,25 Cecil Pashley Way Shoreham Airport,              BN43 5FF,SHOREHAM-BY-SEA,UNITED KINGDOM,UNITED KINGDOM,Single address
4415,ENEL X SRL,,VIALE DI TOR DI QUINTO 45/47,              00191,ROMA,ITALY,ITALY,Headquarter
4416,,,,,,,,
4417,,,,,,,,
4418,TOYOTA MATERIAL HANDLING ITALIA SRL,,VIA DEL LAVORO 93/1,              40033,CASALECCHIO DI RENO,ITALY,ITALY,Headquarter
4419,ADVENTIST HEALTH SYSTEM SUNBELT HEALTHCARE CORPORATION,ADVENTHEALTH,900 HOPE WAY,              327141502,ALTAMONTE SPRINGS,Florida(FL),UNITED STATES,Headquarter
4420,BEGGARS GROUP MEDIA LIMITED,,17-19 Alma Road,              SW18 1AA,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4421,INTERPOLIMERI SPA,,VIA G.NEGRI 11,              35010,LIMENA,ITALY,ITALY,Headquarter
4422,,,,,,,,
4423,,,,,,,,
4424,HUMANITAS SPA,,VIA ALESSANDRO MANZONI 113,              20089,ROZZANO,ITALY,ITALY,Headquarter
4425,CELANESE HOLDINGS LLC,,1601 LYNDON B JOHNSON FWY,              752346512,DALLAS,Texas(TX),UNITED STATES,Headquarter
4426,TESTERWORLD LIMITED,DE PHARMACEUTICALS,The Chancery 58 Spring Gardens,              M2 1EW,MANCHESTER,UNITED KINGDOM,UNITED KINGDOM,Single address
4427,HUMANITAS MIRASOLE SPA,,VIA ALESSANDRO MANZONI 56,              20089,ROZZANO,ITALY,ITALY,Headquarter
4428,CELANESE INTERNATIONAL CORPORATION,,222 LAS COLINAS BLVD W STE 900N,              750395467,IRVING,Texas(TX),UNITED STATES,Single address
4429,KIOWA LIMITED,,The Reservation Sleaford Business Park,              NG34 7BY,SLEAFORD,UNITED KINGDOM,UNITED KINGDOM,Single address
4430,LA FABBRICA SPA,,VIA EMILIA PONENTE 2070,              48014,CASTEL BOLOGNESE,ITALY,ITALY,Headquarter
4431,CELANESE LTD.,,222 W LAS COLINAS BLVD STE 900N,              750395467,IRVING,Texas(TX),UNITED STATES,Headquarter
4432,,,,,,,,
4433,REGGIO CHILDREN SRL,,VIA BLIGNY 1/A,              42124,REGGIO NELL'EMILIA,ITALY,ITALY,Headquarter
4434,CELANESE CORPORATION,,222 W LAS COLINAS BLVD STE 900N,              750395467,IRVING,Texas(TX),UNITED STATES,Headquarter
4435,MARKS AND SPENCER P.L.C.,,Waterside House 35 North Wharf Road,              W2 1NW,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4436,C.W.F. CHILDREN WORLDWIDE FASHION ITALIA SRL,CWF CHILDREN WORLDWIDE FASHION,VIA ARCO 1,              20121,MILANO,ITALY,ITALY,Headquarter
4437,UNITED SPECIALTY INSURANCE COMPANY,,1900 L DON DODSON DRIVE,              760218222,BEDFORD,Texas(TX),UNITED STATES,Single address
4438,ORWELL GROUP HOLDING LTD,,2nd Floor 110 Cannon Street,              EC4N 6EU,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4439,CLARINS ITALIA SPA,,VIA GIUSEPPE DI VITTORIO 13,              40055,CASTENASO (VILLANOVA ),ITALY,ITALY,Headquarter
4440,LAZARD ASSET MANAGEMENT LLC,,30 ROCKEFELLER PLZ 57TH FLOOR,              101120015,NEW YORK,New York(NY),UNITED STATES,Headquarter
4441,NISSAN MOTOR MANUFACTURING (UK) LIMITED,,Washington Road,              SR5 3NS,SUNDERLAND,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4442,HDI GLOBAL SE,,VIA FRANCO RUSSOLI 5,              20143,MILANO,ITALY,ITALY,Headquarter
