,INDEX,URL,Name,Trade Name,Address Name,Postalcode,City,State,Country,Location type
3776,3776,https://www.info-clipper.com/en/company/united-kingdom/mitsui-osk-lines-limited.gbd3hmu83.html,"MITSUI O.S.K. LINES, LIMITED",,3 Thomas More Square,              E1W 1WY,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3777,3777,https://www.info-clipper.com/en/company/italy/governo-della-repubblica-italiana.itd8hx86c.html,GOVERNO DELLA REPUBBLICA ITALIANA,,PIAZZA COLONNA 370,              00187,ROMA (PALAZZO CHIGI ),ITALY,ITALY,Headquarter
3778,3778,https://www.info-clipper.com/en/company/united-states/engie-resources-llc.usd1nc8ks.html,ENGIE RESOURCES LLC,,1360 POST OAK BLVD STE 400,              770563030,HOUSTON,Texas(TX),UNITED STATES,Headquarter
3779,3779,https://www.info-clipper.com/en/company/united-kingdom/mitsui-company-limited.gbd3q5yhj.html,MITSUI & COMPANY LIMITED,,8Th And 9Th Floors 1 St. Martin's Le Grand,              EC1A 4AS,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3780,3780,https://www.info-clipper.com/en/company/italy/loro-piana-spa.itd78cpnx.html,LORO PIANA SPA,,CORSO PIETRO ROLANDI 10,              13017,QUARONA,ITALY,ITALY,Headquarter
3781,3781,https://www.info-clipper.com/en/company/united-states/airbus-helicopters-inc.usd27vj6x.html,"AIRBUS HELICOPTERS, INC.",,2701 N FORUM DR,              750528927,GRAND PRAIRIE,Texas(TX),UNITED STATES,Headquarter
3782,3782,https://www.info-clipper.com/en/company/united-kingdom/mitsui-bussan-commodities-ltd.gbd3unecz.html,MITSUI BUSSAN COMMODITIES LTD,,6Th Floor 1 St. Martin's Le Grand,              EC1A 4BB,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3783,3783,https://www.info-clipper.com/en/company/italy/sace-bt-spa.itd8zwu03.html,SACE BT SPA,,PIAZZA POLI 42,              00187,ROMA,ITALY,ITALY,Headquarter
3784,3784,https://www.info-clipper.com/en/company/united-states/cynosure-llc.usdcwkx8s.html,"CYNOSURE, LLC",SMARTLIPO,5 CARLISLE RD,              018863601,WESTFORD,Massachusetts(MA),UNITED STATES,Headquarter
3785,3785,https://www.info-clipper.com/en/company/united-kingdom/jones-lang-lasalle-limited.gbd3rbsmu.html,JONES LANG LASALLE LIMITED,JLL,22 College Approach,              SE10 9HY,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3786,3786,https://www.info-clipper.com/en/company/italy/modecor-italiana-srl.itd7kp1ec.html,MODECOR ITALIANA SRL,,VIA GINO MAGGI 2,              21030,CUVIO,ITALY,ITALY,Headquarter
3787,3787,https://www.info-clipper.com/en/company/united-states/gadsden-regional-medical-center-llc.usd2jg16a.html,"GADSDEN REGIONAL MEDICAL CENTER, LLC",,1007 GOODYEAR AVE,              359031100,GADSDEN,Alabama(AL),UNITED STATES,Headquarter
3788,3788,https://www.info-clipper.com/en/company/united-kingdom/jones-lang-lasalle-europe-limited.gbd3y6iww.html,JONES LANG LASALLE EUROPE LIMITED,J L L,30 Warwick Street,              W1B 5NH,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3789,3789,https://www.info-clipper.com/en/company/italy/ferrari-societaper-azioni-esercizio-fabbriche-automobili-e-corse.itd73affc.html,FERRARI - SOCIETA'PER AZIONI ESERCIZIO FABBRICHE AUTOMOBILI E CORSE,FERRARI SPA,VIA ABETONE INFERIORE 2,              41053,MARANELLO,ITALY,ITALY,Headquarter
3790,3790,https://www.info-clipper.com/en/company/united-states/interpublic-group-of-companies-inc-the.usd45q9q.html,"INTERPUBLIC GROUP OF COMPANIES, INC., THE",,909 3RD AVE,              100224731,NEW YORK,New York(NY),UNITED STATES,Headquarter
3791,3791,https://www.info-clipper.com/en/company/united-kingdom/jones-lang-lasalle-services-limited.gbdc6al9g.html,JONES LANG LASALLE SERVICES LIMITED,J L L,30 Warwick Street,              W1B 5NH,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3792,3792,https://www.info-clipper.com/en/company/italy/dirickx-italia-srl.itd7aty14.html,DIRICKX ITALIA SRL,,VIA ISIDORO E LEPIDO FACII 4,              64100,TERAMO (SAN NICOLO'  A TORDINO ),ITALY,ITALY,Single address
3793,3793,https://www.info-clipper.com/en/company/united-states/rga-media-group-inc.usd1dgc0g.html,"R/GA MEDIA GROUP, INC.",INTERPUBLIC GROUP OF COMPANIES,450 W 33RD ST 12TH FL,              100012610,NEW YORK,New York(NY),UNITED STATES,Headquarter
3794,3794,https://www.info-clipper.com/en/company/united-kingdom/the-institution-of-engineering-and-technology.gbd3x5p1i.html,THE INSTITUTION OF ENGINEERING AND TECHNOLOGY,,2 Savoy Place,              WC2R 0BL,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3795,3795,https://www.info-clipper.com/en/company/italy/radar-concerti-srl.itd7a7he1.html,RADAR CONCERTI SRL,,VIA TEODOSIO 65,              20131,MILANO,ITALY,ITALY,Single address
3796,3796,https://www.info-clipper.com/en/company/united-states/deutsch-inc.usd18sv5q.html,DEUTSCH INC.,INTERPUBLIC GROUP OF COMPANIES,387 PARK AVE S FL 10,              100168810,NEW YORK,New York(NY),UNITED STATES,Headquarter
3797,3797,https://www.info-clipper.com/en/company/united-kingdom/volante-global-limited.gbd3p09ix.html,VOLANTE GLOBAL LIMITED,,30 St. Mary Axe,              EC3A 8BF,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3798,3798,https://www.info-clipper.com/en/company/italy/era-srl.itd72v8ey.html,ERA SRL,,VIA FERNANDO SANTI 15-15/A,              10024,MONCALIERI,ITALY,ITALY,Headquarter
3799,3799,https://www.info-clipper.com/en/company/united-states/nevada-power-company.usd45erv.html,NEVADA POWER COMPANY,,6226 W SAHARA AVE,              891463060,LAS VEGAS,Nevada(NV),UNITED STATES,Headquarter
3800,3800,https://www.info-clipper.com/en/company/united-kingdom/ab-agri-limited.gbd3ia4ff.html,AB AGRI LIMITED,,64 Innovation Way Lynch Wood Lynch Wood,              PE2 6FL,PETERBOROUGH,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3801,3801,https://www.info-clipper.com/en/company/italy/tenable-network-security-netherlands-bv.itd78t80z.html,TENABLE NETWORK SECURITY NETHERLANDS B.V.,,VIA LUDOVISI 16,              00187,ROMA,ITALY,ITALY,Single address
3802,3802,https://www.info-clipper.com/en/company/united-states/factset-research-systems-inc.usd34ysr2.html,FACTSET RESEARCH SYSTEMS INC.,,45 GLOVER AVE,              068501238,NORWALK,Connecticut(CT),UNITED STATES,Headquarter
3803,3803,https://www.info-clipper.com/en/company/united-kingdom/natwest-markets-nv.gbd3uxmtk.html,NATWEST MARKETS N.V.,,280 Bishopsgate,              EC2M 4RB,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3804,3804,https://www.info-clipper.com/en/company/italy/abet-spa.itd72tm7z.html,ABET SPA,,VIALE INDUSTRIA 19,              12042,BRA (C/O ABET LAMINATI SPA ),ITALY,ITALY,Headquarter
3805,3805,https://www.info-clipper.com/en/company/united-states/bitrode-corporation.usd1bkqub.html,BITRODE CORPORATION,,9787 GREEN PARK INDUSTRIAL DR,              631237259,SAINT LOUIS,Missouri(MO),UNITED STATES,Headquarter
3806,3806,https://www.info-clipper.com/en/company/united-kingdom/rb-uk-commercial-limited.gbd3mu5bz.html,RB UK COMMERCIAL LIMITED,,103-105 Bath Road,              SL1 3UH,SLOUGH,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3807,3807,https://www.info-clipper.com/en/company/italy/tower-spa.itdaeo5jm.html,TOWER SPA,,VIA DELL'OREFICERIA 32,              36100,VICENZA,ITALY,ITALY,Single address
3808,3808,https://www.info-clipper.com/en/company/united-states/ebsco-industries-inc.usd20skg.html,"EBSCO INDUSTRIES, INC.",EBSCO INFORMATION SERVICES,5724 HWY 280 EAST,              352426818,BIRMINGHAM,Alabama(AL),UNITED STATES,Headquarter
3809,3809,https://www.info-clipper.com/en/company/united-kingdom/abellio-east-anglia-limited.gbd3ljacr.html,ABELLIO EAST ANGLIA LIMITED,,"2nd Floor St Andrews House, 18-20 St. Andrew Street",              EC4A 3AG,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3810,3810,https://www.info-clipper.com/en/company/italy/pfch-luxe-italia-srl.itd7awjiy.html,PFCH LUXE ITALIA SRL,,VIA CERESIO 7,              20154,MILANO,ITALY,ITALY,Single address
3811,3811,https://www.info-clipper.com/en/company/united-states/hpd-llc.usd2imy9m.html,"HPD, LLC",,23563 W MAIN ST RTE 126,              605447660,PLAINFIELD,Illinois(IL),UNITED STATES,Single address
3812,3812,https://www.info-clipper.com/en/company/united-kingdom/abellio-east-midlands-limited.gbd3nprnp.html,ABELLIO EAST MIDLANDS LIMITED,,2nd Floor St Andrew's House 18-20 St Andrew Street,              EC4A 3AG,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
3813,3813,https://www.info-clipper.com/en/company/italy/compagnia-aerea-italiana-spa.itd7cy1i8.html,COMPAGNIA AEREA ITALIANA SPA,ALITALIA,VIALE LIEGI 41,              00198,ROMA,ITALY,ITALY,Headquarter
3814,3814,https://www.info-clipper.com/en/company/united-states/brunswick-group-llp.usdg6yod.html,BRUNSWICK GROUP LLP,,245 PARK AVE FL 14,              101670005,NEW YORK,New York(NY),UNITED STATES,Headquarter
3815,3815,https://www.info-clipper.com/en/company/united-kingdom/db-cargo-holdings-limited.gbd84tczm.html,DB CARGO (UK) HOLDINGS LIMITED,,310 Goswell Road,              EC1V 7LW,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3816,3816,https://www.info-clipper.com/en/company/italy/alitalia-societa-aerea-italiana-spa.itd7760kb.html,ALITALIA SOCIETA' AEREA ITALIANA SPA,,PIAZZA ALMERICO DA SCHIO 3,              00054,FIUMICINO (PAL. BRAVO ),ITALY,ITALY,Headquarter
3817,3817,https://www.info-clipper.com/en/company/united-states/nippon-steel-trading-americas-inc.usd5pojl.html,"NIPPON STEEL TRADING AMERICAS, INC.",,200 N MARTINGALE RD STE 801,              601732040,SCHAUMBURG,Illinois(IL),UNITED STATES,Headquarter
3818,3818,https://www.info-clipper.com/en/company/united-kingdom/azelis-uk-limited.gbd3wfmy9.html,AZELIS UK LIMITED,,"AXIS HOUSE TUDOR ROAD, MANOR PARK",              WA7 1BD,RUNCORN,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3819,3819,https://www.info-clipper.com/en/company/italy/rigoni-di-asiago-srl.itd5m4lm9.html,RIGONI DI ASIAGO SRL,,VIA GUGLIELMO OBERDAN 28,              36012,ASIAGO,ITALY,ITALY,Headquarter
3820,3820,https://www.info-clipper.com/en/company/united-states/cultech-inc.usdu0f26.html,CULTECH INC.,,3500 HADLEY RD,              070801152,SOUTH PLAINFIELD,New Jersey(NJ),UNITED STATES,Single address
3821,3821,https://www.info-clipper.com/en/company/united-kingdom/dolfin-financial-ltd.gbd3l6i9c.html,DOLFIN FINANCIAL (UK) LTD,,C/O Evelyn Partners LLP 45 Gresham Street,              EC2V 7BG,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3822,3822,https://www.info-clipper.com/en/company/italy/rigoni-srl.itd7ac1ej.html,RIGONI SRL,,VIA BRENNERO 15,              38060,CALLIANO,ITALY,ITALY,Headquarter
3823,3823,https://www.info-clipper.com/en/company/united-states/complexcare-solutions-llc.usdk1ast.html,"COMPLEXCARE SOLUTIONS, LLC",,55 BROAD ST FL 21,              100042541,NEW YORK,New York(NY),UNITED STATES,Headquarter
3824,3824,https://www.info-clipper.com/en/company/united-kingdom/ineos-acetyls-uk-limited.gbd3nrl0t.html,INEOS ACETYLS UK LIMITED,,Hawkslease Chapel Lane,              SO43 7FG,LYNDHURST,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3825,3825,https://www.info-clipper.com/en/company/italy/toi-toi-italia-srl.itd7e22vh.html,TOI TOI ITALIA SRL,,VIA CASCINA NUOVA 1,              20084,LACCHIARELLA (VILLAMAGGIORE ),ITALY,ITALY,Headquarter
3826,3826,https://www.info-clipper.com/en/company/united-states/aspentech-corporation.usdr3iun.html,ASPENTECH CORPORATION,,20 CROSBY DR,              017301402,BEDFORD,Massachusetts(MA),UNITED STATES,Headquarter
3827,3827,https://www.info-clipper.com/en/company/united-kingdom/lch-limited.gbd3h4yyv.html,LCH LIMITED,,10 PATERNOSTER SQUARE,              EC4M 7LS,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3828,3828,https://www.info-clipper.com/en/company/italy/opis-srl.itd8i7icm.html,OPIS SRL,,VIA GIACOMO MATTEOTTI 10,              20832,DESIO,ITALY,ITALY,Headquarter
3829,3829,https://www.info-clipper.com/en/company/united-states/verily-life-sciences-llc.usd1bo00o.html,VERILY LIFE SCIENCES LLC,,269 E GRAND AVE,              940804804,SOUTH SAN FRANCISCO,California(CA),UNITED STATES,Headquarter
3830,3830,https://www.info-clipper.com/en/company/united-kingdom/abn-amro-clearing-london-limited.gbd3pnl03.html,ABN AMRO CLEARING LONDON LIMITED,,5 Aldermanbury Square,              EC2V 7HR,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
3831,3831,https://www.info-clipper.com/en/company/italy/cf-assicurazioni-spa-compagnia-di-assicurazione-per-il-credito-e-la-famiglia.itdetcbb1.html,CF ASSICURAZIONI SPA COMPAGNIA DI ASSICURAZIONE PER IL CREDITO E LA FAMIGLIA,,VIA PAOLO DI DONO 73,              00142,ROMA,ITALY,ITALY,Headquarter
3832,3832,https://www.info-clipper.com/en/company/united-states/cec-educational-services-llc.usdfx9a4d.html,"CEC EDUCATIONAL SERVICES, LLC",CAREER EDUCATION,231 N MARTINGALE RD STE 100,              601732007,SCHAUMBURG,Illinois(IL),UNITED STATES,Single address
3833,3833,https://www.info-clipper.com/en/company/united-kingdom/shell-international-petroleum-company-limited.gbd3h6pxz.html,SHELL INTERNATIONAL PETROLEUM COMPANY LIMITED,,Shell Centre York Road,              SE1 7NA,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3834,3834,https://www.info-clipper.com/en/company/italy/tomatis-lamiere-srl.itd5lkhhl.html,TOMATIS LAMIERE SRL,,VIA MATTEO CAMPIA 46,              12100,CUNEO,ITALY,ITALY,Headquarter
3835,3835,https://www.info-clipper.com/en/company/united-states/godaddycom-llc.usdg06ngv.html,"GODADDY.COM, LLC",,2150 E WARNER RD,              852843401,TEMPE,Arizona(AZ),UNITED STATES,Headquarter
3836,3836,https://www.info-clipper.com/en/company/united-kingdom/crown-packaging-manufacturing-uk-limited.gbd3o6zn1.html,CROWN PACKAGING MANUFACTURING UK LIMITED,CROWN,Borland Avenue,              CA1 2TL,CARLISLE,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3837,3837,https://www.info-clipper.com/en/company/italy/societa-italiana-coloranti-naturali-affini-srl.itd75kz34.html,SOCIETA' ITALIANA COLORANTI NATURALI AFFINI SRL,,VICOLO MADONNA 9,              20021,BOLLATE (CASSINA NUOVA ),ITALY,ITALY,Single address
3838,3838,https://www.info-clipper.com/en/company/united-states/godaddy-inc.usd1bagko.html,GODADDY INC.,,2155 E GODADDY WAY,              85284,TEMPE,Arizona(AZ),UNITED STATES,Headquarter
3839,3839,https://www.info-clipper.com/en/company/united-kingdom/crown-holdings-limited.gbd3ndc38.html,CROWN HOLDINGS LIMITED,CROWN PARTNERSHIP,The Maltings Norton Heath,              CM4 0LQ,INGATESTONE,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3840,3840,https://www.info-clipper.com/en/company/italy/intesa-sanpaolo-spa.itd757oga.html,INTESA SANPAOLO SPA,,VIA MONTE DI PIETA' 8,              20121,MILANO,ITALY,ITALY,Headquarter
3841,3841,https://www.info-clipper.com/en/company/united-states/godaddy-msh-inc.usdxl2p8.html,GODADDY MSH INC.,,14455 N HAYDEN RD,              852606947,SCOTTSDALE,Arizona(AZ),UNITED STATES,Single address
3842,3842,https://www.info-clipper.com/en/company/united-kingdom/ecoatm-international-limited.gbd3pjibn.html,ECOATM INTERNATIONAL LIMITED,,5A Frascati Way,              SL6 4UY,MAIDENHEAD,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3843,3843,https://www.info-clipper.com/en/company/italy/ariston-spa.itd7akh1a.html,ARISTON SPA,,VIALE ARISTIDE MERLONI 45,              60044,FABRIANO,ITALY,ITALY,Headquarter
3844,3844,https://www.info-clipper.com/en/company/united-states/delaware-capital-holdings-inc.usd37zoo7.html,"DELAWARE CAPITAL HOLDINGS, INC.",,501 SILVERSIDE RD STE 5,              198091375,WILMINGTON,Delaware(DE),UNITED STATES,Headquarter
3845,3845,https://www.info-clipper.com/en/company/united-kingdom/a-plan-holdings.gbd4ut6sz.html,A-PLAN HOLDINGS,,2 Des Roches Square,              OX28 4LE,WITNEY,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3846,3846,https://www.info-clipper.com/en/company/italy/industries-spa.itd9cg0ir.html,INDUSTRIES SPA,,VIA VENEZIA 1,              35010,TREBASELEGHE,ITALY,ITALY,Headquarter
3847,3847,https://www.info-clipper.com/en/company/united-states/ashly-audio-inc.usd17v24q.html,"ASHLY AUDIO, INC.",,847 HOLT RD,              145809193,WEBSTER,New York(NY),UNITED STATES,Single address
3848,3848,https://www.info-clipper.com/en/company/united-kingdom/tesco-plc.gbd3l3xo3.html,TESCO PLC,,TESCO HOUSE SHIRE PARK KESTREL WAY,              AL7 1GA,WELWYN GARDEN CITY,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3849,3849,https://www.info-clipper.com/en/company/italy/multimarine-services-srl-in-forma-abbreviato-mms-srl.itd78osah.html,MULTIMARINE SERVICES SRL IN FORMA ABBREVIATO MMS SRL,,CORSO CONCORDIA 11,              20129,MILANO,ITALY,ITALY,Headquarter
3850,3850,https://www.info-clipper.com/en/company/united-states/genpact-process-solutions-llc.usd9yrfv2.html,GENPACT PROCESS SOLUTIONS LLC,,42 OLD RIDGEBURY RD STE 1,              068105247,DANBURY,Connecticut(CT),UNITED STATES,Headquarter
3851,3851,https://www.info-clipper.com/en/company/united-kingdom/boohoocom-uk-limited.gbd5rxyd8.html,BOOHOO.COM UK LIMITED,,49-51 Dale Street,              M1 2HF,MANCHESTER,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3852,3852,https://www.info-clipper.com/en/company/italy/valeo-spa.itd732hpu.html,VALEO SPA,,VIA ASTI 89,              10026,SANTENA,ITALY,ITALY,Headquarter
3853,3853,https://www.info-clipper.com/en/company/united-states/merz-north-america-inc.usd29mts9.html,"MERZ NORTH AMERICA, INC.",,6501 SIX FORKS RD,              276156515,RALEIGH,North Carolina(NC),UNITED STATES,Headquarter
3854,3854,https://www.info-clipper.com/en/company/united-kingdom/boohoo-group-plc.gbd3mzuxs.html,BOOHOO GROUP PLC,,49-51 Dale Street,              M1 2HF,MANCHESTER,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3855,3855,https://www.info-clipper.com/en/company/italy/valeo-service-italia-spa.itd784i59.html,VALEO SERVICE ITALIA SPA,,VIA ASTI 89,              10026,SANTENA,ITALY,ITALY,Headquarter
3856,3856,https://www.info-clipper.com/en/company/united-states/bank-leumi-usa.usdwgulk.html,BANK LEUMI USA,,579 5TH AVE FL 5,              100171917,NEW YORK,New York(NY),UNITED STATES,Single address
3857,3857,https://www.info-clipper.com/en/company/united-kingdom/urenco-limited.gbd3lecrz.html,URENCO LIMITED,,Sefton Park Bells Hill Stoke Poges,              SL2 4JS,SLOUGH,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3858,3858,https://www.info-clipper.com/en/company/italy/finlav-spa.itd7bw8w2.html,FINLAV SPA,,VIA BOLOGNA 32,              10152,TORINO,ITALY,ITALY,Headquarter
3859,3859,https://www.info-clipper.com/en/company/united-states/chapter-4-corp.usdfbiyoy.html,CHAPTER 4 CORP.,SUPREME,62 KING ST STE 3,              100144807,NEW YORK,New York(NY),UNITED STATES,Headquarter
3860,3860,https://www.info-clipper.com/en/company/united-kingdom/lnrs-data-services-limited.gbd3hc8s6.html,LNRS DATA SERVICES LIMITED,Railway Gazette International/Farmers Weekly,Quadrant House The Quadrant,              SM2 5AS,SUTTON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3861,3861,https://www.info-clipper.com/en/company/italy/euregio-plus-societa-di-gestione-del-risparmio-spa.itd7dtmn1.html,EUREGIO PLUS SOCIETA\' DI GESTIONE DEL RISPARMIO SPA,,PASSAGGIO DUOMO 15,              39100,BOLZANO,ITALY,ITALY,Headquarter
3862,3862,https://www.info-clipper.com/en/company/united-states/linode-limited-liability-company.usd383yqm.html,LINODE LIMITED LIABILITY COMPANY,,249 ARCH ST,              191061915,PHILADELPHIA,Pennsylvania(PA),UNITED STATES,Single address
3863,3863,https://www.info-clipper.com/en/company/united-kingdom/barclays-plc.gbd3h1hnf.html,BARCLAYS PLC,,1 Churchill Place,              E14 5HP,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3864,3864,https://www.info-clipper.com/en/company/italy/gewiss-spa.itd737kr3.html,GEWISS SPA,,VIA ALESSANDRO VOLTA 1,              24069,CENATE SOTTO,ITALY,ITALY,Headquarter
3865,3865,https://www.info-clipper.com/en/company/united-states/simcorp-usa-inc.usd1u689h.html,SIMCORP USA INC.,,ONE STATE STREET PLAZA 1 STATE ST 29TH FL,              100041561,NEW YORK,New York(NY),UNITED STATES,Headquarter
3866,3866,https://www.info-clipper.com/en/company/united-kingdom/barclays-execution-services-limited.gbd4vgffh.html,BARCLAYS EXECUTION SERVICES LIMITED,BARCLAYS,1 CHURCHILL PLACE,              E14 5HP,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
