address_name,city,country,name,location_type,postalcode,state,trade_name
grand buildings 1-3 strand,london,united kingdom,relx (holdings) limited,headquarter,              wc2n 5jr,united kingdom,
via pradazzo 7,calderara di reno,italy,palletways italia spa,headquarter,              40012,italy,
tartu mnt 13,tallinn,estonia,fiesta real estate as,single address,              10145,estonia,
2 jericho plz ste 200,jericho,united states,"1-800-flowers.com, inc.",headquarter,              117531681,new york(ny),1-800-FLOWERS.COM
"mill la, box",corsham,united kingdom,womad limited,headquarter,              sn13 8pn,united kingdom,
via delle azalee 19,buccinasco,italy,c.o.i.m. spa - chimica organica industriale milanese,headquarter,              20090,italy,C.O.I.M. SPA
punane tn 73,tallinn,estonia,lpd ou,single address,              13619,estonia,
2700 post oak blvd ste 300,houston,united states,kinetik holdings inc.,headquarter,              770565748,texas(tx),
east end house kenrick way,west bromwich,united kingdom,vibrant brands limited,headquarter,              b71 4ea,united kingdom,
via del tecchione 46,san giuliano milanese,italy,mecomer srl,headquarter,              20098,italy,
paadi tn 5,tallinn,estonia,hestia hotel group ou,headquarter,              10151,estonia,
1001 liberty ave,pittsburgh,united states,federated investment management company,headquarter,              152223714,pennsylvania(pa),
"2nd floor 60circular rd, douglas",isle of man,united kingdom,saga shipholding (iom) limited,headquarter,              im1 1sa,united kingdom,
viale lombardia 29,viadana,italy,saviola holding srl,headquarter,              46019,italy,
roosikrantsi tn 2-647k,tallinn,estonia,karatchange ou,single address,              10119,estonia,
1001 liberty ave,pittsburgh,united states,"federated hermes, inc.",headquarter,              152223714,pennsylvania(pa),
sir ian wood house hareness road,aberdeen,united kingdom,wood group engineering & operations support limited,headquarter,              ab12 3le,united kingdom,
via fratelli di dio 1,busto arsizio,italy,rimax technology srl,headquarter,              21052,italy,
"tammi tee 42, rannamoisa kula",harku vald,estonia,greiner packaging as,single address,              76901,estonia,GREINER PACKAGING ESTONIA AKTSIASELTS
federated investors tower,pittsburgh,united states,federated investment counseling,single address,              15222,pennsylvania(pa),
lakeside works rocester,uttoxeter,united kingdom,j.c.b. service,headquarter,              st14 5jp,united kingdom,JCB
via nazionale 110/6,pianoro,italy,studio boost srl,single address,              40065,italy,
roosikrantsi tn 2-krm2,tallinn,estonia,krm agent ou,single address,              10119,estonia,
181 w madison st ste 3600,chicago,united states,"stein roe investment counsel, inc.",headquarter,              606024641,illinois(il),
"the mill high street, rocester",uttoxeter,united kingdom,jcb finance ltd,headquarter,              st14 5jw,united kingdom,
piazzetta luigi coloatto 1,ronchi dei legionari,italy,elifriulia spa,headquarter,              34077,italy,
roseni tn 11,tallinn,estonia,alexela energia as,headquarter,              10111,estonia,
1002 explorer blvd,huntsville,united states,"dynetics, inc.",headquarter,              358062806,alabama(al),
shell centre,london,united kingdom,shell u.k. limited,headquarter,              se1 7na,united kingdom,
via lungo l'ema 7,bagno a ripoli (ponte a ema ),italy,a. menarini diagnostics srl,headquarter,              50012,italy,
parnu mnt 18,tallinn,estonia,trigon capital as,headquarter,              10141,estonia,
2000 westchester ave,purchase,united states,"atlas air, inc.",headquarter,              105772543,new york(ny),
7th floor 33 holborn,london,united kingdom,lightsource simba limited,headquarter,              ec1n 2hu,united kingdom,
via la spezia 241/a,parma,italy,sidel spa,headquarter,              43126,italy,
roseni tn 13,tallinn,estonia,matchit ou,single address,              10111,estonia,
1455 market st ste 600,san francisco,united states,"block, inc.",headquarter,              941031332,california(ca),
20 st. thomas street,london,united kingdom,legalzoom international holdings ltd,headquarter,              se1 9bf,united kingdom,
via fabio filzi 25/a,milano,italy,evp ii cavallino srl,single address,              20124,italy,
kakumae tee 37,tallinn,estonia,sl34 ou,single address,              13516,estonia,
95 sawyer rd university office park iii,waltham,united states,netcracker technology corporation,headquarter,              024533464,massachusetts(ma),
anfield road,liverpool,united kingdom,liverpool football club limited,single address,              l4 0th,united kingdom,
piazzale pietro ferrero 1,alba,italy,ferrero spa,headquarter,              12051,italy,
parnu mnt 15,tallinn,estonia,kawe puit ou,single address,              10141,estonia,
1 park plz ste 300,irvine,united states,"ck franchising, inc.",headquarter,              926142510,california(ca),
dakota house concord business park,manchester,united kingdom,rubix u.k. limited,headquarter,              m22 0rr,united kingdom,RUBIX
piazza conte camillo benso di cavour 2,milano,italy,ca indosuez wealth (italy) spa in forma abbreviato ca indosuez wealth (italy),single address,              20121,italy,
valukoja tn 8,tallinn,estonia,ericsson eesti as,single address,              11415,estonia,
1810 ave c,birmingham,united states,"ps holdco, llc",headquarter,              352181552,alabama(al),
accurist house 44 baker street,london,united kingdom,rubix international limited,headquarter,              w1u 7al,united kingdom,
piazza conte camillo benso di cavour 2,milano,italy,ca indosuez fiduciaria spa,headquarter,              20121,italy,
"keskterritooriumi, auvere kula",narva-joesuu,estonia,enefit energiatootmine as,headquarter,              40107,estonia,
715 twitchell rd,dothan,united states,block usa,headquarter,              363032847,alabama(al),
accurist house 44 baker street,london,united kingdom,rubix group international limited,headquarter,              w1u 7al,united kingdom,
piazza cavour 2,milano,italy,ca indosuez wealth europe,single address,              20121,italy,
"ehitusbetooni, roodevalja kula",rakvere vald,estonia,swetrak as,headquarter,              44207,estonia,
11611 san vicente blvd ste 800,los angeles,united states,"aurora capital partners, l.p.",headquarter,              900496508,california(ca),
4th floor 20 balderton street,london,united kingdom,virtus (data centres) ltd,single address,              w1k 6tl,united kingdom,
via giorgione 59/63,roma,italy,hra pharma italia srl,single address,              00147,italy,
peterburi tee 101a,tallinn,estonia,etra balti as,single address,              11415,estonia,
"555 mission st., suite 1950",san francisco,united states,"kallidus, inc.",single address,              941050924,california(ca),
queensberry house 3 old burlington street,london,united kingdom,lombard odier asset management (europe) limited,single address,              w1s 3ab,united kingdom,LOMBARD ODIER INVESTMENT MANAGERS
via caldera 21,milano,italy,advanz pharma italia srl,headquarter,              20153,italy,
kloostrimetsa tee 58a,tallinn,estonia,levira as,headquarter,              15026,estonia,
9601 wilshire blvd,beverly hills,united states,"william morris endeavor entertainment, llc",headquarter,              902105213,california(ca),WME
king edward bay house king edward road onchan,isle of man,united kingdom,quilter international holdings limited,headquarter,              im99 1nu,united kingdom,
via giosue' carducci 24,milano,italy,advanz pharma specialty medicine italia srl,single address,              20123,italy,
kai tn 1,tallinn,estonia,pharaon holding ou,single address,              10111,estonia,
9601 wilshire blvd,beverly hills,united states,"wme img, llc",headquarter,              902105213,california(ca),
"first names house victoria road, douglas",isle of man,united kingdom,ineos limited,headquarter,              im2 4df,united kingdom,
viale alessandro volta 2,cusago,italy,sit spa,headquarter,              20047,italy,
kai tn 1,tallinn,estonia,maristech ou,single address,              10111,estonia,
1110 gorgas ave bldg c hr,san francisco,united states,lucasfilm ltd. llc,headquarter,              941291406,california(ca),
milbank house 1 finsbury square,london,united kingdom,gf financial markets (uk) limited,single address,              ec2a 1ae,united kingdom,
via delle querce 51,san giovanni in marignano,italy,aeffe spa,headquarter,              47842,italy,MOSCHINO
"parnu mnt 535, jalgimae kula",saku vald,estonia,dsv transport as,headquarter,              76401,estonia,
1110 gorgas ave,san francisco,united states,lucasfilm entertainment company ltd. llc,headquarter,              941291406,california(ca),
155 bishopsgate,london,united kingdom,"sumitomo mitsui trust bank, limited",single address,              ec2m 3xu,united kingdom,
via delle querce 51,san giovanni in marignano,italy,moschino spa,headquarter,              47842,italy,
9 oak st,guilford,united states,"duvaltex (us), inc.",headquarter,              044436367,maine(me),
9th floor 1 st. martin's le grand,london,united kingdom,mitsui & co. europe plc,headquarter,              ec1a 4as,united kingdom,
viale donato bramante 29,fiumicino,italy,in & out spa,headquarter,              00054,italy,
25 madison ave fl 27,new york,united states,sony corporation of america,headquarter,              100108601,new york(ny),SONY MUSIC ENTERTAINMENT
100 liverpool street,london,united kingdom,smbc bank international plc,headquarter,              ec2m 2at,united kingdom,
via galvani 1,campodarsego,italy,out in spa,headquarter,              35011,italy,
1990 post oak blvd ste 1900,houston,united states,"dynegy north america, inc.",single address,              770563831,texas(tx),
3 thomas more square,london,united kingdom,"mitsui o.s.k. lines, limited",headquarter,              e1w 1wy,united kingdom,
piazza colonna 370,roma (palazzo chigi ),italy,governo della repubblica italiana,headquarter,              00187,italy,
1360 post oak blvd ste 400,houston,united states,engie resources llc,headquarter,              770563030,texas(tx),
8th and 9th floors 1 st. martin's le grand,london,united kingdom,mitsui & company limited,headquarter,              ec1a 4as,united kingdom,
corso pietro rolandi 10,quarona,italy,loro piana spa,headquarter,              13017,italy,
2701 n forum dr,grand prairie,united states,"airbus helicopters, inc.",headquarter,              750528927,texas(tx),
6th floor 1 st. martin's le grand,london,united kingdom,mitsui bussan commodities ltd,headquarter,              ec1a 4bb,united kingdom,
