,index,address_name,city,country,name,location_type,postalcode,state,trade_name
4276,4276,channel house channel view road,dover,united kingdom,p&o ferries limited,headquarter,              ct17 9tj,united kingdom,
4277,4277,via dell\'industria 2,breganze,italy,otb spa,headquarter,              36042,italy,
4278,4278,2925 chicago ave,minneapolis,united states,allina health system,headquarter,              554071321,minnesota(mn),
4279,4279,22 charterhouse square,london,united kingdom,braidr limited,single address,              ec1m 6dx,united kingdom,
4280,4280,via marco fabio quintiliano 43,milano,italy,istituto italiano del marchio di qualita' spa,headquarter,              20138,italy,
4281,4281,343 thornall st,edison,united states,"hackensack meridian health, inc.",headquarter,              088372209,new jersey(nj),
4282,4282,610 chiswick high road,london,united kingdom,john mills limited,headquarter,              w4 5ru,united kingdom,Jml
4283,4283,via foglia 11,lunano,italy,hb boscarini spa,headquarter,              61026,italy,
4284,4284,2301 erwin rd,durham,united states,"duke university health system, inc.",headquarter,              277054699,north carolina(nc),
4285,4285,350 euston road,london,united kingdom,ds smith plc,headquarter,              nw1 3ax,united kingdom,
4286,4286,via delle cornacchie 960/h,lucca (san vito ),italy,antica farmaceutica lucchese srl,single address,              55100,italy,
4287,4287,5 mobile infirmary cir,mobile,united states,"infirmary health system, inc.",headquarter,              366073513,alabama(al),
4288,4288,111 strand,london,united kingdom,cvc advisers limited,headquarter,              wc2r 0ag,united kingdom,
4289,4289,via ferrante imparato 190 piano secondo int.37,napoli,italy,phshop srl,headquarter,              80146,italy,
4290,4290,9500 euclid ave,cleveland,united states,"cleveland clinic foundation, the",headquarter,              441950002,ohio(oh),
4291,4291,6 bevis marks,london,united kingdom,ds gd uk limited,single address,              ec3a 7ba,united kingdom,
4292,4292,campo smith reg. molino 18,bardonecchia,italy,colomion spa,headquarter,              10052,italy,
4293,4293,1600 amphitheatre pkwy,mountain view,united states,google llc,headquarter,              940431351,california(ca),
4294,4294,"5th floor shipping building the old vinyl factory, 252-254 blyth road",hayes,united kingdom,paragon internet group limited,headquarter,              ub3 1ha,united kingdom,
4295,4295,via ghiaie 55,villa d'alme',italy,linificio e canapificio nazionale srl societa' benefit,headquarter,              24018,italy,
4296,4296,605 3rd ave fl 43,new york,united states,global x management company llc,headquarter,              101580180,new york(ny),GLOBAL X FUNDS
4297,4297,"5th floor the shipping building, the old vinyl factory",hayes,united kingdom,go daddy europe limited,headquarter,              ub3 1ha,united kingdom,
4298,4298,piazza gae aulenti 3 tower a,milano,italy,unicredit spa,headquarter,              20154,italy,
4299,4299,24305 town ctr dr,santa clarita,united states,"princess cruise lines, ltd.",headquarter,              913551307,california(ca),PRINCESS CRUISES
4300,4300,"5th floor the shipping building old viny, 252-254 blyth road",hayes,united kingdom,123-reg limited,headquarter,              ub3 1ha,united kingdom,
4301,4301,viale emilio po 380,modena,italy,panini spa,headquarter,              41126,italy,
4302,4302,350 hudson st,new york,united states,"medidata solutions, inc.",headquarter,              100144504,new york(ny),MEDIDATA
4303,4303,station road burton latimer,kettering,united kingdom,alumasc building products limited,headquarter,              nn15 5jp,united kingdom,
4304,4304,via etruria 1,san casciano in val di pesa,italy,lci italy srl,headquarter,              50026,italy,
4305,4305,2500 citywest blvd ste 100,houston,united states,sabic innovative plastics us llc,headquarter,              770423038,texas(tx),SABIC
4306,4306,42 kings hill avenue kings hill,west malling,united kingdom,greencell limited,headquarter,              me19 4aj,united kingdom,
4307,4307,via federico confalonieri 4,milano,italy,google italy srl,headquarter,              20124,italy,
4308,4308,1320 ridder park dr,san jose,united states,lsi corporation,headquarter,              951312313,california(ca),BROADCOM
4309,4309,14 fore street yealmpton,plymouth,united kingdom,safety management advisory services limited,single address,              pl8 2jn,united kingdom,
4310,4310,via agnello 8,milano,italy,ironman italy srl,single address,              20121,italy,
4311,4311,200 e randolph st ste 2500 fl 25,chicago,united states,"thoughtworks, inc.",headquarter,              606016501,illinois(il),
4312,4312,"ground floor, riverside house riverside house, riverside",bishop's stortford,united kingdom,skyworks solutions limited,single address,              cm23 3aj,united kingdom,SKYWORKS
4313,4313,via melozzo da forli' 41,mediglia,italy,hexis italia srl,headquarter,              20076,italy,
4314,4314,150 4th ave n ste 1200,nashville,united states,"transcore partners, llc",headquarter,              372192433,tennessee(tn),
4315,4315,"12 level the shard, 32 london bridge street",london,united kingdom,global aware international group limited,headquarter,              se1 9sg,united kingdom,
4316,4316,via delle albere 5,alonte,italy,air hex alonte srl,headquarter,              36045,italy,
4317,4317,111 8th ave,new york,united states,"msref real estate advisor, inc.",single address,              100115201,new york(ny),
4318,4318,30 fenchurch street,london,united kingdom,accenture (uk) limited,headquarter,              ec3m 3bd,united kingdom,
4319,4319,via efrem nobili 44,molinella,italy,demetra spa,headquarter,              40062,italy,
4320,4320,88 pine st ste 3100,new york,united states,"royal & sun alliance insurance agency, inc",headquarter,              100051805,new york(ny),
4321,4321,30 fenchurch street,london,united kingdom,accenture marketing services ltd,single address,              ec3m 3bd,united kingdom,
4322,4322,via ferrante aporti 10,milano,italy,state street bank international gmbh,headquarter,              20125,italy,
4323,4323,114 tived ln e,edison,united states,"c&a marketing, inc.",headquarter,              088373076,new jersey(nj),WOLF CAMERA
4324,4324,plantation place 30 fenchurch street,london,united kingdom,accenture plc,headquarter,              ec3m 3bd,united kingdom,
4325,4325,via giacomo matteotti 62,cinisello balsamo,italy,kodak spa,single address,              20092,italy,
4326,4326,121 herrod blvd,dayton,united states,"somfy systems, inc.",headquarter,              088101529,new jersey(nj),
4327,4327,1 new street square,london,united kingdom,deloitte llp,headquarter,              ec4a 3hq,united kingdom,
4328,4328,via vittor pisani 15,milano,italy,withsecure srl,headquarter,              20124,italy,
4329,4329,1 lincoln st,boston,united states,"state street global advisors, inc.",headquarter,              021112900,massachusetts(ma),
4330,4330,1 new street square,london,united kingdom,deloitte mcs limited,headquarter,              ec4a 3hq,united kingdom,DELOITTE
4331,4331,via dino col 6 r,genova ((ivi dal 01/04/2020) ),italy,bertin italia srl,single address,              16149,italy,
4332,4332,1 iron st,boston,united states,state street global advisors trust company,single address,              022101641,massachusetts(ma),
4333,4333,origin one 108 high street,crawley,united kingdom,spirent communications plc,headquarter,              rh10 1bd,united kingdom,
4334,4334,riva tommaso gulli 12,trieste,italy,althea spa,headquarter,              34123,italy,
4335,4335,800 nicollet mall ste 900,minneapolis,united states,piper sandler & co.,headquarter,              554022553,minnesota(mn),
4336,4336,origin one 108 high street,crawley,united kingdom,inclex no 3 limited,headquarter,              rh10 1bd,united kingdom,
4337,4337,via goffredo lepori 9,collesalvetti (stagno ),italy,giorgio gori srl,headquarter,              57014,italy,
4338,4338,114 w 47th st fl 26,new york,united states,"ifm investors (us), llc",single address,              100361511,new york(ny),
4339,4339,15 enterprise way aviation park hurn,christchurch,united kingdom,inclex no 7 limited,single address,              bh23 6hh,united kingdom,
4340,4340,via icilio 7,roma,italy,ordine nazionale dei biologi di roma,single address,              00153,italy,
4341,4341,1200 john q hammns dr ste 100,madison,united states,anderson shapiro eye surgeons s c,headquarter,              537171967,wisconsin(wi),
4342,4342,6th floor one london wall,london,united kingdom,tiktok information technologies uk limited,headquarter,              ec2y 5eb,united kingdom,TIKTOK
4343,4343,piazza san domenico 5,taormina,italy,taormina hotel management srl,headquarter,              98039,italy,
4344,4344,50 fremont st ste 300,san francisco,united states,"mulesoft, inc.",single address,              941052231,california(ca),
4345,4345,"4-7 fulwood place, high holborn",london,united kingdom,infectious media limited,single address,              wc1v 6ae,united kingdom,
4346,4346,via don emilio mazza 12,gorle,italy,lovato electric spa,headquarter,              24020,italy,LOVATO SPA
4347,4347,415 mission st,san francisco,united states,"mulesoft, llc",single address,              941052533,california(ca),
4348,4348,7 henrietta street c/o redfern legal llp,london,united kingdom,kepler group emea limited,headquarter,              wc2e 8ps,united kingdom,
4349,4349,viale pasubio 21,"milano (microsoft house  , microsoft house )",italy,microsoft srl,headquarter,              20154,italy,
4350,4350,31500 solon rd ohio,solon,united states,saint-gobain performance plastics corporation,headquarter,              441393528,ohio(oh),SAINT-GOBAIN
4351,4351,"yarmouth house 1300 parkway solent business park, whiteley",fareham,united kingdom,the innovation group (emea) limited,headquarter,              po15 7ae,united kingdom,
4352,4352,via filippo della valle 1,sant'elpidio a mare (brancadoro ),italy,tod's spa,headquarter,              63811,italy,
4353,4353,19601 n 27th ave,phoenix,united states,petsmart llc,headquarter,              850274010,arizona(az),PETSMART RISK MANAGEMENT
4354,4354,"unit 5 pioneer court, chivers way, histon",cambridge,united kingdom,"nichino europe co., ltd.",single address,              cb24 9pt,united kingdom,
4355,4355,via giovanni battista pirelli 18,milano,italy,edenred italia srl,headquarter,              20124,italy,
4356,4356,2040 n lincoln st,burbank,united states,"california ram, inc.",single address,              915043333,california(ca),REYNOLDS ADVANCED MATERIALS
4357,4357,"barclays house victoria street, douglas",isle of man,united kingdom,barclays private clients international ltd,headquarter,              im1 2le,united kingdom,Barclays
4358,4358,piazza eleonora duse 2,milano,italy,data 4 services italy spa,headquarter,              20122,italy,
4359,4359,13530 dulles technology dr ste 500,herndon,united states,"constellis holdings, llc",headquarter,              201714642,virginia(va),
