,index,address,headquarters,industry,market_cap,name,number_of_employees,revenue,telephone,website
4545,4545,"voestalpine-strasse 1, linz, 4020",austria,metals and mining,doll_5.7 b,voestalpine ag,"50,374",doll_17.6 b,43 50 304150,www.voestalpine.com/group
4546,4546,"sea containers house, 18 upper ground, london, se19gl",united kingdom,media,doll_12.1 b,wpp plc,"109,382",doll_17.6 b,44 20 74082204,www.wpp.com
4547,4547,"no. 8, jiuhua west road, maanshan, anhui, 243003",china,metals and mining,doll_2.9 b,maanshan iron & steel co ltd,"18,730",doll_17.7 b,86 555 2888158,www.magang.com.cn
4548,4548,"1455 market street, suite 600, san francisco, california, 94103",united states of america,technology and communications,doll_43.1 b,block inc,"8,521",doll_17.7 b,1 415 3753176,squareup.com
4549,4549,"2-3-1, ote-machi, chiyoda-ku, tokyo, 100-8793",japan,financial services,doll_33.7 b,japan post bank co ltd,"12,199",doll_17.7 b,81 3 34770111,www.jp-bank.japanpost.jp
4550,4550,"no. 1, hsinchu science park, dusing road 1, 30078",taiwan,technology and communications,doll_36.6 b,mediatek inc,"6,999",doll_17.7 b,886 3 5670766,www.mediatek.com
4551,4551,"239 alexandra road, singapore, 159930",singapore,automotive,doll_8.4 b,jardine cycle & carriage ltd,"240,000",doll_17.7 b,65 6 4733122,www.jcclgroup.com
4552,4552,"rellinghauser strasse 1-11, essen, 45128",germany,chemicals,doll_10.1 b,evonik industries ag,"33,235",doll_17.7 b,49 201 17701,corporate.evonik.com
4553,4553,"gs tower, 508, nonhyeon-ro, gangnam-gu, seoul, 06141",south korea,power,doll_3.4 b,gs holdings corp,25,doll_17.7 b,82 2 20058143,www.gs.co.kr
4554,4554,"313 c.p. tower, 24th floor, silom road, bangkok, 10500",thailand,retailing,doll_18.7 b,cp all public co ltd,"63,414",doll_17.7 b,66 26 719000,www.cpall.co.th
4555,4555,"16th floor, 500 w. monroe street, chicago, illinois, 60661",united states of america,medical equipment,0,ge healthcare technologies inc,"48,000",doll_17.7 b,1 262 5443011,www.gehealthcare.com
4556,4556,"av. 24 de julho, no 12, misericordia, lisboa, 1249-300",portugal,power,doll_20.3 b,energias de portugal sa,"12,904",doll_17.7 b,351 21 0016384,www.edp.com
4557,4557,"767 5th ave, new york, 10153-0023",united states of america,consumer packaged goods,doll_93.9 b,the estee lauder companies inc,"63,000",doll_17.7 b,1 212 5724200,www.elcompanies.com
4558,4558,"huixian 1st road, zouping economic development district, zouping county, binzhou, shandong , 256200",china,metals and mining,doll_10.6 b,china hongqiao group ltd,"45,438",doll_17.8 b,86 543 4166008,hongqiaochina.com
4559,4559,"no. 55, keji south road, shenzhen, guangdong, 518057",china,technology and communications,doll_17.6 b,zte corp,"72,584",doll_17.8 b,86 755 26770282,www.zte.com.cn
4560,4560,"1025 west nasa boulevard, melbourne, florida, 32919",united states of america,aerospace and defense,doll_36.7 b,l3harris technologies inc,"47,000",doll_17.8 b,1 321 7279100,www.l3harris.com
4561,4561,"777 hidden ridge, irving, texas, 75038",united states of america,energy and utilities,doll_55.6 b,pioneer natural resources co,"1,932",doll_17.9 b,1 972 4449001,www.pxd.com
4562,4562,"akasaka biz tower, 3-1, akasaka 5-chome, minato-ku, tokyo, 107-6325",japan,technology and communications,doll_56.0 b,tokyo electron ltd,"15,634",doll_17.8 b,81 3 55617000,www.tel.co.jp
4563,4563,"taymyrskiy dolgano-nenetskiy rayon, ulitsa morozova, dom 1, dudinka, 647000",russia,metals and mining,doll_34.4 b,mmc norilsk nickel,"73,557",doll_17.9 b,7 495 7877667,www.nornickel.ru
4564,4564,"55 e 52nd st, new york, 10055-0002",united states of america,financial services,doll_111.9 b,blackrock inc,"19,900",doll_17.9 b,1 212 8105300,www.blackrock.com
4565,4565,"9601 south meridian boulevard, englewood, colorado, 80112",united states of america,media,doll_7.4 b,dish network corp,"14,500",doll_17.9 b,1 303 7231000,ir.dish.com
4566,4566,"1000 mylan blvd., canonsburg, pennsylvania, 15317",united states of america,pharmaceuticals and healthcare,doll_13.9 b,viatris inc,"37,000",doll_17.9 b,1 724 5141800,www.viatris.com/en
4567,4567,"keilaranta 21, espoo, 02150",finland,energy and utilities,doll_38.2 b,neste corp,"5,326",doll_17.9 b,358 10 45811,www.neste.com
4568,4568,"gogarburn, po box 1000, edinburgh, eh121hq",united kingdom,financial services,doll_35.7 b,natwest group plc,"60,000",doll_17.9 b,44 131 5568555,www.natwestgroup.com
4569,4569,"2 boulevard du general martial valin, paris cedex 15, 75724",france,aerospace and defense,doll_59.6 b,safran sa,"76,765",doll_17.9 b,33 1 40608080,www.safran-group.com
4570,4570,"800 capitol street, ste 3000, houston, texas, 77002",united states of america,environmental and waste management services,doll_61.9 b,waste management inc,"48,500",doll_17.9 b,1 713 5126200,www.wm.com
4571,4571,"ntpc bhawan, scope complex, 7, institutional area, lodi rd, new delhi, 110003",india,power,doll_20.1 b,ntpc ltd,"17,474",doll_18.0 b,91 11 24360100,www.ntpc.co.in
4572,4572,"20, sesa ghor, edc complex, patto, panaji, 403001",india,metals and mining,doll_14.7 b,vedanta ltd,"8,129",doll_18.0 b,91 832 2460600,www.vedantalimited.com
4573,4573,"nassaulaan 2a, the hague, zuid-holland, 2514js",netherlands,metals and mining,0,metinvest bv,"69,383",doll_18.0 b,31 70 3640900,www.metinvestholding.com
4574,4574,"7450 n. mccormick blvd., skokie, illinois, 60076",united states of america,automotive,0,tenneco inc,"71,000",doll_18.0 b,1 847 4825000,www.tenneco.com
4575,4575,"donau-city-str. 9, wien, 1220",austria,construction,doll_4.3 b,strabag se,"72,709",doll_18.1 b,43 1 224220,www.strabag.com
4576,4576,"corso d'italia, 41, roma, 00198",italy,technology and communications,doll_5.9 b,tim spa,"52,023",doll_18.1 b,39 06 36881,www.gruppotim.it/it.html
4577,4577,"ul. m. kasprzaka 25, warszawa, 01-224",poland,energy and utilities,0,polskie gornictwo naftowe i gazownictwo sa,"24,333",doll_18.1 b,48 22 5894555,pgnig.pl
4578,4578,"3 sheldon square, london, w26px",united kingdom,retailing,doll_6.4 b,kingfisher plc,"64,123",doll_18.1 b,44 20 73728008,kingfisher.com/en/index.html
4579,4579,"vipshop headquarters, 128 dingxin road, haizhu district, guangzhou, guangdong, 510220",china,retailing,doll_9.0 b,vipshop holdings ltd,"8,013",doll_18.1 b,86 20 22330000,www.vipshop.com
4580,4580,"daiichi tamachi bldg., 5-33-8, shiba, minato-ku, tokyo, 108-8410",japan,automotive,doll_5.7 b,mitsubishi motors corporation,"28,796",doll_18.2 b,81 3 34561111,www.mitsubishi-motors.com
4581,4581,"103-105 bath road, slough, sl13uh",united kingdom,consumer packaged goods,doll_51.6 b,reckitt benckiser group plc,"41,800",doll_18.2 b,44 1753 217800,www.reckitt.com
4582,4582,"ste 700, 225 west station square drive, pittsburgh, pennsylvania, 15219",united states of america,industrial goods and machinery,doll_6.8 b,wesco international inc,"18,000",doll_18.2 b,1 412 4542200,www.wesco.com
4583,4583,"7575 w jefferson blvd, fort wayne, indiana, 46804",united states of america,metals and mining,doll_19.0 b,steel dynamics inc,"10,640",doll_18.4 b,1 260 4593553,stld.steeldynamics.com
4584,4584,"2828 n. harwood, suite 1300, dallas, texas, 75201",united states of america,energy and utilities,0,hollyfrontier corp,"4,208",doll_18.4 b,1 214 9546696,www.hfsinclair.com
4585,4585,"12500 t i blvd, dallas, texas, 75243-0592",united states of america,technology and communications,doll_157.7 b,texas instruments inc,"31,000",doll_18.3 b,1 972 9953773,www.ti.com
4586,4586,"48, rue albert dhalenne, saint-ouen, 93400",france,transport and logistics,doll_10.7 b,alstom sa,"74,095",doll_18.3 b,33 1 57068000,www.alstom.com
4587,4587,"hedeager 42, aarhus n, 8200",denmark,alternative energy,doll_30.9 b,vestas wind systems as,"28,729",doll_18.4 b,45 97 300000,www.vestas.com
4588,4588,"ramon house, 169, backbay reclamation, mumbai, 400020",india,financial services,doll_60.1 b,housing development finance corporation ltd,"3,599",doll_18.4 b,91 22 66316000,www.hdfc.com
4589,4589,"23-27 avenue des champs pierreux, nanterre, 92000",france,automotive,doll_3.9 b,faurecia sa,"154,171",doll_18.5 b,33 1 72367000,www.faurecia.com
4590,4590,"asahi seimei otemachi bldg., 2-6-1, ote-machi, chiyoda-ku, tokyo, 100-0005",japan,chemicals,doll_53.6 b,shin-etsu chemical co ltd,"24,954",doll_18.5 b,81 3 68122300,www.shinetsu.co.jp
4591,4591,"200 technology sq, cambridge, massachusetts, 02139-3578",united states of america,pharmaceuticals and healthcare,doll_75.7 b,moderna inc,"2,700",doll_18.5 b,1 617 7146500,www.modernatx.com
4592,4592,"nx group bldg., 2, kanda izumi-cho, chiyoda-ku, tokyo, 101-0024",japan,transport and logistics,doll_5.1 b,nippon express co ltd,"73,350",doll_18.5 b,81 3 58011000,www.nipponexpress-holdings.com
4593,4593,"oasis granada tower a, p.o.box 22955, riyadh, 11416",saudi arabia,power,doll_25.5 b,saudi electricity co,"28,414",doll_18.5 b,966 1 18077202,www.se.com.sa
4594,4594,"suite 36, 6th floor, 300 frank w burr boulevard, teaneck, new jersey, 07666",united states of america,technology and communications,doll_31.3 b,cognizant technology solutions corp,"341,300",doll_18.5 b,1 201 8010233,www.cognizant.com
4595,4595,"no.66, hou-kang street, shihlin district, taipei, 111",taiwan,technology and communications,doll_3.0 b,inventec corp,"50,925",doll_18.6 b,886 2 28810721,www.inventec.com
4596,4596,"2-2-4, wakinohama kaigan-dori, chuo-ku, kobe-shi, hyogo, 651-8585",japan,metals and mining,doll_2.0 b,kobe steel ltd,"38,106",doll_18.5 b,81 78 2615111,www.kobelco.co.jp
4597,4597,"1-3-1, motoakasaka, minato-ku, tokyo, 107-8388",japan,construction,doll_6.1 b,kajima corp,"19,295",doll_18.5 b,81 3 55441111,www.kajima.co.jp
4598,4598,"1111 bagby, sky lobby 2, houston, texas, 77002",united states of america,energy and utilities,doll_75.6 b,eog resources inc,"2,800",doll_18.6 b,1 713 6517000,www.eogresources.com
4599,4599,"rosebank, 1 sturdee ave, johannesburg, 2196",south africa,chemicals,doll_11.0 b,sasol ltd,"28,279",doll_18.7 b,27 10 3445000,www.sasol.com
4600,4600,"building a, 4th floor, 1 carrefour alexander-graham-bell, verdun, quebec, h3e3b3",canada,technology and communications,doll_42.3 b,bce inc,"49,781",doll_18.7 b,,www.bce.ca
4601,4601,"3f, iino bldg., 2-1-1, uchisaiwai-cho, chiyoda-ku, tokyo, 100-8691",japan,general business,doll_4.9 b,sojitz corp,"20,673",doll_18.7 b,81 3 68715000,www.sojitz.com/jp
4602,4602,"mitsui main bldg., 2-1-1, nihombashi muro-machi, chuo-ku, tokyo, 103-0022",japan,construction,doll_17.5 b,mitsui fudosan co ltd,"24,408",doll_18.7 b,81 3 32463131,www.mitsuifudosan.co.jp
4603,4603,"1-7-1, hon-cho, aoba-ku, sendai-shi, miyagi, 980-8550",japan,power,doll_2.6 b,tohoku electric power co inc,"24,833",doll_18.7 b,81 22 2252111,www.tohoku-epco.co.jp
4604,4604,"5601 great oaks parkway, san jose, california, 95119",united states of america,technology and communications,doll_11.9 b,western digital corp,"65,000",doll_18.8 b,1 949 6727000,www.westerndigital.com
4605,4605,"kaiser-wilhelm-allee 60, leverkusen, 51373",germany,chemicals,doll_8.8 b,covestro ag,"18,064",doll_18.8 b,49 214 60092000,www.covestro.de
4606,4606,"one becton drive, franklin lakes, new jersey, 07417-1880",united states of america,medical equipment,doll_71.9 b,becton dickinson and co,"77,000",doll_18.9 b,1 201 8476800,www.bd.com
4607,4607,"2999 wildwood parkway, atlanta, georgia, 30339",united states of america,automotive,doll_23.4 b,genuine parts company,"52,000",doll_18.9 b,1 678 9345000,www.genpt.com
4608,4608,"2000 purchase st, new york, 10577-2405",united states of america,financial services,doll_354.7 b,mastercard inc,"24,000",doll_18.9 b,1 914 2492000,investor.mastercard.com/investor-relations/default
4609,4609,"2f, b tower, feiyang technology park, beijing, 100085",china,technology and communications,doll_2.4 b,digital china group co ltd,"5,210",doll_19.0 b,86 10 82705411,www.digitalchina.com
4610,4610,"5130 hacienda drive, dublin, california, 94568",united states of america,retailing,doll_40.4 b,ross stores inc,"100,000",doll_18.9 b,1 925 9654400,www.rossstores.com
4611,4611,"1585 broadway, new york city, 10036",united states of america,financial services,0,morgan stanley wealth management,,doll_19.0 b,1 (888) 454 3965,www.morganstanley.com/wealth/default.asp
4612,4612,"werner-otto-strasse 1-7, hamburg, 22179",germany,retailing,0,otto gmbh & co kg,"43,000",doll_19.0 b,49 40 64614010,www.ottogroup.com
4613,4613,"no. 8, longyang avenue, hanyang district, wuhan, hubei, 430051",china,retailing,doll_3.8 b,jointown pharmaceutical group co ltd,"29,338",doll_19.0 b,86 27 84683017,www.jztey.com
4614,4614,"3000 schwab way, westlake, texas, 76262",united states of america,financial services,doll_151.9 b,the charles schwab corp,"35,200",doll_19.0 b,1 817 8595000,www.schwab.com
4615,4615,"83-21, wangsimni-ro, seongdong-gu, seoul, 04769",south korea,transport and logistics,doll_5.4 b,hyundai glovis co ltd,"1,026",doll_19.0 b,82 2 61919114,www.glovis.net
4616,4616,"number one general mills blvd, minneapolis, minnesota, 55426",united states of america,consumer packaged goods,doll_46.2 b,general mills inc,"32,500",doll_19.0 b,1 763 7647600,www.generalmills.com
4617,4617,"1 basinghall avenue, london, ec2v5dd",united kingdom,financial services,doll_25.1 b,standard chartered plc,"81,904",doll_19.1 b,44 20 78858888,www.sc.com/en
4618,4618,"tokyo gas bldg., 1-5-20, kaigan, minato-ku, 105-8527",japan,energy and utilities,doll_8.5 b,tokyo gas co ltd,"16,697",doll_19.1 b,81 3 54007736,www.tokyo-gas.co.jp
4619,4619,"5th floor, enzo building, 399 sen. gil puyat avenue, makati",philippines,consumer packaged goods,doll_576.0 m,top frontier investment holdings inc,"45,662",doll_19.1 b,63 2 86323481,www.topfrontier.com.ph
4620,4620,"40 san miguel avenue, mandaluyong, metro, manila, 1550",philippines,consumer packaged goods,doll_4.2 b,san miguel corp,"45,614",doll_19.1 b,63 2 6323000,www.sanmiguel.com.ph
4621,4621,"tour carpe diem 31 place des corolles, courbevoie, 92400",france,aerospace and defense,doll_26.8 b,thales sa,"80,995",doll_19.1 b,33 1 57778000,www.thalesgroup.com
4622,4622,"tower d, global trade center, no. 36, north third ring east road, dongcheng district, beijing, 100013",china,construction,doll_3.3 b,bbmg corp,"46,447",doll_19.2 b,86 10 66417706,bbmg-umb.azurewebsites.net
4623,4623,"150 n radnor chester rd, pennsylvania, 19087",united states of america,financial services,doll_5.1 b,lincoln national corp,"10,848",doll_19.2 b,1 484 5831475,www.lfg.com
4624,4624,"no. 15, li-te road, peitou district, taipei, 112",taiwan,technology and communications,doll_6.6 b,asustek computer inc,,doll_19.2 b,886 2 28943447,www.asus.com
4625,4625,"no. 26 zhonghua road, nanjing, jiangsu, 210001",china,financial services,doll_16.5 b,bank of jiangsu co ltd,"15,553",doll_19.3 b,86 25 52890919,www.jsbchina.cn
4626,4626,"avenida presidente juscelino kubitschek, 2041, e 2235 - bloco a, vila olimpia, sao paulo, 04.543-011",brazil,financial services,doll_21.3 b,banco santander (brasil) sa,"51,214",doll_19.3 b,55 11 40043535,www.santander.com.br
4627,4627,"21557 telegraph rd, southfield, michigan, 48033-4248",united states of america,automotive,doll_8.0 b,lear corp,"160,100",doll_19.3 b,1 248 4471500,www.lear.com
4628,4628,"building 10, sinotrans tower b, no.5 anding road, chaoyang district, beijing, 100029",china,transport and logistics,doll_3.7 b,sinotrans ltd,"33,794",doll_19.3 b,86 10 52296666,www.sinotrans.com
4629,4629,"6400 poplar ave, memphis, tennessee, 38197-0100",united states of america,paper and packaging,doll_13.1 b,international paper co,"38,200",doll_19.4 b,1 901 4197000,www.internationalpaper.com
4630,4630,"63 hanwha life bldg., 50, 63-ro, yeongdeungpo-gu, seoul, 07345",south korea,financial services,doll_2.0 b,hanwha life insurance co ltd,"3,739",doll_19.4 b,82 2 15886363,www.hanwhalife.com
4631,4631,"200 east randolph drive, floor no. 43-48, chicago, illinois, 60601",united states of america,construction,doll_8.3 b,jones lang lasalle inc,"98,000",doll_19.4 b,1 312 7825800,www.us.jll.com
4632,4632,"bahnhofstrasse 45, zurich, 8001",switzerland,financial services,0,ubs wealth management,"9,329",doll_19.4 b,41 44 2341111,www.ubs.com/global/en/wealth_management.html
4633,4633,"forrenstrasse 2, rotkreuz, zug, 6343",switzerland,medical equipment,0,roche diagnostics international ltd,"2,600",doll_19.4 b,41 41 7992244,www.roche.ch
4634,4634,"n56 w17000 ridgewood drive, menomonee falls, wisconsin, 53051",united states of america,retailing,doll_3.3 b,kohl's corp,"35,000",doll_19.4 b,1 262 7037000,corporate.kohls.com
4635,4635,"351 phelps dr, irving, texas, 75038-6507",united states of america,consumer packaged goods,doll_44.8 b,kimberly-clark corp,"45,000",doll_19.4 b,1 972 2811200,www.kimberly-clark.com/en-us
4636,4636,"rua tomas da fonseca - torre a, lisboa, 1600-209",portugal,energy and utilities,doll_10.6 b,galp energia sgps sa,"6,152",doll_19.4 b,351 21 7242500,www.galp.com
4637,4637,"25 st. james's street, london, greater london, sw1a1ha",united kingdom,industrial goods and machinery,doll_23.6 b,cnh industrial nv,"71,895",doll_19.5 b,44 20 77660346,cnhindustrial.com
4638,4638,"14201 dallas parkway, texas, 75254",united states of america,pharmaceuticals and healthcare,doll_5.8 b,tenet healthcare corp,"76,836",doll_19.5 b,1 469 8932200,www.tenethealth.com
4639,4639,"l 18 275 kent st, sydney, new south wales, 2000",australia,financial services,doll_58.4 b,westpac banking corp,"34,637",doll_19.5 b,61 2 91557700,www.westpac.com.au
4640,4640,"8f otemachi financial city grnd cb, 1-9-2, ote-machi, chiyoda-ku, tokyo, 100-0004",japan,financial services,0,sony financial group inc,"12,251",doll_19.5 b,81  352906500,www.sonyfg.co.jp
4641,4641,"1-2-47, shikitsu-higashi, naniwa-ku, osaka-shi, 556-8601",japan,construction,doll_17.9 b,kubota corp,"43,293",doll_19.6 b,81 6 66482111,www.kubota.co.jp
