,name,industry,sector,headquarters,founded,notes
2588,grup feroviar român,industrials,railroads,bucharest,2001,railways and rolling stock
2589,intact media group,consumer services,media agencies,bucharest,1991,media
2590,jolidon,consumer goods,clothing & accessories,cluj-napoca,1993,clothing and accessories
2591,mangalia shipyard,industrials,commercial vehicles & trucks,mangalia,1997,"shipyard, part of damen group (netherlands)"
2592,mega image,consumer services,food retailers & wholesalers,bucharest,1995,"supermarkets, part of delhaize group (belgium)"
2593,metrorex,consumer services,travel & tourism,bucharest,1976,passenger metro
2594,mobexpert,consumer services,specialty retailers,bucharest,1993,furniture retailer
2595,napolact,consumer goods,food products,cluj-napoca,1905,"food processor, part of frieslandcampina (netherlands)"
2596,orange romania,telecommunications,mobile telecommunications,bucharest,1997,"mobile network, founded as ""dialog"". part of orange s.a. (france)"
2597,petrom,oil & gas,integrated oil & gas,bucharest,1991,"integrated oil and gas, part of omv (austria)"
2598,petromidia refinery,oil & gas,exploration & production,năvodari,1974,"refinery, part of rompetrol"
2599,poșta română,industrials,delivery services,bucharest,1862,postal administration
2600,raiffeisen romania,financials,banks,bucharest,1998,"bank, part of raiffeisen bank international (austria)"
2601,rcs & rds,telecommunications,fixed line telecommunications,bucharest,1993,telecom
2602,realitatea-cațavencu,consumer services,media agencies,bucharest,2006,print and broadcast
2603,regiotrans,consumer services,travel & tourism,brașov,2005,private passenger rail
2604,roman,industrials,commercial vehicles & trucks,brașov,1921,truck and bus manufacturer
2605,rompetrol,oil & gas,exploration & production,bucharest,1974,part of kmg international
2606,romstal,industrials,industrial suppliers,bucharest,1994,sanitary supplies
2607,romtelecom,telecommunications,fixed line telecommunications,bucharest,1989,"telecom, defunct 2014"
2608,siveco romania,technology,software,bucharest,1992,business software
2609,softpedia,technology,software,bucharest,2001,information software
2610,softwin,technology,software,bucharest,1990,anti-virus software
2611,tarom,consumer services,airlines,otopeni,1954,flag carrier
2612,tehnoton,consumer goods,consumer electronics,iaşi,1972,home electronics
2613,telekom romania,telecommunications,fixed line telecommunications & mobile telecommunications,bucharest,1991,"founded as romtelecom, part of deutsche telekom (germany)"
2614,terapia ranbaxy,health care,pharmaceuticals,cluj-napoca,1920,pharma
2615,țiriac holdings,conglomerates,-,bucharest,1990,"financials, retail, real estate, media, construction"
2616,transferoviar grup,industrials,railroads,cluj-napoca,2003,railways
2617,trilulilu,technology,internet,cluj-napoca,2007,file sharing
2618,ubisoft bucharest,technology,software,bucharest,1992,"game developer, part of ubisoft (france)"
2619,upc romania,telecommunications,fixed line telecommunications,bucharest,1992,"telecom, part of liberty global (us)"
2620,ursus breweries,consumer goods,brewers,bucharest,1878,"brewery, part of asahi breweries (japan)"
2621,uti holdings,conglomerates,-,bucharest,1990,"technology, construction, defense"
2622,vodafone romania,telecommunications,mobile telecommunications,bucharest,1997,"founded as connex gsm, part of vodafone (uk)"
2623,zentiva,health care,pharmaceuticals,bucharest,1962,"pharma, part of sanofi (france)"
2624,air slovakia,consumer services,airlines,bratislava,1993,"airline, defunct 2010"
2625,cestné a stavebné mechanizmy tisovec,industrials,defense,detva,1955,defense manufacturing
2626,doprastav,industrials,heavy construction,bratislava[11],1953,infrastructure construction
2627,elnec,industrials,electronic equipment,prešov,1991,commercial electronics
2628,eset,technology,computer services,bratislava,1992,it security
2629,glass lps,consumer goods,durable household products,medzilaborce,1999,glass products
2630,istrobanka,financials,banks,bratislava,1992,"commercial bank, defunct 2009"
2631,j&t finance group,financials,investment services,bratislava,1993,investments
2632,jtre,real estate,real estate management & development,bratislava,1996,real estate development
2633,jj electronic,industrials,electrical components & equipment,čadca,1993,vacuum tubes
2634,komerční banka bratislava,financials,banks,bratislava,1995,commercial bank
2635,matador,consumer goods,tires,púchov,1947,"tires, part of continental ag (germany)"
2636,"ofz, a.s., istebné,",basic materials,iron & steel,istebné,1999,ferroalloys
2637,orange slovensko,telecommunications,mobile telecommunications,bratislava,1997,"mobile network, part of orange s.a. (france)"
2638,penta investments,financials,investment services,bratislava,1994,investments
2639,poštová banka,financials,banks,bratislava,1992,commercial bank
2640,šariš brewery,consumer goods,brewers,veľký šariš,1964,"brewery, part of asahi breweries (japan)"
2641,slovak airlines,consumer services,airlines,bratislava,1995,"airline, defunct 2007"
2642,slovak telekom,telecommunications,fixed line telecommunications,bratislava,1999,"telecom, part of deutsche telekom (germany)"
2643,slovalco,basic materials,aluminum,žiar nad hronom,1993,aluminum
2644,slovart music,consumer services,broadcasting & entertainment,bratislava,1993,music publisher
2645,slovenská pošta,industrials,delivery services,banská bystrica,1993,state-owned post
2646,slovenská sporiteľňa,financials,banks,bratislava,1819,"commercial bank, part of erste group (austria)"
2647,slovenské elektrárne,utilities,conventional electricity,bratislava,1942[12],"electric utility, part of enel (italy)"
2648,slovenský plynárenský priemysel,oil & gas,exploration & production,bratislava,2006,natural gas
2649,slovnaft,oil & gas,exploration & production,bratislava,1949,"oil refining, part of mol group (hungary)"
2650,sygic,technology,software,bratislava,2004,off-line navigation
2651,tatra banka,financials,banks,bratislava,1990,"commercial bank, part of raiffeisen bank international (austria)"
2652,o2 slovakia,telecommunications,mobile telecommunications,bratislava,2006,"mobile network, part of ppf (netherlands)"
2653,topvar,consumer goods,brewers,veľký šariš,1957,"brewery, part of asahi breweries (japan)"
2654,transpetrol as,oil & gas,pipelines,bratislava,1954,oil transport
2655,u.s. steel košice,basic materials,iron & steel,košice,2000,"steel, part of u.s. steel (us)"
2656,vagónka,industrials,commercial vehicles & trucks,trebišov,1922,"railway, shipping containers"
2657,železničná spoločnosť slovensko,industrials,railroads,bratislava,2004,state-owned railway
2658,zlatý bažant,consumer goods,brewers,hurbanovo,1969,"brewery, part of heineken international (netherlands)"
2659,academa,technology,software,ljubljana,1992,"internet, software development"
2660,adria airways,consumer services,airlines,zgornji brnik,1961,"national airline, defunct 2019"
2661,adria mobil,consumer goods,automobiles,novo mesto,1965,motorhomes
2662,akrapovič,consumer goods,automobiles,ivančna gorica,1990,automotive
2663,alpina žiri,consumer goods,footwear,žiri,1948,sport and fashion footwear
2664,amebis,technology,software,kamnik,2012,language technology
2665,amis,telecommunications,fixed line telecommunications,maribor,1995,internet service provider
2666,btc,consumer services,broadline retailers,ljubljana,1954,retail complex
2667,elan,consumer goods,recreational products,begunje na gorenjskem,1945,sports equipment
2668,goodyear dunlop sava tires,consumer goods,automobiles,kranj,1998,"tires, part of goodyear tire and rubber company (us)"
2669,gorenje,consumer goods,durable household products,velenje,1950,household appliances and personal electronics
2670,iskra (company),industrials,diversified industrials,kranj,1946,defunct 1990
2671,istrabenz,conglomerates,-,koper,1948,"food and beverage, financials, travel & leisure, energy"
2672,krka,health care,pharmaceuticals,novo mesto,1954,pharmaceuticals
2673,litostroj,industrials,industrial machinery,ljubljana,1946,heavy machinery
2674,ljubljana jože pučnik airport,industrials,transportation services,ljubljana,1963,airport
2675,mercator,consumer services,food retailers & wholesalers,ljubljana,1949,supermarkets
2676,mobitel,telecommunications,mobile telecommunications,ljubljana,1991,mobile provider
2677,petrol group,consumer services,specialty retailers,ljubljana,1947,oil retailer
2678,port of koper,industrials,transportation services,koper,1957,port
2679,post of slovenia,industrials,delivery services,maribor,1995,postal service
2680,slovenian railways,industrials,railroads,ljubljana,1991,state railway
2681,slovenija ceste tehnika,industrials,construction & materials,ljubljana,1943,"construction, civil engineering, defunct 2015"
2682,solinair,consumer services,airlines,ljubljana,1991,"airline, part of mng airlines (turkey)"
2683,tomos,consumer goods,automobiles,koper,1954,"mopeds, motors, defunct 2019"
2684,xlab d.o.o,technology,software,ljubljana,2001,software development
2685,zootfly,technology,software,ljubljana,2002,video games
2686,3scale,technology,software,barcelona[3],2007,api management software
2687,abengoa,conglomerates,-,seville,1941,"energy, telecommunications, transportation, environment"
2688,abertis,conglomerates,-,barcelona,2003,"transportation, telecommunications, logistics"
2689,acciona,industrials,heavy construction,alcobendas,1997,construction
2690,acerinox,basic materials,iron & steel,madrid,1970,steel
2691,acs group,industrials,heavy construction,madrid,1997,construction
2692,afinsa,consumer services,specialty retailers,madrid,1980,"collectibles, defunct"
2693,akamon entertainment,technology,software,barcelona,2011,video game developer
2694,almirall,health care,pharmaceuticals,barcelona,1943,pharmaceutical
2695,amadeus it group,technology,software,madrid,1987,travel and tourism software
2696,astilleros y talleres del noroeste,industrials,shipbuilding,fene,1944,"shipbuilding, defunct 2004"
2697,atresmedia,consumer services,broadcasting & entertainment,san sebastián de los reyes,1988,entertainment
2698,balay,consumer goods,durable household products,zaragoza,1947,"appliances, part of bsh hausgeräte (germany)"
2699,banco bilbao vizcaya argentaria (bbva),financials,banks,bilbao,1857,banking group
2700,banco popular español,financials,banks,madrid,1926,banking
2701,banco sabadell,financials,banks,sabadell,1881,banking
2702,banco santander,financials,banks,santander,1857,"banking, largest bank in europe as of fall 2008[4]"
2703,banesto,financials,banks,madrid,1902,"banking, part of banco santander"
2704,bankinter,financials,banks,madrid,1965,banking
2705,bassols 1790,consumer goods,textiles,vic,1790,textiles
2706,bolsas y mercados españoles (bme),financials,banks,madrid,1831,"bolsas y mercados españoles, exchange"
2707,brb internacional,consumer services,broadcasting & entertainment,alcobendas,1972,media
2708,budgetplaces,consumer services,travel & tourism,barcelona,2003,hospitality
2709,calidad pascual,consumer goods,food & beverage,madrid,1969,"dairy, water"
2710,catuav,industrials,aerospace,moià,2007,drone manufacturer
2711,chupa chups,consumer goods,food products,barcelona,1958,"confectionery, part of perfetti van melle (italy)"
2712,cie automotive,consumer goods,auto parts,bilbao,2002,"automotive components, alternative propulsion, biodiesel"
2713,cintra,industrials,heavy construction,madrid,1998,infrastructure
2714,cepsa,oil & gas,exploration & production,madrid,1929,"petroleum, owned by mubadala investment company (uae)"
2715,compañía logística de hidrocarburos (clh),utilities,oil & gas distribution,madrid,1927,"pipelines, transportation and storage of oil products"
2716,construcciones aeronáuticas sa (casa),industrials,aerospace,madrid,1923,"aeronautics, defunct 1999, absorbed into eads/airbus"
2717,construcciones y auxiliar de ferrocarriles (caf),industrials,commercial vehicles & trucks,beasain,1917,railway vehicles & equipment manufacturing
2718,copisa,industrials,heavy construction,barcelona,1959,construction contracting
2719,correos,industrials,delivery services,madrid,1716,postal service
2720,cortefiel,consumer services,apparel retailers,madrid,1880,clothing retailer
2721,cupra,consumer goods,automobiles,martorell,2018,part of seat
2722,curaxys,health care,biotechnology,cádiz,2009,biopharmaceutical
2723,deoleo,consumer goods,food products,córdoba,1955,food processing
2724,dia,consumer services,food retailers & wholesalers,las rozas,1979,groceries
2725,ebro foods,consumer goods,food products,madrid,1998,food processing
2726,ebro trucks,consumer goods,automobiles,barcelona,1954,"manufacturing; nissan motors took complete control of motors iberica, ebro trucks umbrella company, in 1987"
2727,el corte inglés,consumer services,food retailers & wholesalers,madrid,1940,groceries
2728,enagás,utilities,oil & gas distribution,madrid,1972,natural gas distribution & transportation
