00-avengers-country,01-DDD-country,02-GioPonSpiz-country,03-gren-country,04-iGMM-country,05-MalPatSaj-country,06-MarScoToc-country
,usa,india,china,,usa,usa
,usa,israel,india,,usa,usa
,usa,usa,ireland,,usa,usa
,india,usa,canada,,usa,usa
,india,usa,usa,Italy,usa,japan
,usa,usa,poland,,china,israel
,usa,india,usa,USA,taiwan,india
,usa,usa,usa,France,usa,israel
,usa,usa,usa,Japan,usa,india
,india,usa,canada,Japan,usa,india
,india,india,usa,South Africa,usa,usa
,japan,france,taiwan,Portugal,usa,usa
,usa,india,usa,Saudi Arabia,india,usa
,japan,canada,usa,,india,usa
,usa,india,turkey,Hong Kong,usa,usa
,usa,usa,canada,,usa,usa
,india,usa,india,USA,usa,india
,usa,usa,usa,,usa,india
,usa,usa,usa,,usa,usa
,usa,japan,usa,USA,taiwan,australia
,usa,usa,india,UK,usa,usa
,usa,israel,uk,Canada,usa,usa
,usa,canada,usa,,canada,usa
,india,usa,usa,USA,usa,
,usa,usa,india,,usa,
,usa,usa,china,,sweden,
,hong-kong,usa,usa,Japan,usa,
,india,usa,usa,China,india,
,usa,usa,usa,,canada,
,usa,usa,india,India,usa,
,usa,usa,usa,USA,usa,
,india,india,usa,Indonesia,uk,
,china,germany,usa,,israel,
,usa,australia,japan,,canada,
,usa,india,usa,,usa,
,usa,usa,ireland,,china,
,india,usa,usa,,usa,
,usa,usa,usa,Denmark,usa,
,usa,canada,usa,,cambodia,
,india,sweden,canada,Japan,uk,
,usa,usa,usa,Japan,uk,
,usa,usa,taiwan,,greece,
,finland,usa,belgium,Netherlands,portugal,
,united-kingdom,usa,usa,,usa,
,china,usa,usa,USA,uk,
,usa,usa,usa,,usa,
,usa,india,usa,India,usa,
,canada,uk,usa,,uk,
,india,usa,india,,usa,
,switzerland,usa,canada,,usa,
,usa,usa,usa,Japan,china,
,switzerland,usa,malaysia,USA,usa,
,usa,usa,usa,Australia,usa,
,usa,canada,usa,UK,usa,
,usa,china,china,Japan,india,
,usa,ireland,usa,,usa,
,usa,taiwan,usa,,usa,
,usa,canada,india,Indonesia,usa,
,usa,usa,usa,Malaysia,usa,
,usa,usa,usa,,usa,
,usa,usa,usa,Norway,usa,
,india,germany,usa,,japan,
,usa,usa,usa,USA,usa,
,usa,usa,usa,India,indonesia,
,usa,usa,usa,,usa,
,germany,usa,usa,,usa,
,japan,usa,india,Bermuda,canada,
,india,usa,canada,,usa,
,usa,usa,usa,,australia,
,usa,usa,usa,USA,usa,
,usa,usa,greece,USA,usa,
,usa,israel,usa,USA,usa,
,usa,usa,usa,,usa,
,canada,indonesia,india,,usa,
,canada,usa,usa,USA,japan,
,usa,turkey,usa,UK,india,
,usa,usa,malaysia,USA,canada,
,united-kingdom,usa,usa,Switzerland,israel,
,usa,usa,luxembourg,USA,usa,
,usa,usa,usa,Canada,japan,
,usa,usa,cayman islands,,usa,
,india,usa,usa,,usa,
,usa,india,usa,Switzerland,usa,
,usa,usa,canada,UK,australia,
,usa,india,canada,,usa,
,china,india,usa,,usa,
,usa,usa,france,,china,
,india,usa,japan,Thailand,usa,
,usa,poland,canada,China,usa,
,usa,usa,usa,,usa,
,usa,india,usa,,turkey,
,israel,usa,usa,Ireland,usa,
,poland,france,usa,,usa,
,canada,malaysia,usa,,usa,
,south-korea,japan,usa,USA,usa,
,usa,usa,uk,,usa,
,canada,india,switzerland,,usa,
,canada,usa,usa,USA,usa,
,usa,india,india,USA,usa,
,usa,usa,canada,Hong Kong,usa,
,usa,india,usa,China,usa,
,usa,usa,israel,UK,usa,
,usa,usa,usa,USA,canada,
,usa,usa,usa,,ireland,
,usa,usa,usa,,india,
,india,usa,usa,,usa,
,usa,usa,usa,,japan,
,usa,usa,usa,,canada,
,india,usa,usa,Japan,japan,
,brazil,usa,usa,,usa,
,usa,china,usa,,canada,
,usa,usa,india,China,india,
,usa,usa,india,USA,usa,
,usa,taiwan,usa,,usa,
,usa,india,usa,,china,
,usa,usa,germany,USA,usa,
,usa,usa,india,USA,denmark,
,united-kingdom,india,usa,,turkey,
,italy,usa,usa,Japan,usa,
,south-korea,china,usa,India,china,
,usa,usa,germany,,japan,
,canada,usa,india,USA,uk,
,usa,usa,usa,USA,japan,
,usa,usa,canada,,usa,
,usa,usa,usa,,cambodia,
,usa,usa,usa,,usa,
,united-kingdom,usa,norway,USA,usa,
,usa,usa,india,,usa,
,usa,canada,taiwan,,usa,
,usa,india,usa,,hong kong,
,usa,usa,usa,Saudi Arabia,usa,
,usa,usa,usa,,usa,
,usa,belgium,india,Japan,usa,
,usa,usa,uk,,usa,
,united-kingdom,india,australia,,sweden,
,canada,usa,usa,,poland,
,usa,india,canada,China,monaco,
,usa,ireland,usa,,germany,
,usa,india,usa,,usa,
,hong-kong,usa,usa,,usa,
,usa,usa,usa,,usa,
,usa,usa,usa,,usa,
,canada,canada,japan,,usa,
,usa,usa,usa,,uk,
,usa,usa,usa,,sweden,
,united-kingdom,usa,india,,usa,
,india,usa,usa,USA,hamas,
,india,usa,usa,,usa,
,india,india,thailand,Netherlands,usa,
,usa,usa,india,,usa,
,usa,canada,usa,,usa,
,usa,usa,uk,Sweden,usa,
,hong-kong,usa,usa,Canada,israel,
,usa,australia,india,,poland,
,china,canada,belgium,USA,cambodia,
,usa,usa,india,,usa,
,usa,usa,usa,,usa,
,india,usa,india,,china,
,usa,greece,brazil,Japan,hong kong,
,usa,usa,usa,USA,usa,
,canada,usa,usa,,usa,
,usa,usa,usa,Hong Kong,usa,
,usa,usa,usa,,singapore,
,russia,usa,usa,Switzerland,usa,
,india,japan,india,Japan,usa,
,italy,taiwan,usa,Switzerland,usa,
,india,usa,india,,poland,
,usa,canada,poland,,usa,
,usa,usa,usa,Switzerland,usa,
,usa,china,usa,Taiwan,canada,
,usa,usa,india,,usa,
,usa,usa,usa,Japan,usa,
,usa,malaysia,sweden,USA,canada,
,usa,canada,usa,Canada,usa,
,united-kingdom,usa,india,Mexico,usa,
,sweden,uk,indonesia,,malaysia,
,china,norway,usa,,canada,
,china,usa,usa,,uk,
,usa,india,usa,USA,ited arab emirates,
,canada,usa,usa,Mexico,singapore,
,japan,usa,canada,Taiwan,usa,
,india,germany,sweden,,finland,
,usa,cayman islands,canada,,usa,
,canada,malaysia,usa,,usa,
,usa,usa,usa,India,usa,
,none,usa,usa,,germany,
,usa,israel,usa,,usa,
,usa,usa,poland,,japan,
,india,usa,usa,,japan,
,usa,india,denmark,,usa,
,usa,usa,usa,India,india,
,usa,usa,usa,,canada,
,india,india,usa,,usa,
,usa,usa,canada,,usa,
,usa,usa,usa,USA,usa,
,usa,china,sweden,Japan,usa,
,usa,usa,usa,USA,usa,
,usa,poland,usa,,usa,
,india,uk,india,USA,china,
,india,usa,usa,Japan,usa,
,canada,canada,usa,Switzerland,japan,
,india,luxembourg,uk,USA,japan,
,none,india,usa,,usa,
,usa,usa,usa,,usa,
,usa,usa,usa,Sweden,usa,
,japan,usa,usa,China,usa,
,usa,india,usa,,usa,
,usa,usa,usa,,usa,
,india,usa,usa,,taiwan,
,usa,usa,usa,,portugal,
,netherlands,usa,usa,,usa,
,india,usa,usa,,usa,
,canada,india,india,,usa,
,usa,canada,usa,Japan,usa,
,india,usa,japan,,usa,
,india,usa,usa,USA,usa,
,india,usa,japan,China,usa,
,usa,india,greece,,usa,
,canada,usa,usa,USA,china,
,usa,usa,israel,Italy,usa,
,usa,usa,canada,USA,usa,
,usa,usa,usa,,usa,
,usa,usa,usa,USA,usa,
,france,usa,usa,,usa,
,usa,usa,usa,,china,
,switzerland,usa,usa,USA,usa,
,india,thailand,portugal,China,canada,
,usa,usa,india,India,usa,
,usa,usa,usa,,japan,
,hong-kong,india,usa,,usa,
,usa,canada,usa,Sweden,usa,
,usa,japan,australia,China,canada,
,usa,usa,usa,Japan,india,
,india,usa,usa,USA,usa,
,united-kingdom,belgium,canada,,usa,
,india,taiwan,china,Brazil,usa,
,usa,germany,japan,USA,usa,
,india,usa,usa,China,usa,
,india,usa,usa,Finland,usa,
,usa,usa,japan,,usa,
,china,usa,canada,China,yman islands,
,usa,usa,usa,Japan,usa,
,usa,usa,usa,Japan,usa,
,usa,india,usa,Canada,japan,
,usa,australia,india,,usa,
,usa,india,usa,,usa,
,usa,india,usa,,poland,
,india,india,usa,,usa,
,usa,sweden,china,,usa,
,usa,usa,usa,,usa,
,usa,usa,usa,,usa,
,south-africa,usa,china,Ireland,usa,
,usa,sweden,usa,Japan,israel,
,usa,usa,taiwan,,japan,
,usa,usa,usa,Netherlands,china,
,germany,brazil,usa,Spain,usa,
,china,usa,usa,USA,usa,
,usa,usa,germany,,portugal,
,united-kingdom,usa,usa,,usa,
,usa,china,india,,japan,
,usa,usa,usa,,usa,
,usa,usa,usa,,israel,
,france,israel,usa,UK,india,
,none,india,canada,,usa,
,usa,usa,usa,,usa,
,usa,usa,china,,canada,
,canada,canada,malaysia,Ireland,usa,
,hong-kong,usa,china,USA,usa,
,usa,usa,australia,,taiwan,
,usa,usa,china,,usa,
,usa,usa,usa,,ireland,
,united-kingdom,denmark,france,Netherlands,usa,
,india,canada,usa,,japan,
,usa,usa,usa,,china,
,india,indonesia,germany,,usa,
,taiwan,usa,canada,China,china,
,ireland,canada,canada,Japan,usa,
,usa,usa,usa,,usa,
,usa,india,usa,USA,australia,
,germany,poland,usa,Bermuda,usa,
,india,japan,japan,,hong kong,
,usa,usa,usa,France,usa,
,usa,usa,india,,usa,
,india,india,usa,,poland,
,usa,usa,usa,UK,usa,
,none,usa,canada,,usa,
,usa,greece,india,,canada,
,china,china,usa,,china,
,usa,canada,usa,,usa,
,india,usa,canada,,usa,
,usa,usa,germany,,usa,
,south-korea,usa,usa,USA,usa,
,india,uk,india,USA,usa,
,usa,china,usa,,usa,
,usa,usa,usa,,usa,
,china,usa,japan,,israel,
,usa,germany,china,,usa,
,usa,usa,usa,India,usa,
,usa,usa,israel,,usa,
,israel,usa,usa,Indonesia,usa,
,usa,australia,usa,,usa,
,usa,usa,india,,china,
,usa,usa,usa,USA,usa,
,usa,australia,usa,,taiwan,
,canada,usa,usa,India,denmark,
,usa,usa,usa,,usa,
,india,usa,usa,USA,canada,
,usa,india,usa,,usa,
,usa,usa,usa,,usa,
,usa,portugal,poland,,usa,
,usa,usa,uk,,usa,
,india,usa,israel,Switzerland,poland,
,malaysia,japan,china,,usa,
,usa,canada,japan,Germany,usa,
,usa,usa,canada,,taiwan,
,india,germany,japan,USA,usa,
,usa,china,sweden,Brazil,greece,
,none,usa,france,,israel,
,usa,usa,usa,USA,japan,
,usa,japan,india,USA,usa,
,usa,usa,usa,China,usa,
,usa,germany,uk,Spain,usa,
,usa,india,usa,USA,china,
,usa,usa,italy,,usa,
,usa,china,usa,,canada,
,usa,usa,,,israel,
,usa,usa,usa,,usa,
,canada,usa,denmark,,usa,
,united-kingdom,usa,usa,,usa,
,usa,japan,japan,UK,usa,
,usa,india,usa,UK,usa,
,usa,usa,usa,,usa,
,usa,canada,china,,usa,
,usa,usa,usa,USA,usa,
,india,taiwan,australia,,usa,
,usa,sweden,india,,usa,
,usa,usa,canada,USA,usa,
,usa,usa,canada,Canada,greece,
,usa,usa,usa,,usa,
,usa,france,australia,,usa,
,japan,usa,canada,USA,usa,
,usa,usa,usa,,usa,
,usa,usa,australia,,usa,
,usa,israel,usa,Denmark,ireland,
,usa,poland,usa,UK,usa,
,india,india,usa,Switzerland,usa,
,usa,canada,usa,,usa,
,taiwan,usa,uk,UK,finland,
,new-zealand,usa,usa,Spain,india,
,usa,usa,usa,,usa,
,usa,malaysia,usa,,canada,
,ireland,usa,japan,USA,usa,
,china,canada,usa,,taiwan,
,india,usa,usa,,usa,
,usa,usa,india,,usa,
,usa,usa,usa,Finland,australia,
,usa,japan,usa,China,usa,
,usa,canada,uk,Japan,usa,
,usa,usa,japan,USA,sweden,
,usa,usa,usa,USA,uk,
,usa,usa,usa,,usa,
,usa,usa,uk,,usa,
,usa,canada,usa,China,usa,
,israel,usa,uk,,usa,
,usa,japan,usa,Chile,china,
,usa,india,usa,,usa,
,india,japan,usa,,usa,
,usa,usa,usa,Switzerland,india,
,usa,india,usa,Finland,singapore,
,usa,usa,usa,,usa,
,usa,usa,china,Mexico,usa,
,canada,uk,usa,,canada,
,usa,australia,usa,,taiwan,
,usa,usa,usa,,uk,
,none,israel,sweden,,poland,
,united-kingdom,usa,usa,,usa,
,none,india,usa,,usa,
,usa,china,india,,australia,
,usa,usa,usa,Switzerland,bermuda,
,usa,australia,usa,Sweden,canada,
,usa,usa,taiwan,USA,usa,
,usa,usa,usa,India,usa,
,usa,usa,usa,USA,usa,
,usa,usa,canada,Norway,singapore,
,usa,sweden,usa,,usa,
,usa,china,usa,,usa,
,germany,canada,usa,,usa,
,usa,usa,usa,USA,usa,
,usa,japan,japan,,usa,
,germany,france,canada,Taiwan,israel,
,china,usa,china,Italy,usa,
,india,uk,usa,,sweden,
,usa,usa,usa,USA,usa,
,usa,canada,usa,USA,usa,
,none,usa,usa,China,canada,
,usa,uk,usa,,usa,
,usa,usa,taiwan,USA,usa,
,usa,india,usa,,usa,
,usa,india,usa,,usa,
,india,usa,canada,China,,
,usa,usa,canada,,,
,india,usa,cambodia,,,
,india,canada,usa,,,
,india,italy,usa,,,
,usa,usa,china,,,
,china,usa,usa,Sweden,,
,brazil,canada,india,China,,
,israel,usa,usa,,,
,canada,china,usa,,,
,usa,india,portugal,,,
,usa,japan,china,,,
,usa,china,usa,USA,,
,usa,usa,usa,,,
,denmark,india,uk,,,
,usa,japan,hong kong,China,,
,usa,usa,india,,,
,usa,usa,usa,,,
,usa,usa,usa,Australia,,
,usa,uk,usa,,,
,sweden,usa,uk,,,
,usa,usa,usa,,,
,usa,usa,india,Indonesia,,
,israel,usa,usa,,,
,usa,usa,usa,India,,
,india,india,usa,China,,
,usa,uk,usa,,,
,usa,uk,usa,,,
,usa,uk,japan,USA,,
,germany,usa,usa,,,
,usa,usa,usa,,,
,none,usa,canada,India,,
,usa,usa,israel,,,
,usa,japan,indonesia,China,,
,finland,denmark,usa,USA,,
,usa,usa,usa,,,
,usa,usa,india,,,
,usa,usa,usa,,,
,usa,usa,usa,,,
,usa,usa,usa,,,
,usa,usa,canada,,,
,canada,canada,turkey,,,
,usa,usa,usa,Singapore,,
,india,usa,india,,,
,usa,usa,usa,USA,,
,usa,indonesia,canada,,,
,brazil,usa,usa,Ireland,,
,usa,usa,usa,,,
,australia,canada,usa,,,
,usa,usa,usa,China,,
,usa,sweden,usa,USA,,
,usa,china,usa,,,
,usa,canada,usa,Malaysia,,
,usa,japan,usa,,,
,usa,usa,usa,,,
,usa,canada,australia,,,
,usa,taiwan,usa,China,,
,india,usa,greece,,,
,usa,usa,canada,USA,,
,usa,usa,usa,,,
,sweden,canada,canada,USA,,
,usa,usa,canada,,,
,india,usa,denmark,,,
,none,china,usa,Switzerland,,
,usa,india,usa,,,
,usa,usa,usa,,,
,israel,usa,usa,,,
,usa,usa,japan,,,
,none,usa,poland,UK,,
,india,portugal,china,,,
,usa,usa,usa,,,
,usa,usa,usa,USA,,
,usa,canada,turkey,,,
,usa,usa,china,,,
,thailand,canada,usa,UK,,
,usa,usa,usa,,,
,usa,usa,usa,USA,,
,usa,taiwan,usa,,,
,usa,usa,japan,USA,,
,usa,usa,usa,USA,,
,usa,cambodia,india,,,
,usa,usa,usa,,,
,usa,india,china,,,
,india,usa,usa,USA,,
,united-kingdom,canada,usa,,,
,usa,usa,usa,India,,
,india,usa,usa,,,
,india,canada,canada,,,
,india,usa,usa,Japan,,
,usa,usa,usa,Hong Kong,,
,india,uk,usa,,,
,usa,usa,japan,,,
,usa,australia,canada,,,
,usa,usa,usa,USA,,
,usa,usa,usa,,,
,usa,usa,cambodia,China,,
,india,usa,australia,,,
,india,usa,usa,,,
,poland,india,hong kong,,,
,usa,israel,japan,South Korea,,
,usa,japan,united arab emirates,,,
,usa,usa,sweden,USA,,
,usa,india,usa,,,
,china,usa,uk,India,,
,usa,usa,usa,USA,,
,canada,usa,poland,USA,,
,china,china,japan,,,
,usa,usa,usa,,,
,india,usa,monaco,Switzerland,,
,usa,usa,usa,,,
,usa,greece,usa,,,
,usa,usa,usa,China,,
,usa,usa,usa,,,
,usa,china,usa,,,
,india,usa,ireland,,,
,usa,usa,usa,,,
,usa,usa,usa,,,
,usa,india,usa,,,
,usa,usa,china,,,
,usa,usa,bahamas,,,
,usa,india,canada,,,
,singapore,usa,usa,,,
,usa,usa,usa,,,
,usa,denmark,usa,,,
,india,usa,cambodia,,,
,india,usa,sweden,USA,,
,canada,usa,usa,,,
,usa,usa,usa,,,
,usa,usa,usa,,,
,usa,usa,usa,Russia,,
,usa,usa,usa,China,,
,usa,japan,usa,,,
,usa,japan,usa,,,
,india,usa,usa,Singapore,,
,india,poland,usa,,,
,usa,usa,usa,Ireland,,
,usa,usa,usa,UK,,
,usa,usa,usa,,,
,india,usa,israel,USA,,
,usa,usa,usa,,,
,usa,usa,usa,Japan,,
,united-kingdom,usa,usa,,,
,india,australia,usa,,,
,canada,usa,japan,,,
,china,usa,usa,,,
,usa,usa,canada,,,
,sweden,japan,usa,,,
,usa,usa,usa,,,
,usa,monaco,canada,USA,,
,usa,hong kong,usa,,,
,canada,usa,usa,,,
,usa,usa,usa,Netherlands,,
,china,china,poland,,,
,japan,usa,usa,USA,,
,usa,canada,usa,,,
,australia,uk,finland,Japan,,
,usa,china,australia,Canada,,
,india,japan,usa,,,
,usa,usa,australia,USA,,
,usa,usa,usa,USA,,
,usa,china,usa,,,
,usa,turkey,usa,,,
,usa,usa,usa,Ireland,,
,india,cambodia,usa,,,
,usa,hong kong,usa,,,
,usa,turkey,usa,,,
,canada,usa,usa,China,,
,india,usa,usa,,,
,india,usa,malaysia,Japan,,
,sweden,usa,usa,,,
,usa,usa,usa,,,
,usa,ireland,usa,,,
,israel,usa,portugal,,,
,usa,usa,usa,USA,,
,usa,india,usa,USA,,
,usa,poland,china,,,
,usa,usa,usa,USA,,
,japan,usa,india,,,
,usa,usa,usa,,,
,usa,usa,taiwan,,,
,usa,japan,japan,USA,,
,australia,usa,usa,,,
,india,bahamas,usa,,,
,usa,usa,usa,USA,,
,usa,canada,japan,,,
,usa,usa,usa,,,
,usa,usa,usa,Japan,,
,usa,china,usa,,,
,usa,usa,uk,,,
,usa,israel,usa,,,
,usa,usa,usa,Japan,,
,india,usa,japan,,,
,india,usa,usa,,,
,canada,sweden,usa,,,
,usa,japan,china,,,
,usa,cambodia,usa,,,
,usa,usa,india,Saudi Arabia,,
,usa,usa,canada,India,,
,usa,canada,usa,,,
,usa,usa,usa,USA,,
,china,usa,china,,,
,usa,usa,singapore,,,
,usa,usa,japan,USA,,
,india,usa,japan,,,
,usa,usa,usa,,,
,india,usa,japan,,,
,japan,usa,portugal,,,
,usa,usa,usa,,,
,india,sweden,usa,,,
,usa,usa,usa,,,
,israel,usa,usa,,,
,usa,canada,usa,,,
,usa,poland,japan,,,
,usa,australia,usa,,,
,usa,usa,cayman islands,Japan,,
,usa,usa,usa,,,
,usa,usa,japan,,,
,usa,china,usa,,,
,usa,canada,usa,,,
,india,china,usa,,,
,usa,uae,usa,,,
,usa,australia,usa,,,
,usa,usa,usa,,,
,south-africa,canada,china,India,,
,india,usa,canada,,,
,usa,china,usa,,,
,usa,usa,usa,USA,,
,japan,malaysia,india,,,
,india,portugal,usa,USA,,
,usa,usa,israel,,,
,usa,usa,usa,UK,,
,none,usa,usa,India,,
,usa,usa,usa,Canada,,
,canada,china,poland,,,
,japan,usa,usa,USA,,
,india,usa,usa,,,
,none,japan,israel,,,
,usa,usa,usa,USA,,
,usa,usa,singapore,,,
,poland,finland,usa,,,
,australia,canada,usa,,,
,israel,ireland,hong kong,,,
,usa,usa,japan,,,
,usa,usa,usa,,,
,france,usa,ireland,,,
,usa,usa,usa,,,
,usa,usa,taiwan,Switzerland,,
,usa,usa,usa,,,
,usa,usa,usa,,,
,usa,usa,china,USA,,
,usa,usa,germany,USA,,
,usa,uk,usa,,,
,turkey,japan,israel,Sweden,,
,brazil,usa,usa,,,
,usa,japan,australia,,,
,united-arab-emirates,china,usa,,,
,usa,singapore,taiwan,,,
,china,portugal,usa,,,
,usa,japan,canada,India,,
,usa,usa,usa,,,
,usa,india,usa,,,
,usa,usa,china,,,
,usa,usa,usa,,,
,usa,usa,usa,,,
,usa,usa,australia,Mexico,,
,usa,usa,usa,,,
,india,taiwan,usa,,,
,usa,usa,usa,Ireland,,
,usa,canada,poland,China,,
,south-korea,usa,usa,,,
,germany,india,usa,China,,
,usa,usa,usa,,,
,usa,usa,usa,,,
,france,usa,usa,,,
,sweden,japan,usa,,,
,usa,usa,usa,Japan,,
,usa,usa,finland,,,
,usa,china,usa,,,
,india,israel,usa,,,
,usa,usa,usa,,,
,usa,usa,usa,USA,,
,germany,usa,usa,USA,,
,usa,usa,denmark,USA,,
,usa,usa,poland,,,
,south-korea,usa,usa,,,
,usa,usa,usa,,,
,india,japan,germany,,,
,usa,usa,china,,,
,new-zealand,cayman islands,taiwan,Saudi Arabia,,
,japan,usa,china,,,
,canada,japan,usa,,,
,usa,usa,japan,USA,,
,usa,usa,china,,,
,israel,usa,usa,,,
,usa,singapore,israel,USA,,
,usa,usa,usa,USA,,
,canada,japan,usa,,,
,usa,usa,usa,,,
,usa,usa,usa,,,
,india,usa,india,Brazil,,
,usa,usa,usa,,,
,usa,usa,usa,,,
,usa,usa,usa,,,
,usa,usa,usa,,,
,usa,canada,usa,,,
,malaysia,usa,usa,,,
,usa,germany,usa,,,
,usa,poland,usa,,,
,germany,usa,usa,,,
,usa,usa,israel,,,
,india,taiwan,china,USA,,
,india,usa,usa,,,
,usa,usa,usa,,,
,usa,usa,usa,,,
,hong-kong,usa,usa,,,
,united-kingdom,usa,usa,,,
,usa,japan,taiwan,,,
,poland,israel,usa,,,
,india,usa,greece,,,
,usa,india,usa,,,
,usa,usa,usa,,,
,australia,poland,usa,,,
,usa,australia,usa,Switzerland,,
,usa,usa,usa,,,
,south-korea,hong kong,usa,USA,,
,usa,taiwan,usa,,,
,usa,usa,canada,,,
,india,usa,greece,USA,,
,usa,usa,usa,Japan,,
,china,usa,taiwan,USA,,
,none,usa,usa,,,
,usa,usa,australia,UK,,
,usa,usa,usa,,,
,china,usa,poland,USA,,
,usa,uk,sweden,,,
,united-kingdom,usa,usa,,,
,usa,israel,usa,,,
,usa,usa,usa,,,
,usa,usa,australia,,,
,south-korea,poland,india,Ireland,,
,usa,poland,bermuda,,,
,india,usa,ireland,,,
,usa,usa,usa,USA,,
,usa,usa,israel,,,
,usa,usa,australia,,,
,usa,usa,canada,USA,,
,usa,usa,usa,,,
,usa,china,usa,,,
,usa,usa,singapore,,,
,usa,germany,china,,,
,usa,usa,usa,,,
,usa,china,usa,,,
,usa,finland,usa,,,
,poland,usa,usa,,,
,canada,usa,uk,,,
,usa,usa,usa,UK,,
,usa,denmark,canada,,,
,usa,australia,usa,,,
,usa,usa,usa,USA,,
,india,usa,usa,,,
,usa,japan,singapore,,,
,usa,usa,usa,,,
,canada,usa,uk,,,
,usa,israel,usa,,,
,indonesia,usa,usa,USA,,
,canada,usa,usa,China,,
,usa,usa,usa,,,
,india,usa,usa,,,
,usa,taiwan,usa,UK,,
,usa,usa,canada,,,
,none,ireland,canada,,,
,china,usa,usa,,,
,usa,taiwan,singapore,,,
,usa,usa,usa,,,
,india,usa,usa,,,
,usa,israel,usa,,,
,china,usa,usa,,,
,belgium,usa,usa,,,
,usa,usa,usa,China,,
,united-kingdom,usa,australia,,,
,usa,usa,usa,,,
,usa,usa,sweden,,,
,usa,usa,usa,USA,,
,usa,greece,usa,,,
,usa,china,usa,,,
,usa,usa,usa,,,
,israel,usa,usa,,,
,canada,usa,israel,Australia,,
,india,greece,canada,,,
,india,australia,poland,,,
,usa,india,sweden,,,
,usa,bermuda,usa,,,
,australia,sweden,sweden,,,
,malaysia,usa,poland,Ireland,,
,poland,australia,usa,,,
,usa,australia,usa,,,
,india,usa,usa,,,
,usa,canada,usa,,,
,usa,china,canada,,,
,usa,usa,usa,,,
,india,singapore,uk,,,
,usa,usa,usa,,,
,usa,usa,hong kong,,,
,india,canada,usa,,,
,usa,usa,china,,,
,usa,usa,usa,,,
,usa,usa,usa,,,
,canada,usa,usa,,,
,finland,singapore,bermuda,,,
,usa,usa,usa,Switzerland,,
,spain,india,usa,,,
,usa,singapore,usa,USA,,
,sweden,taiwan,usa,,,
,usa,usa,usa,,,
,india,usa,uk,,,
,usa,usa,canada,,,
,usa,israel,usa,,,
,usa,usa,malta,,,
,usa,usa,israel,,,
,usa,usa,usa,,,
,israel,australia,usa,,,
,germany,usa,usa,,,
,usa,usa,usa,,,
,usa,uk,usa,,,
,india,canada,canada,,,
,india,usa,usa,,,
,none,usa,israel,,,
,usa,usa,usa,USA,,
,taiwan,usa,usa,,,
,usa,usa,usa,,,
,india,usa,usa,,,
,finland,usa,usa,,,
,china,usa,usa,,,
,usa,canada,usa,,,
,usa,usa,poland,,,
,usa,usa,usa,,,
,usa,usa,usa,,,
,india,usa,china,,,
,canada,usa,usa,,,
,usa,usa,australia,,,
,usa,usa,usa,,,
,usa,sweden,ireland,,,
,usa,israel,canada,,,
,usa,usa,usa,,,
,usa,usa,usa,,,
,usa,sweden,usa,,,
,usa,poland,south africa,,,
,germany,usa,usa,,,
,india,china,usa,,,
,norway,usa,israel,,,
,india,canada,china,,,
,usa,usa,usa,,,
,india,usa,usa,,,
,usa,usa,usa,,,
,usa,usa,usa,,,
,usa,usa,usa,,,
,usa,poland,usa,,,
,usa,usa,usa,,,
,usa,sweden,malaysia,,,
,usa,usa,poland,,,
,united-arab-emirates,uk,usa,,,
,india,usa,usa,,,
,usa,usa,poland,,,
,usa,uk,usa,,,
,usa,usa,usa,,,
,india,usa,australia,,,
,usa,canada,switzerland,,,
,canada,usa,usa,,,
,usa,malta,usa,,,
,singapore,canada,canada,,,
,india,bermuda,usa,,,
,spain,usa,canada,,,
,usa,hong kong,usa,,,
,ireland,usa,canada,,,
,usa,israel,usa,,,
,netherlands,usa,usa,,,
,usa,usa,usa,,,
,usa,israel,usa,,,
,usa,canada,usa,,,
,usa,usa,japan,,,
,usa,usa,russia,,,
,usa,usa,russia,,,
,usa,usa,russia,,,
,usa,usa,russia,,,
,germany,usa,russia,,,
,usa,usa,russia,,,
,usa,poland,russia,,,
,usa,usa,russia,,,
,australia,ireland,usa,,,
,usa,australia,russia,,,
,canada,canada,russia,,,
,usa,usa,russia,,,
,usa,usa,russia,,,
,south-korea,usa,russia,,,
,usa,china,russia,,,
,singapore,usa,russia,,,
,usa,usa,usa,,,
,usa,usa,,,,
,usa,china,,,,
,usa,south africa,,,,
,usa,israel,,,,
,new-zealand,usa,,,,
,south-korea,usa,,,,
,usa,usa,,,,
,usa,usa,,,,
,usa,usa,,,,
,brazil,usa,,,,
,usa,usa,,,,
,usa,usa,,,,
,canada,usa,,,,
,usa,usa,,,,
,usa,usa,,,,
,usa,poland,,,,
,israel,usa,,,,
,usa,malaysia,,,,
,usa,canada,,,,
,south-africa,poland,,,,
,germany,usa,,,,
,usa,usa,,,,
,usa,usa,,,,
,china,usa,,,,
,usa,australia,,,,
,india,switzerland,,,,
,usa,canada,,,,
,usa,usa,,,,
,usa,usa,,,,
,usa,usa,,,,
