00-avengers-categories,01-DDD-categories,04-iGMM-categories
,banks financial-services ,['Insurance']
,energy biofuel renewable-energy ,[]
,financial-services ,['Courier']
,investment ,['Professionalservices']
,pharmaceuticals biotech ,['Investment']
,banks financial-services ,
,telecommunication ,
,pharmaceuticals biotech ,[]
,none,
,tech software autonomous-driving ,['Chemicals']
,electric-vehicles hydrogen-fuel-cell specialty-vehicles manufacturing ,
,cement building-materials ,
,rental-and-leasing-services ,['Transportation']
,none,['Tech']
,none,
,energy oil-gas ,['Beverages']
,pharmaceuticals biotech ,
,pharmaceuticals biotech ,
,biotech pharmaceuticals ,
,construction ,
,pharmaceuticals biotech diagnostics ,
,banks financial-services ,
,banks financial-services ,
,banks financial-services ,['Telecommunication']
,agriculture ,['Investment']
,healthcare medical-care-facilities ,['Utilitycompanies']
,batteries ,[]
,medical-devices ,[]
,internet e-commerce tech ,['Financialservices']
,real-estate ,
,medical-devices biotech ,
,chemicals ,
,energy uranium ,['Financialservices']
,banks financial-services ,
,aircraft-manufacturers aerospace manufacturing ,['Telecommunication']
,internet ,['Insurance']
,none,
,furniture ,[]
,manufacturing ,['Pharmaceuticals']
,maritime-transportation transportation oil-gas energy ,[]
,pharmaceuticals biotech ,
,none,[]
,retail ,
,none,
,none,[]
,pharmaceuticals biotech mrna-therapeutics ,
,pharmaceuticals biotech ,
,automotive-suppliers ,
,banks pharmaceuticals ,
,financial-services ,
,tech bitcoin tech-hardware bitcoin-mining ,[]
,asset-management investment financial-services ,['Insurance']
,advertising ,
,mining ,
,oil-gas energy ,
,medical-devices ,
,batteries electricity ,['Realestate']
,investment ,
,internet tech ,
,medical-devices ,[]
,it-security software tech ,
,real-estate agriculture ,
,furniture retail ,['Telecommunication']
,banks financial-services ,
,pharmaceuticals biotech ,
,banks financial-services ,
,oil-gas energy ,['Mining']
,telecommunication ,
,energy electricity uranium ,['Financialservices']
,auto-parts automotive-suppliers manufacturing ,['Insurance']
,none,
,none,
,semiconductors tech tech-hardware ,['Transportation']
,automotive-suppliers manufacturing ,
,biofuel renewable-energy energy ,
,pharmaceuticals biotech ,['Retail']
,oil-gas energy ,
,banks financial-services ,['HomeKitchenAppliances']
,alcoholic-beverages beverages ,[]
,video-games tech ,
,insurance ,
,insurance internet ,
,investment asset-management ,
,banks financial-services ,
,medical-devices biotech ,
,energy oil-gas ,
,biotech pharmaceuticals ,['Telecommunication']
,none,
,restaurant-chains food ,['Retail']
,software tech ,
,agriculture real-estate investment reit ,['Financialservices']
,medical-devices ,
,uranium energy mining ,
,food ,[]
,medical-devices biotech ,['Medicaldevices']
,hotels travel ,
,reit real-estate investment financial-services ,['Banks']
,food ,
,transportation ,
,iot tech tech-hardware ,
,banks financial-services ,[]
,none,
,pharmaceuticals biotech ,[]
,real-estate investment reit ,
,video-games entertainment ,['Aerospace']
,manufacturing 3d-printing ,
,none,
,banks financial-services ,['Medicaldevices']
,advertising ,
,cannabis tobacco ,
,software tech ,
,financial-services ,
,software tech ,['Consumergoods']
,real-estate ,
,retail ,
,3d-printing tech ,['Financialservices']
,auto-parts ,
,software tech ,
,video-games entertainment ,['Insurance']
,furniture ,
,financial-services ,[]
,none,
,pharmaceuticals biotech ,['WasteRecycling']
,biotech pharmaceuticals ,['Restaurantchains']
,education tech software ,
,pharmaceuticals biotech ,
,pharmaceuticals ,
,pharmaceuticals ,[]
,tech software healthcare telehealth internet ,
,financial-services investment ,['Professionalservices']
,none,
,clothing ,
,e-commerce tech internet ,['Tobacco']
,aerospace ,['Realestate']
,none,
,banks financial-services ,
,none,
,none,[]
,banks financial-services financial-services ,
,software tech ,['Food']
,oil-gas energy ,
,airlines travel transportation ,
,video-games entertainment tech ,
,video-games entertainment ,['Chemicals']
,biotech ,
,staffing-employment professional-services ,[]
,transportation maritime-transportation ,
,internet tech financial-services ,['PaintCoating']
,construction real-estate ,[]
,mining ,['Insurance']
,video-games entertainment ,
,pharmaceuticals biotech ,
,none,['Chemicals']
,automakers electric-vehicles ,
,uranium energy mining ,
,electronics ,['Mining']
,transportation ,
,banks financial-services ,
,luxury-goods ,
,energy oil-gas utility-companies ,
,financial-services banks ,
,real-estate investment ,
,mining ,
,none,
,tech software ,
,transportation maritime-transportation ,
,pharmaceuticals biotech ,
,financial-services ,
,clothing ,
,none,['Financialservices']
,bitcoin tech bitcoin-mining ,
,insurance ,
,biotech pharmaceuticals software tech ,
,energy oil-gas oil-gas-equipment-services ,['Mining']
,restaurant-chains food ,['Courier']
,consumer-goods ,
,aerospace ,
,tech software ,['Banks']
,none,
,pharmaceuticals biotech ,[]
,pharmaceuticals biotech ,['Food']
,clothing retail ,
,software tech ,['Insurance']
,none,
,pharmaceuticals biotech ,['Insurance']
,pharmaceuticals biotech ,
,renewable-energy electricity energy ,
,mining ,
,video-games entertainment ,
,software tech ,
,oil-gas energy ,
,restaurant-chains food ,
,rental-and-leasing-services real-estate travel ,['Defensecontractors']
,none,
,mining gold-mining ,
,semiconductors tech tech-hardware ,['Entertainment']
,video-games entertainment ,
,none,[]
,banks financial-services ,
,uranium energy mining ,['Conglomerate']
,software tech ,['Retail']
,none,
,financial-services ,['Telecommunicationsequipment']
,banks financial-services ,['Medicaldevices']
,software tech it-services professional-services ,
,financial-services ,
,none,[]
,none,
,lidar tech tech-hardware software autonomous-driving ,
,alcoholic-beverages beverages ,
,banks financial-services ,['Electronics']
,healthcare ,
,automotive-suppliers ,[]
,pulp-and-paper packaging ,
,sports ,
,investment financial-services ,
,renewable-energy ,
,entertainment ,['Insurance']
,toys ,[]
,pharmaceuticals biotech ,
,pharmaceuticals biotech ,['Manufacturing']
,video-games entertainment tech ,
,none,
,agriculture ,
,pharmaceuticals ,[]
,pharmaceuticals biotech ,
,telecommunication ,
,restaurant-chains food ,['Mining']
,real-estate investment reit ,
,food restaurant-chains ,
,pharmaceuticals biotech ,['Manufacturing']
,banks financial-services ,
,oil-gas utility-companies energy ,
,clothing retail ,
,retail clothing ,['Conglomerate']
,manufacturing auto-parts automotive-suppliers ,
,none,
,oil-gas energy ,
,pharmaceuticals biotech ,
,banks financial-services ,
,banks financial-services ,['Telecommunication']
,pharmaceuticals biotech ,['Financialservices']
,banks financial-services ,
,medical-devices medical-equipment ,['Food']
,electric-vehicles automakers manufacturing ,
,tech software ,
,banks financial-services ,['Food']
,none,
,clothing retail internet e-commerce tech ,
,food ,
,video-games entertainment ,
,cannabis ,
,oil-gas energy ,
,cannabis tech internet ,
,manufacturing ,
,engineering professional-services ,
,banks financial-services ,
,banks financial-services ,
,investment ,['Chemicals']
,none,
,pharmaceuticals biotech ,
,pharmaceuticals biotech ,
,banks financial-services ,
,none,
,none,
,banks financial-services ,
,banks financial-services ,
,banks financial-services ,['Insurance']
,cement building-materials ,
,none,
,financial-services ,['Healthcare']
,software tech ,
,none,['Mining']
,furniture ,
,mining gold-mining silver-mining ,[]
,real-estate ,['Conglomerate']
,medical-devices ,['MediaPress']
,none,
,retail ,['Retail']
,food dairy ,
,none,
,medical-devices ,['Investment']
,banks financial-services investment ,
,video-games entertainment ,
,tech professional-services it-services ,
,none,
,pharmaceuticals biotech ,
,electronics ,
,biotech diagnostics ,
,medical-devices ,
,financial-services ,['Engineering']
,aerospace software tech ,
,advertising ,
,professional-services ,['Telecommunication']
,healthcare ,['Insurance']
,oil-gas energy ,
,none,['Manufacturing']
,real-estate ,
,software tech ,
,internet tech ,
,banks financial-services ,
,video-games entertainment ,
,travel ,['Telecommunication']
,healthcare ,
,healthcare medical-care-facilities ,
,footwear manufacturing ,
,pharmaceuticals biotech ,
,electronics tech ,
,gene-therapy genomics pharmaceuticals biotech ,['Telecommunication']
,energy renewable-energy ,
,professional-services ,
,aerospace ,['Conglomerate']
,real-estate investment reit ,['Beverages']
,video-games entertainment tech ,
,none,['Retail']
,none,
,internet tech ,
,medical-care-facilities ,
,oil-gas energy ,
,3d-printing tech ,['Telecommunication']
,banks financial-services ,
,none,
,none,
,aerospace ,
,real-estate investment reit ,['Consumergoods']
,pharmaceuticals biotech ,['PaintCoating']
,real-estate ,['Medicaldevices']
,staffing-employment professional-services ,
,video-games entertainment ,
,oil-gas energy ,
,chemicals ,
,aerospace ,
,beverages alcoholic-beverages ,['Chemicals']
,video-games entertainment tech ,
,mining gold-mining ,
,medical-devices ,['Healthcare']
,professional-services staffing-employment ,
,software tech financial-services ,
,banks financial-services ,['Defensecontractors']
,professional-services financial-services ,['WasteRecycling']
,pharmaceuticals biotech ,
,financial-services stock-exchanges exchanges ,
,tech software ,
,none,['Mining']
,financial-services ,
,mining gold-mining ,
,semiconductors tech-hardware tech ,
,cosmetics ,
,banks financial-services ,
,conglomerate ,
,it-services professional-services ,
,none,
,none,
,utility-companies ,
,real-estate ,['Tobacco']
,gambling hotels entertainment travel ,
,healthcare insurance ,
,defense-contractors ,
,financial-services ,
,financial-services ,
,software e-commerce tech internet ,
,internet e-commerce tech ,
,real-estate construction ,
,scientific-and-technical-instruments tech ,
,diagnostics biotech ,
,batteries electricity ,
,pharmaceuticals biotech ,['Insurance']
,chemicals ,
,video-games entertainment ,['Medicaldevices']
,real-estate investment reit ,
,airlines travel transportation ,
,home-and-kitchen-appliances ,['Conglomerate']
,advertising ,['Telecommunication']
,video-games entertainment ,['Food']
,transportation maritime-transportation oil-gas ,
,none,['Tobacco']
,aerospace electronics ,
,video-games entertainment ,['Medicaldevices']
,professional-services ,
,energy renewable-energy electricity ,
,electronics tech ,
,banks financial-services ,
,none,
,video-games entertainment tech ,['Medicaldevices']
,real-estate internet tech ,
,insurance financial-services ,
,pharmaceuticals biotech ,['Insurance']
,agriculture chemicals ,
,real-estate investment reit ,
,pharmaceuticals biotech genomics gene-therapy ,['Investment']
,pharmaceuticals biotech ,
,pharmaceuticals biotech ,
,telecommunication ,
,banks financial-services ,
,oil-gas energy ,
,banks financial-services ,
,pharmaceuticals biotech ,
,video-games entertainment tech ,
,mining silver-mining ,
,electric-vehicles ,['Mining']
,pharmaceuticals biotech ,
,none,
,electricity energy ,['Financialservices']
,financial-services ,
,restaurant-chains food ,
,clothing retail ,
,cannabis ,
,it-security software tech ,
,retail used-car-retailer car-retail ,['Beverages']
,electric-vehicles specialty-vehicles manufacturing ,['Insurance']
,toys manufacturing ,
,electronics manufacturing ,
,manufacturing ,['Banks']
,financial-services banks ,
,transportation maritime-transportation ,
,financial-services ,
,utility-companies ,
,diagnostics biotech ,
,banks financial-services ,
,pharmaceuticals ,
,pharmaceuticals biotech ,
,3d-printing software tech ,
,scientific-and-technical-instruments manufacturing ,['Telecommunication']
,aerospace aircraft-manufacturers manufacturing ,
,banks financial-services ,
,genomics biotech diagnostics ,
,pharmaceuticals cannabis ,['Tobacco']
,education tech ,
,pharmaceuticals biotech ,
,steel-producers steel-industry ,
,iot tech tech-hardware networking-hardware ,
,silver-mining ,['Mining']
,e-commerce financial-services tech ,
,engineering professional-services ,
,staffing-employment professional-services ,
,biotech flavors-and-fragrances cosmetics ,
,uranium energy mining ,
,glove-ppe ,['Professionalservices']
,none,
,pharmaceuticals biotech ,
,retail clothing ,
,medical-devices ,
,pulp-and-paper ,
,asset-management investment financial-services ,
,pharmaceuticals ,
,pharmaceuticals ,
,crispr pharmaceuticals genomics biotech gene-therapy ,
,none,
,pharmaceuticals ,
,professional-services ,
,banks financial-services ,
,software tech ,
,professional-services ,
,retail footwear ,['Food']
,engineering ,
,restaurant-chains food ,['Financialservices']
,food ,
,biotech medical-devices ,
,retail ,
,networking-hardware telecommunications-equipment tech tech-hardware ,
,banks financial-services ,
,cannabis ,
,packaging ,
,none,
,software tech ,
,internet travel online-travel tech ,
,pharmaceuticals biotech ,
,it-security tech software ,
,transportation ,
,transportation ,
,electricity utility-companies energy ,
,footwear ,['Investment']
,real-estate ,
,electronics manufacturing ,
,mining ,
,construction ,
,financial-services tech ,
,scientific-and-technical-instruments ,
,none,
,banks financial-services ,
,none,
,renewable-energy ,
,mining ,
,pharmaceuticals biotech ,
,none,
,software tech ,
,none,
,real-estate investment reit ,
,automotive-suppliers ,
,pharmaceuticals biotech ,
,real-estate investment reit ,
,real-estate ,
,software tech ,
,software tech internet ,
,none,
,healthcare insurance ,
,electricity energy ,
,pharmaceuticals biotech ,
,real-estate financial-services ,
,advertising internet tech ,
,professional-services ,
,internet tech ,
,energy oil-gas oil-gas-equipment-services ,
,pharmaceuticals biotech ,
,oil-gas energy ,
,pharmaceuticals biotech ,
,software tech ,
,manufacturing ,
