"Name","Industry","Headquarter","Ownership","Foundation Year"
"Miric Biotech","Healthcare","Delhi/NCR, Delhi, India","Private","2000 (23 yrs old)"
"National Oilwell Varco","Oil & Gas","Houston, United States","","1841 (182 yrs old)"
"Ultratech India","Pharma","Navi Mumbai, India","Private","1992 (31 yrs old)"
"Facebook","Internet","Menlo Park,California, United States","Private","2004 (19 yrs old)"
"Cp Aquaculture","Agriculture","Chennai, India","","1994 (29 yrs old)"
"Golden Star Facilities and Services","Facility Management Services","Hyderabad, India","Private","2008 (15 yrs old)"
"Surya Food & Agro","Food Processing","Noida, India","Private","1994 (29 yrs old)"
"Volksoft Technologies","","secunderabad, andhra pradesh, india","","2002 (21 yrs old)"
"Milestone Gears","Auto Components","Panchkula, India","","1984 (39 yrs old)"
"Jindal Water Infrastructure","Waste Management","New Delhi, India","Public","2006 (17 yrs old)"
"Pran Beverages India","Beverage","Dhaka, Bangladesh","Private","1981 (42 yrs old)"
"Rcpl Logistics","Logistics","New Delhi, India","Private","1997 (26 yrs old)"
"otsuka chemical india","Chemicals","","",""
"ALBANY MOLECULAR RESEARCH INC","Pharma","Albany,, NY, United States","Private","1991 (32 yrs old)"
"MicroSpark Software Solutions","IT Services & Consulting","Hyderabad, India","","2009 (14 yrs old)"
"M G Contractors","Engineering & Construction","Delhi,","Private",""
"D.B ENGINEERING","Industrial Machinery","New Delhi, India","Private","1951 (72 yrs old)"
"Global Talent Track","Education & Training","Pune,Maharashtra, India","Private","2008 (15 yrs old)"
"Rostfrei Steels","Industrial Machinery","Delhi/NCR, Delhi, India","Private","2004 (19 yrs old)"
"Kingfisher Airlines","Aviation","Mumbai, Maharashtra, India","Public","2003 (20 yrs old)"
"Al Naba Services LLC","Facility Management Services","Muscat, Oman","","1984 (39 yrs old)"
"Marche Retail","Retail","New Delhi, India","Private","2005 (18 yrs old)"
"Sparsh BPO Services","BPO","Mumbai, Maharashtra, India","Public","1978 (45 yrs old)"
"City Corporation Ltd (Amanora)","Real Estate","Pune, Maharashtra, India","Public","2003 (20 yrs old)"
"MSF","Non-Profit","Geneva, Switzerland","NGO/NPO","1971 (52 yrs old)"
"Velankani Electronics","Electronics Manufacturing","Bangalore/Bengaluru, Karnataka, India","Private","1985 (38 yrs old)"
"Ubs Investment Bank","Investment Banking / Venture Capital / Private Equity","","",""
"Platinum One","Financial Services","Thane, India","","2008 (15 yrs old)"
"Marc Enterprises","Electronics Manufacturing","New Delhi, India","Private","1981 (42 yrs old)"
"Cp Aquaculture","Agriculture","Chennai, India","","1994 (29 yrs old)"
"Firmenich Aromatics","Chemicals","Meyrin, Geneva, Switzerland","Private","1895 (128 yrs old)"
"Hyland Software Solutions India LLP","IT Services & Consulting","Westlake, OHIO, United States (USA)","LLP","1991 (32 yrs old)"
"Shiash Info Solutions","IT Services & Consulting","","",""
"Telecommunications Consultants","Telecom","Delhi/NCR, Delhi, India","Private","1978 (45 yrs old)"
"ALBANY MOLECULAR RESEARCH INC","Pharma","Albany,, NY, United States","Private","1991 (32 yrs old)"
"MicroSpark Software Solutions","IT Services & Consulting","Hyderabad, India","","2009 (14 yrs old)"
"PP Rolling Mills","Industrial Machinery","Faridabad, India","Private","1947 (76 yrs old)"
"Delivery.com","Internet","New York,","Private",""
"Gm Infinite Dwelling","Real Estate","Bengaluru, India","Private","1962 (61 yrs old)"
"National Oilwell Varco","Oil & Gas","Houston, United States","","1841 (182 yrs old)"
"Prolific Systems & Technologies","Education & Training","Thane, Maharashtra, India","Private","1997 (26 yrs old)"
"Spc Life Sciences","Clinical Research","Vadodara, India","Private","2006 (17 yrs old)"
"Ultratech India","Pharma","Navi Mumbai, India","Private","1992 (31 yrs old)"
"D.B ENGINEERING","Industrial Machinery","New Delhi, India","Private","1951 (72 yrs old)"
"HR Spot","Education & Training","Kolkata, India","Private","2012 (11 yrs old)"
"Press Fit Pipe And Profile","Building Material","Bhiwandi, Maharashtra, India","Partnership","1979 (44 yrs old)"
"DotPe","IT Services & Consulting","Gurgaon,Haryana, India","Private","2019 (4 yrs old)"
"Successive Technologies","IT Services & Consulting","Noida, Uttar Pradesh, India","Private","2012 (11 yrs old)"
"Minanshika Softech Solution","BPO","Kolkata, West Bengal, India","Private","2019 (4 yrs old)"
"Annova Solutions","","","",""
"Akshaya","Real Estate","Chennai, Tamil Nadu, India","Private","1995 (28 yrs old)"
"Vatika Hotels","Real Estate","Gurgaon/Gurugram, Haryana, India","Private","2004 (19 yrs old)"
"Pearl Beverages","Beverage","Delhi,NCT, India","","1996 (27 yrs old)"
"SKP Group","Management Consulting","Mumbai, India","Private","1998 (25 yrs old)"
"Trinity Mobility","IT Services & Consulting","Bangalore,Karnataka, India","Private","2011 (12 yrs old)"
"LNJ Bhilwara Group","Fashion & Textile","Noida, India","Private","1960 (63 yrs old)"
"Utsav Fashion","Internet","Delhi/NCR, Delhi, India","Private","2000 (23 yrs old)"
"Marvel Realtors","Real Estate","Pune, India","Private","2001 (22 yrs old)"
"Comau","Industrial Automation","Grugliasco, Italy","Private","1997 (26 yrs old)"
"Nirmal Industrial Controls","Industrial Automation","Mumbai, Maharashtra, India","Private","1973 (50 yrs old)"
"IRIS Business Services","IT Services & Consulting","Navi Mumbai, Maharashtra, India","Public","1994 (29 yrs old)"
"Mobily Infotech","Telecom","Bangalore/Bengaluru, Karnataka, India","Private","2007 (16 yrs old)"
"Ashida Electronics","Electronics Manufacturing","Thane, India","Private","1970 (53 yrs old)"
"HLE Engineers","Industrial Machinery","Navsari, India","Private","1981 (42 yrs old)"
"Kumaran Systems","IT Services & Consulting","Toronto, Ontario, Canada","Private","1990 (33 yrs old)"
"IMImobile","IT Services & Consulting","London, United Kingdom (UK)","Private","2000 (23 yrs old)"
"India Healthcare Solutions","Healthcare","Chennai, India","Private","1999 (24 yrs old)"
"Optimus Global Services","BPO","Chennai, Tamil Nadu, India","Public","2002 (21 yrs old)"
"Aga Khan University Hospital","Healthcare","Karachi , Pakistan","","1983 (40 yrs old)"
"Drytech Processes (I)","Food Processing","Mumbai, India","","1992 (31 yrs old)"
"Plr Projects","Engineering & Construction","Hyderabad, India","","1980 (43 yrs old)"
"Essel Finance","Financial Services","Mumbai, India","LLP","2012 (11 yrs old)"
"Babaji Shivram Clearing & Carriers","Logistics","Mumbai, Maharashtra, India","Private","1976 (47 yrs old)"
"Ecolab Food Safety & Hygiene Solutions","Chemicals","St. Paul, MN, United States (USA)","Public","1923 (100 yrs old)"
"PressureJet Systems","Industrial Machinery","Ahmedabad, Gujarat, India","Private","1996 (27 yrs old)"
"Extinct Fire Engineers","Industrial Machinery","Mumbai, Maharashtra, India","Private","1990 (33 yrs old)"
"ASA & Associates","Accounting & Auditing","Delhi/NCR, Delhi, India","Private","1991 (32 yrs old)"
"Ms Agarwal Foundries","Iron & Steel","Secunderabad, India","","1990 (33 yrs old)"
"Galfar Al Misnad Engineering Contracting W L L","Engineering & Construction","Doha, Qatar","","1995 (28 yrs old)"
"S Mobile Devices","Consumer Electronics & Appliances","Noida, India","Private","2012 (11 yrs old)"
"Mgm Hospital","Healthcare","Navi Mumbai, India","Private","1993 (30 yrs old)"
"Omega Hospitals","Healthcare","Hyderabad, India","","2010 (13 yrs old)"
"Aljaber Engineering","Engineering & Construction","Doha, Qatar","Private","1995 (28 yrs old)"
"Starion India","Electronics Manufacturing","Noida, India","","2001 (22 yrs old)"
"Welkin Telecom Infra","Telecom","Kolkata, India","Private","2004 (19 yrs old)"
"Bl International","Fashion & Textile","Noida, India","Private","1991 (32 yrs old)"
"Suncity Projects","Real Estate","Gurgaon/Gurugram, Haryana, India","Private","1996 (27 yrs old)"
"Howe Engineering Projects","Engineering & Construction","Ahmedabad, India","Private","1966 (57 yrs old)"
"Sakthi Finance","Financial Services","Coimbatore, India","Public","1955 (68 yrs old)"
"Ajax Engineering","Engineering & Construction","Bangalore/Bengaluru, Karnataka, India","Private","1992 (31 yrs old)"
"Kirloskar Technologies","Medical Equipment","New Delhi, India","","1993 (30 yrs old)"
"Paharpur 3P","Packaging","Sahibabad, India","","1986 (37 yrs old)"
"Extentia Information Technology","IT Services & Consulting","Pune, Maharashtra, India","Private","1998 (25 yrs old)"
"Al Maha Foods International","Other","","",""
"Welkin Telecom Infra","Telecom","Kolkata, India","Private","2004 (19 yrs old)"
"IQ City Medical College","Education & Training","Durgapur, India","Private","2012 (11 yrs old)"
"Covenant Consultants","Recruitment","Chennai, Tamil Nadu, India","Private","2003 (20 yrs old)"
"Yellow Banana Food Company","Hospitality","Mumbai, Maharashtra, India","Private","1998 (25 yrs old)"
"Howe Engineering Projects","Engineering & Construction","Ahmedabad, India","Private","1966 (57 yrs old)"
"Bl International","Fashion & Textile","Noida, India","Private","1991 (32 yrs old)"
"Volante Technologies","FinTech","New York,","Private",""
"Xpitax Solutions","Accounting & Auditing","Chennai, India","Private","2006 (17 yrs old)"
"Kumaran Systems","IT Services & Consulting","Toronto, Ontario, Canada","Private","1990 (33 yrs old)"
"LNJ Bhilwara Group","Fashion & Textile","Noida, India","Private","1960 (63 yrs old)"
"SKP Group","Management Consulting","Mumbai, India","Private","1998 (25 yrs old)"
"Diversey","Chemicals","Fort Mill, South Carolina, United States (USA)","","1923 (100 yrs old)"
"Aga Khan University Hospital","Healthcare","Karachi , Pakistan","","1983 (40 yrs old)"
"NuvoEx","Logistics","Delhi,NCT, India","Private","2013 (10 yrs old)"
"Hitek Syndicate","Financial Services","New Delhi, India","","1993 (30 yrs old)"
"AVON TUBETECH","Iron & Steel","Palwal, India","Private","1997 (26 yrs old)"
"Plr Projects","Engineering & Construction","Hyderabad, India","","1980 (43 yrs old)"
"Ms Agarwal Foundries","Iron & Steel","Secunderabad, India","","1990 (33 yrs old)"
"Mgm Hospital","Healthcare","Navi Mumbai, India","Private","1993 (30 yrs old)"
"Amrita Vidyalayam","Education & Training","New Delhi, India","","1987 (36 yrs old)"
"Drytech Processes (I)","Food Processing","Mumbai, India","","1992 (31 yrs old)"
"Galfar Al Misnad Engineering Contracting W L L","Engineering & Construction","Doha, Qatar","","1995 (28 yrs old)"
"Ecolab Food Safety & Hygiene Solutions","Chemicals","St. Paul, MN, United States (USA)","Public","1923 (100 yrs old)"
"ASA & Associates","Accounting & Auditing","Delhi/NCR, Delhi, India","Private","1991 (32 yrs old)"
"NuvoEx","Logistics","Delhi,NCT, India","Private","2013 (10 yrs old)"
"iServices","Internet","Bangalore,Karnataka, India","Private","2011 (12 yrs old)"
"Ocrolus East","FinTech","New York City,New York, United States","Private","2014 (9 yrs old)"
"ATC India Tower Corporation","Telecom","New Delhi, India","Private","2007 (16 yrs old)"
"IQ City Medical College","Education & Training","Durgapur, India","Private","2012 (11 yrs old)"
"Amrita Vidyalayam","Education & Training","New Delhi, India","","1987 (36 yrs old)"
"Prumatech Services","Industrial Machinery","Chennai, India","","1996 (27 yrs old)"
"Elico","Industrial Machinery","Hyderabad, India","","1960 (63 yrs old)"
"MSN R&D Center","","","",""
"Dahua Technology India Pvt.Ltd.","IT Services & Consulting","Hangzhou, Zhejiang, China","",""
"Covenant Consultants","Recruitment","Chennai, Tamil Nadu, India","Private","2003 (20 yrs old)"
"Hemani Industries","Agro Chemicals","Mumbai, India","Public","1992 (31 yrs old)"
"Eicher Engineering Components","Auto Components","Dewas, Madhya Pradesh, India","Private","1992 (31 yrs old)"
"Oaknorth Bank","Banking","London,England, United Kingdom","Private","2015 (8 yrs old)"
"Suntara Cosmetics","Beauty & Personal Care","Ahmedabad, Gujarat, India","Private","2003 (20 yrs old)"
"Crystal Ceramic Industries","Building Material","Ahemdabad, India","Private","1997 (26 yrs old)"
"National Rural Livelihood Mission","Government","New Delhi, India","","2011 (12 yrs old)"
"Trimed Solutions India","Medical Equipment","Hyderabad/Secunderabad, Telangana, India","Private","2012 (11 yrs old)"
"Saint-Gobain Weber","Engineering & Construction","","",""
"Yellow Banana Food Company","Hospitality","Mumbai, Maharashtra, India","Private","1998 (25 yrs old)"
"RACL Geartech","Auto Components","Noida, India","Public","1989 (34 yrs old)"
"INFOCRUNCH ANALYTICS","Analytics & KPO","","",""
"Sun Business Solutions","IT Services & Consulting","Chennai, Tamil Nadu, India","Private","2010 (13 yrs old)"
"Smart Call Center Solutions","BPO","Kolkata, India","Private","2015 (8 yrs old)"
"Qbss","IT Services & Consulting","","",""
"Farmson Pharmaceutical","Pharma","Vadodara, India","","1970 (53 yrs old)"
"Affordable Robotic and Automation","IT Services & Consulting","Pune, India","Public","2005 (18 yrs old)"
"West Coast Pharmaceuticals","Pharma","Ahmedabad, India","Private","1965 (58 yrs old)"
"Complere Infosystem","IT Services & Consulting","Mohali, Punjab, India","Private","2017 (6 yrs old)"
"DOCON TECHNOLOGIES","Internet","bengaluru, karnataka, india","",""
"Aashman Foundation","","","",""
"Knowlarity","BPO","Gurgaon,Haryana, India","Private","2009 (14 yrs old)"
"MyCaptain","Internet","Nagpur,Maharashtra, India","","2016 (7 yrs old)"
"DOCON TECHNOLOGIES","Internet","bengaluru, karnataka, india","",""
"INFOCRUNCH ANALYTICS","Analytics & KPO","","",""
"Threpsi Solutions","Fitness & Wellness","Mumbai , India","",""
"N.K. Realtors","Real Estate","Kolkata, West Bengal, India","Private","1987 (36 yrs old)"
"Drums Food International","Food Processing","Mumbai,Maharashtra, India","Private","2007 (16 yrs old)"
"PDVSA","Oil & Gas","Caracas, Venezuela","Public","1878 (145 yrs old)"
"Shine","Internet","Gurgaon, India","Private","2008 (15 yrs old)"
"Excellon Software","IT Services & Consulting","Nagpur, Maharashtra, India","Private","2000 (23 yrs old)"
"Born Group","Marketing & Advertising","New York, United States (USA)","Private","2011 (12 yrs old)"
"Avontix","IT Services & Consulting","Hyderabad/Secunderabad, Telangana, India","Private","2014 (9 yrs old)"
"Action Tesa","Manufacturing","New Delhi, India","","1970 (53 yrs old)"
"Gokaldas Images","Fashion & Textile","Bengaluru, India","","1979 (44 yrs old)"
"Zenith Precision","Aviation","Bengaluru, India","","1986 (37 yrs old)"
"General Industrial Controls","Industrial Machinery","Pune, India","Private","1972 (51 yrs old)"
"TeamLease Staffing Solutions","Internet","Bangalore,Karnataka, India","Private","2002 (21 yrs old)"
"Cubastion Consulting","IT Services & Consulting","Gurgaon, India","Private","2006 (17 yrs old)"
"Hindustan Copper","Metals & Mining","Kolkata, India","Public","1967 (56 yrs old)"
"EIH","Hospitality","Delhi/NCR, New Delhi, India","Public","1949 (74 yrs old)"
"Cambata Aviation","Aviation","New Delhi, India","Private","1954 (69 yrs old)"
"Zenith Leisure Holidays","Travel & Tourism","New Delhi, India","","1997 (26 yrs old)"
"Windals Precision","Auto Components","Mumbai, India","Private","1990 (33 yrs old)"
"Bagzone Lifestyles","Retail","Mumbai,Maharashtra, India","Private","2010 (13 yrs old)"
"Tecnics Integration Technologies","IT Services & Consulting","Houston, Texas, United States Of America","Private","2005 (18 yrs old)"
"Paranjape Autocast","Auto Components","Pune, India","","1973 (50 yrs old)"
"Driplex Water Engineering","Waste Management","New Delhi, India","","1974 (49 yrs old)"
"Perpetuuiti Technosoft Services","IT Services & Consulting","Gurgaon,Haryana, India","Private","2011 (12 yrs old)"
"Vijay Raja Homes","Real Estate","Chennai, Tamil Nadu, India","Private","1949 (74 yrs old)"
"Lotus Wireless Technologies","IT Services & Consulting","Visakhapatnam, India","","2004 (19 yrs old)"
"Dynamic Engineering","Industrial Machinery","Houston, UnitedStates","Public","1982 (41 yrs old)"
"Pride Purple Group","Real Estate","Pune, Maharashtra, India","Private","2000 (23 yrs old)"
"Birla Sun Life Mutual Fund","Insurance","Mumbai, India","","1994 (29 yrs old)"
"SecureNow Insurance Broker","Insurance","Delhi,NCT, India","Private","2011 (12 yrs old)"
"Ace Pipeline Contracts","Engineering & Construction","Mumbai, India","","1989 (34 yrs old)"
