name,headquarters,number_of_employees,address,industry,website,market_cap,telephone,revenue
Engie SA,France,"171,474","1, Place Samuel De Champlain, Paris, Ile-de-France, 92930",Power,www.engie.com,$32.9B,33 1 44220000,$68.4B
Sysco Corporation,United States of America,"71,000","1390 Enclave Pkwy, Houston, Texas, 77077-2025",Wholesale,www.sysco.com,$39.2B,1 281 5841390,$68.6B
Jiangxi Copper Co Ltd,China,"26,166","No. 7666, Changdong Avenue, Hi-Tech Zone, Nanchang, Jiangxi, 330096",Metals and Mining,www.jxcc.com,$8.2B,86 791 82710118,$68.6B
F. Hoffmann-La Roche Ltd,Switzerland,"100,920","Grenzacherstrasse 124, Basel, 4070",Pharmaceuticals and Healthcare,www.roche.com,$266.6B,41 61 6919391,$68.7B
Power Construction Corporation of China,China,"133,207","No. 22, Chegongzhuang West Road, Haidian Distric, Beijing, 100048",Construction,www.powerchina.cn,$15.4B,86 10 58381999,$69.6B
Dai-ichi Life Holdings Inc,Japan,"62,260","Dai-Ichi Life Hibiya First, 1-13-1, Yuraku-Cho, Chiyoda-Ku, Tokyo, 100-8411",Financial Services,www.dai-ichi-life-hd.com,$23.8B,81 3 32161222,$70.0B
China Vanke Co Ltd,China,"139,494","Vanke Architecture Research Ct, No. 63, Meilin Road, Futian District, Shenzhen, Guangdong, 518083",Construction,www.vanke.com,$30.5B,86 755 25606666,$70.2B
PTT Public Co Ltd,Thailand,"29,765","555 Vibhavadi Rangsit Road, Chatuchak, Bangkok, 10900",Energy and Utilities,www.pttplc.com,$29.0B,66 25 372000,$70.7B
Prudential Financial Inc,United States of America,"40,916","751 Broad St, Newark, New Jersey, 07102",Financial Services,www.prudential.com,$36.3B,1 973 8026000,$70.9B
MetLife Inc,United States of America,"43,000","200 Park Avenue, New York, 10166",Financial Services,www.metlife.com,$55.0B,1 212 5785500,$71.1B
Lenovo Group Ltd,Hong Kong,"75,000","23rd Floor, Lincoln House, Taikoo Place, King's Road, Quarry Bay, 979",Technology and Communications,www.lenovo.com,$9.4B,852  25900228,$71.6B
Toyota Tsusho Corp,Japan,"65,218","Century Toyota Bldg., 4-9-8, Meieki, Nakamura-Ku, Nagoya-Shi, Aichi, 450-8575",Metals and Mining,www.toyota-tsusho.com,$14.3B,81 52 5845000,$71.5B
China Merchants Bank Co Ltd,China,"103,904","No.7088 Shennan Avenue, Futian District, Shenzhen, Guangdong, 518040",Financial Services,www.cmbchina.com,$151.6B,86 755 83198888,$71.8B
Albertsons Companies Inc,United States of America,"290,000","250 E Parkcenter Blvd, Boise, Idaho, 83706-3940",Retailing,www.albertsonscompanies.com,$11.2B,1 208 3956200,$71.9B
Oil and Natural Gas Corp Ltd,India,"27,165","Kdmipe Capmus, Kaulagarh Road, Deharadun, 248195",Energy and Utilities,www.ongcindia.com,$23.0B,91 135 2754283,$72.0B
China Evergrande Group,China,"163,119","No.1126, Haide 3rd Road, Nanshan District, Shenzhen, Guangdong, 518054",Construction,www.evergrande.com,$2.8B,86 755 81998888,$73.5B
Petroleos Mexicanos,Mexico,"123,842","Avenida Marina Nacional No. 329, C3, Col. Veronica Anzures, Mexico City, 11311",Energy and Utilities,www.pemex.com,,52 55 19442500,$73.8B
General Electric Co,United States of America,"168,000","5 Necco Street, Boston, Massachusetts, 02210",Industrial Goods and Machinery,www.ge.com,$86.6B,1 617 4433000,$74.2B
Nippon Life Insurance Company,Japan,"76,792","3-5-12, Imabashi, Chuo-ku, Osaka, 5418501",Financial Services,www.nissay.co.jp,,81 6 62094500,$74.4B
Nissan Motor Co Ltd,Japan,"134,111","1-1-1, Takashima, Nishi-Ku, Yokohama-Shi, Kanagawa, 220-8686",Automotive,www.nissan.co.jp,$14.3B,81 45 5235523,$75.0B
Brookfield Corp,Canada,"180,000","Brookfield Place, 181 Bay St C 300, Po Box 762, Toronto, Ontario, M5J2T3",Financial Services,www.brookfield.com,$55.7B,1 416 3639491,$75.7B
Marubeni Corp,Japan,"46,100","Marubeni Bldg., 1-4-2, Otemachi, Chiyoda-Ku, Tokyo, 100-8088",Power,www.marubeni.com/jp,$20.8B,81 3 32822111,$75.7B
Christian Dior SE,France,"148,861","30 Avenue Montaigne, Paris, 75008",Consumer Packaged Goods,www.dior-finance.com,$153.0B,33 1 44132222,$75.9B
LVMH Moet Hennessy Louis Vuitton SE,France,"157,953","22 Avenue Montaigne, Paris, Ile-de-France, 75008",Consumer Packaged Goods,www.lvmh.fr,$435.5B,33 1 44132222,$75.9B
Legend Holdings Corp,China,"94,763","Room 1701, 17/F, Block 1, Court No. 2, K, Beijing",Financial Services,www.legendholdings.com.cn,$2.8B,,$76.2B
Bank of Communications Co Ltd,China,"90,654","No. 188 Yincheng Middle Road, Pudong New Area, Shanghai, 200120",Financial Services,www.bankcomm.com,$50.1B,86 21 58766688,$76.9B
AEON Co Ltd,Japan,"155,465","1-5-1, Nakase, Mihama-Ku, Chiba-Shi, 2618515",Retailing,www.aeon.info,$17.3B,81 43 2126042,$77.6B
ArcelorMittal SA,Luxembourg,"158,000","24-26 Boulevard D'Avranches, Luxembourg, 1160",Metals and Mining,corporate.arcelormittal.com,$27.1B,352 4 7922484,$76.6B
Metallurgical Corporation of China Ltd,China,"97,972","Metallurgical Mansion, No. 28 Shuguangxili, Chaoyang District, Beijing, 100028",Construction,www.mccchina.com,$9.3B,86 10 59869999,$77.6B
State Farm Mutual Automobile Insurance Co,United States of America,"53,400","One State Farm Plaza, Bloomington, Illinois, 61710",Financial Services,www.statefarm.com,,1 309 7662311,$78.9B
Seven & i Holdings Co Ltd,Japan,"83,635","8-8, Niban-Cho, Chiyoda-Ku, Tokyo, 102-8452",Retailing,www.7andi.com,$41.6B,81 3 62383000,$77.9B
Intel Corp,United States of America,"121,100","2200 Mission College Boulevard, Santa Clara, California, 95054",Technology and Communications,www.intel.com,$118.9B,1 408 7658080,$79.0B
Banco Santander SA,Spain,"203,376","Ciudad Grupo Santander, Avda De Cantabria S/N, Boadilla Del Monte, Madrid, 28660",Financial Services,www.santander.com,$56.8B,34 912 890000,$79.5B
T-Mobile US Inc,United States of America,"75,000","12920 Se 38th Street, Bellevue, Washington, 98006",Technology and Communications,www.t-mobile.com,$181.5B,1 425 3784000,$80.1B
Citigroup Inc,United States of America,"231,000","388 Greenwich Street, 399 Park Avenue, New York, 10013",Financial Services,www.citigroup.com,$95.7B,1 212 5591000,$79.9B
The Procter & Gamble Co,United States of America,"106,000","1 Procter and Gamble Plaza, Cincinnati, Ohio, 45202",Consumer Packaged Goods,pg.com,$346.9B,1 513 9831100,$80.2B
HSBC Holdings Plc,United Kingdom,"220,075","8 Canada Square, London, Greater London, E145HQ",Financial Services,www.hsbc.com,$145.6B,44 20 79918888,$80.6B
Postal Savings Bank of China Co Ltd,China,"190,222","No.3 Financial Avenue, Xicheng District, Beijing, 100808",Financial Services,www.psbc.com,$65.7B,86 10 68858158,$81.0B
Sinopharm Group Co Ltd,China,"112,859","Sinopharm Group Building, No. 385, East, Shanghai, 200023",Pharmaceuticals and Healthcare,www.sinopharmholding.com,$7.7B,86 21 23052666,$80.8B
Country Garden Holdings Co Ltd,China,"78,533","Shunde Country Garden, Beijiao Town, Shunde District, Foshan, Guangdong, 528312",Construction,www.countrygarden.com.cn,$9.4B,86 400 8919338,$81.1B
China Southern Power Grid Co Ltd,China,,"Gate 2, No. 11, Kexiang Road, Science City, Guangzhou, Guangdong, 510663",Power,www.csg.cn,,86 20 38372943,$81.2B
Robert Bosch GmbH,Germany,"395,029","Robert-Bosch-Platz 1, Bosch Service Center, Postfach, 70442",Automotive,www.bosch.com,,49 711 40040990,$81.5B
Pfizer Inc,United States of America,"79,000","235 E 42nd St, New York, 10017-5703",Pharmaceuticals and Healthcare,www.pfizer.com,$252.6B,1 212 5732323,$81.3B
Wells Fargo & Co,United States of America,"243,674","420 Montgomery St, San Francisco, California, 94104-1207",Financial Services,www.wellsfargo.com,$165.3B,1 612 6671234,$82.4B
Munchener Ruckversicherungs-Gesellschaft Aktiengesellschaft (Munich Re),Germany,"40,177","Koeniginstrasse 107, Muenchen, 80802",Financial Services,www.munichre.com,$49.7B,49 89 38910,$81.9B
The Walt Disney Co,United States of America,"190,000","500 S Buena Vista St, Burbank, California, 91521-0001",Leisure and Arts,thewaltdisneycompany.com,$180.6B,1 818 5601000,$82.7B
Humana Inc,United States of America,"95,500","500 W Main St, Louisville, Kentucky, 40202",Financial Services,www.humana.com,$61.4B,1 502 5801000,$83.1B
Tesco Plc,United Kingdom,"231,223","Cirrus A, Shire Park, Kestrel Way, Welwyn Garden City, AL71GA",Retailing,www.tescoplc.com,$22.5B,44 1992 632222,$84.4B
Petroleo Brasileiro SA,Brazil,"45,532","Av. Republica Do Chile, N 65, Centro, Rio De Janeiro, 20.031-912",Energy and Utilities,petrobras.com.br,$68.0B,55 21 21660000,$83.9B
Greenland Holdings Corp Ltd,China,"79,999","No. 700, Dapu Road, Huangpu District, Shanghai, 200023",Construction,www.ldjt.com.cn,$6.2B,86 21 63600606,$84.5B
Siemens AG,Germany,"308,000","Werner-Von-Siemens-Strasse 1, Muenchen, 80333",Power,www.siemens.com,$133.0B,49 89 38035491,$85.1B
Archer Daniels Midland Co,United States of America,"41,000","Suite 4600, 77 West Wacker Drive, Chicago, Illinois, 60601",Ingredients,www.adm.com,$46.7B,1 312 6348100,$85.2B
SK Inc,South Korea,"4,120","26, Jong-Ro, Jongno-Gu, Seoul, 03188",Energy and Utilities,www.sk-inc.com,$11.6B,82 2 21215114,$85.9B
Koninklijke Ahold Delhaize NV,Netherlands,"413,000","Provincialeweg 11, Zaandam, Noord-Holland, 1506MA",Retailing,www.aholddelhaize.com,$29.9B,31 88 6599111,$86.2B
Tencent Holdings Ltd,China,"108,836","Tencent Building, Zhongqu First Road, Hi-Tech Park, Nanshan District, Shenzhen, Guangdong, 518054",Technology and Communications,www.tencent.com,$465.2B,86 755 86013388,$86.8B
Carrefour SA,France,"319,565","93 Avenue De Paris, Massy, Ile-de-France, 91300",Retailing,www.carrefour.com,$13.9B,33 1 64505000,$87.8B
BNP Paribas SA,France,"189,765","16 Boulevard Des Italiens, Paris, 75009",Financial Services,group.bnpparibas,$79.4B,33 1 40144546,$87.0B
Sony Group Corp,Japan,"108,900","1-7-1, Konan, Minato-Ku, Tokyo, 108-0075",Technology and Communications,www.sony.com,$111.7B,81 3 67482111,$88.3B
REWE Group,Germany,"257,996","Domstrasse 20, Cologne, Rheinland-Pfalz, 50668",Retailing,www.rewe-group.com,,49 0 2211490,$90.5B
Equinor ASA,Norway,"21,126","Forusbeen 50, Stavanger, Telemark, 4035",Energy and Utilities,www.equinor.com,$99.7B,47 51 990000,$88.7B
Eni SpA,Italy,"32,689","Piazzale Mattei, 1, Rome, Lazio, 00144",Energy and Utilities,www.eni.com,$55.7B,39 02 52061632,$90.5B
Hitachi Ltd,Japan,"368,247","Nihon Seimei Marunouchi Bldg., 1-6-6, Marunouchi, Chiyoda-Ku, Tokyo, 100-8280",Technology and Communications,www.hitachi.co.jp,$48.7B,81 3 32581111,$91.4B
E.ON SE,Germany,"68,535","Bruesseler Platz 1, Essen, Rheinland-Pfalz, 45131",Power,www.eon.com,$28.0B,49 201 18400,$91.5B
BASF SE,Germany,"111,768","Carl-Bosch-Str. 38, Ludwigshafen Am Rhein, 67056",Chemicals,www.basf.com,$51.3B,49 621 600,$92.9B
The People's Insurance Company (Group) of China Ltd,China,"184,364","No. 88 West Changan Street, Xicheng District, Beijing, 100031",Financial Services,www.picc.com,$30.3B,86 10 69009192,$92.2B
FedEx Corp,United States of America,"191,000","942 South Shady Grove Road, Memphis, Tennessee, 38120-4117",Transport and Logistics,www.fedex.com,$47.4B,1 901 8187500,$93.5B
Johnson & Johnson,United States of America,"141,700","One Johnson & Johnson Plaza, New Brunswick, New Jersey, 08933",Pharmaceuticals and Healthcare,www.jnj.com,$443.8B,1 732 5242455,$93.8B
Lowe's Companies Inc,United States of America,"200,000","1000 Lowes Blvd, Mooresville, North Carolina, 28117",Retailing,www.lowes.com,$126.1B,1 704 7581000,$96.3B
Nestle SA,Switzerland,"276,000","Avenue Nestle 55, Vevey, 1800",Consumer Packaged Goods,www.nestle.com,$335.4B,41 21 9241111,$95.3B
Deutsche Post AG,Germany,"583,816","Charles-De-Gaulle-Strasse 20, Bonn, 53113",Transport and Logistics,www.dpdhl.com,$54.5B,49 228 1820,$96.7B
ENEOS Holdings Inc,Japan,"41,852","1-1-2, Ote-Machi, Chiyoda-Ku, Tokyo, 100-8162",Energy and Utilities,www.hd.eneos.co.jp,$11.8B,,$97.2B
Life Insurance Corporation of India,India,"104,036","Jeevan Bima Marg, 19953, Yogakshema Building, P.O. Box No, Mumbai, 400021",Financial Services,www.licindia.in,$54.8B,91 22 26125555,$98.1B
United Parcel Service Inc,United States of America,"534,000","55 Glenlake Parkway Ne, Atlanta, Georgia, 30328",Transport and Logistics,www.ups.com,$152.8B,1 404 8286000,$97.3B
Reliance Industries Ltd,India,"342,982","Maker Chambers Iv, 3rd Floor, 222, Nariman Point, Mumbai, 400021",Energy and Utilities,www.ril.com,$199.2B,91 22 22785000,$97.7B
Electricite de France SA,France,"163,423","22-30, Avenue De Wagram, Paris, Ile-de-France, 75008",Power,www.edf.fr,$50.4B,33 1 40424637,$99.9B
Enel SpA,Italy,"67,117","Viale Regina Margherita, 137, Rome, Lazio, 00198",Power,www.enel.com,$63.2B,39 06 83052783,$99.4B
Indian Oil Corp Ltd,India,"31,254","Scope Complex, Core-2, Institutional Area, Lodhi Road, New Delhi, 110003",Energy and Utilities,www.iocl.com,$14.2B,91 22 26427363,$99.8B
Federal National Mortgage Association,United States of America,"7,400","Midtown Center, 1100 15th St, Nw, Washington, WashingtonD.C., 20005",Financial Services,www.fanniemae.com,$579.0M,1 202 7527000,$100.0B
Japan Post Holdings Co Ltd,Japan,"234,422","2-3-1, Ote-Machi, Chiyoda-Ku, Tokyo, 100-8791",Financial Services,www.japanpost.jp,$31.1B,81 3 34770111,$100.3B
Temasek Holdings (Private) Ltd,Singapore,900,"06-18 Tower 2, The Atrium@Orchard, 60B Orchard Road, Singapore City, 238891",Financial Services,www.temasek.com.sg,,65  68286828,$100.4B
Dell Technologies Inc,United States of America,"133,000","One Dell Way, Round Rock, Texas, 78682",Technology and Communications,www.delltechnologies.com,$28.7B,1 800 2893355,$101.2B
Hyundai Motor Co,South Korea,"70,032","12, Heolleung-Ro, Seocho-Gu, Seoul, 06797",Automotive,www.hyundai.com,$32.5B,82 2 34641114,$102.8B
China Communications Construction Co Ltd,China,"137,240","No. 85, Deshengmenwai Avenue, Xicheng District, Beijing, 100088",Construction,en.ccccltd.cn,$16.6B,86 10 82016655,$105.8B
Mitsui & Co Ltd,Japan,"44,336","1-2-1, Otemachi, Chiyoda-Ku, Tokyo, 100-8631",Energy and Utilities,www.mitsui.com,$48.5B,81 3 32851111,$104.7B
Target Corp,United States of America,"450,000","1000 Nicollet Mall, Minneapolis, Minnesota, 55403",Retailing,corporate.target.com,$74.0B,1 612 3046073,$106.0B
Nippon Telegraph and Telephone Corp,Japan,"333,840","East Tower, Otemachi First Square, 1-5-1, Ote-Machi, Chiyoda-Ku, Tokyo, 100-8116",Technology and Communications,www.ntt.co.jp,$106.3B,81 3 68385111,$108.2B
Credit Agricole SA,France,"75,711","12 Place Des Etats-Unis, Montrouge, 92127",Financial Services,www.credit-agricole.com,$34.8B,33 1 43235202,$108.9B
Itochu Corp,Japan,"115,124","2-5-1, Kita-Aoyama, Minato-Ku, Tokyo, 107-8077",Conglomerate,www.itochu.co.jp/ja,$50.9B,81 3 34972121,$109.4B
Xiamen C&D Inc,China,"26,761","C&D International Building, No.1699 Huandao East Road, Xiamen, Fujian, 361008",Business and Consumer Services,www.chinacnd.com,$5.8B,86 592 2132319,$109.7B
Phillips 66,United States of America,"14,000","2331 Citywest Blvd., Houston, Texas, 77042",Energy and Utilities,www.phillips66.com,$48.5B,1 832 7653010,$111.5B
Valero Energy Corp,United States of America,"9,813","1 Valero Way, San Antonio, Texas, 78249",Energy and Utilities,www.valero.com,$52.2B,1 210 3452000,$114.0B
Bank of America Corp,United States of America,"210,000","Bank Of America Corporate Center, 100 N Tryon St, Charlotte, North Carolina, 28255",Financial Services,www.bankofamerica.com,$270.5B,1 704 3868486,$115.1B
Cargill Inc,United States of America,"155,000","P.O.Box 9300, Minneapolis, Minnesota, 55440",Agriculture and Forestry,www.cargill.com,,1 877 7658867,$114.6B
Assicurazioni Generali SpA,Italy,"76,985","Piazza Duca Degli Abruzzi 2, Trieste, 34132",Financial Services,www.generali.com/it,$30.0B,39 040 67111,$116.0B
Comcast Corp,United States of America,"189,000","1 Comcast Ctr, Philadelphia, Pennsylvania, 19103-2838",Media,corporate.comcast.com,$165.5B,1 215 2861700,$116.4B
Meta Platforms Inc,United States of America,"87,314","1601 Willow Rd, Menlo Park, California, 94025-1452",Technology and Communications,www.facebook.com,$348.8B,1 650 6187714,$117.9B
Rosneft Oil Co,Russia,"334,600","Sofiyskaya Naberezhnaya, 26/1, Moscow, 117997",Energy and Utilities,www.rosneft.ru,$53.5B,7 499 5178899,$118.9B
CITIC Ltd,China,"136,637","Citic Mansion, No. 10 Guanghua Road, Chaoyang District, Beijing, 100020",Financial Services,www.citic.com/en,$33.2B,852  28202111,$120.0B
SAIC Motor Corp Ltd,China,"207,246","No. 489, Weihai Road, Jing'An District, Shanghai, 200041",Automotive,www.saicmotor.com,$25.4B,86 21 22011138,$120.9B
Marathon Petroleum Corp,United States of America,"17,700","539 S Main St, Findlay, Ohio, 45840-3229",Energy and Utilities,www.marathonpetroleum.com,$56.9B,1 419 4222121,$120.9B
Allianz SE,Germany,"155,411","Koeniginstrasse 28, Muenchen, 80802",Financial Services,www.allianz.com,$95.4B,49 89 38000,$123.1B
Centene Corp,United States of America,"72,500","7700 Forsyth Blvd, St. Louis, Missouri, 63105-1807",Financial Services,www.centene.com,$42.5B,1 314 7254477,$126.0B
Lukoil Oil Co,Russia,"102,424","Sretenskiy Bul'Var, 11, Moscow, 101000",Energy and Utilities,lukoil.ru,$40.7B,7 495 6274444,$128.1B
General Motors Co,United States of America,"157,000","300 Renaissance Center, Detroit, Michigan, 48265-3000",Automotive,www.gm.com,$51.8B,1 313 5565000,$127.0B
Deutsche Telekom AG,Germany,"210,595","Friedrich-Ebert-Allee 140, Bonn, Nordrhein-Westfalen, 53113",Technology and Communications,www.telekom.com,$109.2B,49 228 18188880,$128.6B
Honda Motor Co Ltd,Japan,"204,035","2-1-1, Minami-Aoyama, Minato-Ku, Tokyo, 107-8556",Automotive,www.honda.co.jp,$44.2B,81 3 34231111,$129.6B
China Mobile Ltd,Hong Kong,"446,068","60th Floor, The Center, 99 Queen's Road Central, Hong Kong",Technology and Communications,www.chinamobileltd.com,$154.3B,852  31218888,$131.5B
Bayerische Motoren Werke AG,Germany,"118,909","Petuelring 130, Muenchen, 80788",Automotive,www.bmwgroup.com,$64.9B,49 89 3820,$131.5B
China Minmetals Corp,China,,"Tower A, Minmetals Plaza, No.3, Chao Yangmen North Avenue, Beijing, 100010",Metals and Mining,www.minmetals.com,,86 10 60169000,$131.8B
Alibaba Group Holding Ltd,China,"243,903","No. 699 Wangshang Road, Binjiang District, Hangzhou, Zhejiang, 310052",Retailing,www.alibabagroup.com,$299.8B,86 571 85022088,$132.3B
China Life Insurance Co Ltd,China,"103,262","No. 16, Jinrong Avenue, Xicheng District, Beijing, 100033",Financial Services,www.e-chinalife.com,$125.3B,86 10 63633333,$133.0B
Walgreens Boots Alliance Inc,United States of America,"200,000","108 Wilmot Road, Deerfield, Illinois, 60015",Retailing,www.walgreensbootsalliance.com,$30.7B,1 847 3153700,$132.7B
Verizon Communications Inc,United States of America,"118,400","1095 Avenue of The Americas, New York, 10036",Technology and Communications,www.verizon.com,$167.9B,1 212 3951000,$133.6B
Ford Motor Co,United States of America,"183,000","One American Road, Dearborn, Michigan, 48126-2701",Automotive,www.ford.com,$49.9B,1 313 3223000,$136.3B
The Kroger Co,United States of America,"420,000","1014 Vine St, Cincinnati, Ohio, 45202-1141",Retailing,www.thekrogerco.com,$32.4B,1 513 7624000,$137.9B
Gazprom,Russia,"468,000","2/3, Lakhtinsky Avenue, Bldg. 1, Saint Petersburg, 197229",Energy and Utilities,www.gazprom.com,$56.3B,7 812 4137444,$139.0B
Elevance Health Inc,United States of America,"98,200","220 Virginia Avenue, Indianapolis, 46204",Financial Services,www.antheminc.com,$112.7B,1 317 4886000,$138.6B
AXA SA,France,"92,398","25 Avenue Matignon, Paris, Ile-de-France, 75008",Financial Services,www.axa.fr,$71.7B,33 1 40754843,$145.1B
The Home Depot Inc,United States of America,"490,600","2455 Paces Ferry Road, Atlanta, Georgia, 30339-4024",Retailing,www.homedepot.com,$329.9B,1 770 4338211,$151.2B
