name,world_rank,marketValue,marketCap,CEO,country
SHANGHAI CONANT MACROFLAG GROUP,"8,727",1.152 Billion USD,0.743 Billion USD,,China
"ALPHA METALLURGICAL RESOURCES, INC.","8,728",1.154 Billion USD,0.720 Billion USD,,USA
XGD,"8,729",1.151 Billion USD,0.704 Billion USD,,China
HAINAN DRINDA AUTOMOTIVE TRIM,"8,730",1.149 Billion USD,0.635 Billion USD,,China
THREDUP INC.,"8,731",1.141 Billion USD,1.855 Billion USD,,USA
SAS AB (PUBL),"8,732",1.142 Billion USD,1.701 Billion USD,,Sweden
TOKUYAMA CORPORATION,"8,733",1.139 Billion USD,1.454 Billion USD,,Japan
"AMYLYX PHARMACEUTICALS, INC.","8,733",,,,USA
PEGAVISION CORPORATION,"8,734",1.136 Billion USD,1.446 Billion USD,,Taiwan
SAPPHIRE FOODS INDIA LIMITED,"8,734",1.138 Billion USD,,,India
CREATE RESTAURANTS HOLDINGS,"8,735",1.137 Billion USD,1.443 Billion USD,,Japan
CHEMTRADE LOGISTICS INCOME FUND,"8,735","8,735","8,735",,Canada
PONTEM CORP,"8,735","8,735",,,USA
ICHIGO,"8,736",1.138 Billion USD,1.439 Billion USD,,Japan
COSMO PHARMACEUTICALS,"8,737",1.144 Billion USD,1.371 Billion USD,,Ireland
IS DONGSEO,"8,738",1.136 Billion USD,1.343 Billion USD,,South Korea
WACOAL HOLDINGS,"8,739",1.136 Billion USD,1.330 Billion USD,,Japan
PAN JIT INTERNATIONAL,"8,740",1.142 Billion USD,1.327 Billion USD,,Taiwan
FOUNDATION BUILDING MATERIALS,"8,741","8,741",0.830 Billion USD,,USA
VALUECOMMERCE,"8,741",1.137 Billion USD,1.302 Billion USD,,Japan
K92 MINING INC.,"8,742",1.135 Billion USD,1.285 Billion USD,,Canada
SBANKEN ASA,"8,743",1.144 Billion USD,1.246 Billion USD,,Norway
MADE.COM GROUP PLC,"8,743","8,743",,,UK
TRS INFORMATION TECHNOLOGY,"8,744",1.142 Billion USD,1.243 Billion USD,,China
MAHINDRA CIE AUTOMOTIVE,"8,745",1.143 Billion USD,1.234 Billion USD,,India
DE GREY MINING LIMITED,"8,746",1.136 Billion USD,1.205 Billion USD,,Australia
CHINA HIGH SPEED TRANSMISSION EQUIPMENT GROUP,"8,747",1.136 Billion USD,1.191 Billion USD,,China
MATTHEWS INTERNATIONAL CORPORATION,"8,748",1.140 Billion USD,1.171 Billion USD,,USA
GUANGDONG CHAOHUA TECHNOLOGY,"8,749",1.139 Billion USD,1.166 Billion USD,,China
LIFE360,"8,750",1.138 Billion USD,1.120 Billion USD,,Australia
SUN PHARMA ADVANCED RESEARCH COMPANY,"8,751",1.141 Billion USD,1.110 Billion USD,,India
"WINBO-DONGJIAN AUTOMOTIVE TECHNOLOGY CO., LTD.","8,752",1.137 Billion USD,1.073 Billion USD,,China
SHENZHEN DAS INTELLITECH,"8,753",1.136 Billion USD,1.065 Billion USD,,China
ORION ENGINEERED CARBONS,"8,754",1.144 Billion USD,1.063 Billion USD,,Luxembourg
SHENZHEN WEIGUANG BIOLOGICAL PRODUCTS,"8,755",1.136 Billion USD,1.016 Billion USD,,China
ESSEL PROPACK,"8,755","8,755","8,755",,India
INTEGRATED DIAGNOSTICS HOLDINGS,"8,756",1.142 Billion USD,1.010 Billion USD,,Jersey
LENENERGO,"8,757",1.142 Billion USD,0.982 Billion USD,,Russia
M.YOCHANANOF AND SONS (1988) LTD,"8,758",1.138 Billion USD,0.965 Billion USD,,Israel
JIANGSU HIGH HOPE INTERNATIONAL GROUP CORPORATION,"8,759",1.142 Billion USD,0.915 Billion USD,,China
SHINY CHEMICAL INDUSTRIAL COMPANY,"8,760",1.144 Billion USD,0.914 Billion USD,,Taiwan
JISHI MEDIA,"8,761",1.136 Billion USD,0.863 Billion USD,,China
GONGWIN BIOPHARM HOLDINGS,"8,762",1.140 Billion USD,0.854 Billion USD,,Taiwan
"ZHEJIANG CHANGHUA AUTO PARTS CO., LTD.","8,763",1.141 Billion USD,0.842 Billion USD,,China
SHENZHEN WOTE ADVANCED MATERIALS CO. LTD,"8,764",1.141 Billion USD,0.694 Billion USD,,China
RATCHAPHRUEK HOSPITAL PUBLIC COMPANY,"8,765",1.138 Billion USD,0.104 Billion USD,,Thailand
"USERTESTING, INC.","8,767",1.135 Billion USD,,,NYSE
"WUXI DK ELECTRONIC MATERIALS CO.,LTD.","8,768",1.129 Billion USD,1.737 Billion USD,,China
XI'AN CHENXI AVIATION TECHNOLOGY,"8,769",1.129 Billion USD,1.442 Billion USD,,China
EQ OYJ,"8,770",1.128 Billion USD,1.382 Billion USD,,Finland
JOEONE,"8,771",1.130 Billion USD,1.363 Billion USD,,China
TAKASAGO THERMAL ENGINEERING,"8,772",1.128 Billion USD,1.341 Billion USD,,Japan
"ZHEJIANG MTCN TECHNOLOGY CO.,LTD","8,773",1.129 Billion USD,1.313 Billion USD,,China
SKILLSOFT CORP.,"8,774",1.132 Billion USD,1.288 Billion USD,,USA
MOCHIDA PHARMACEUTICAL,"8,775",1.125 Billion USD,1.278 Billion USD,,Japan
WUHAN FINGU ELECTRONIC TECHNOLOGY,"8,776",1.129 Billion USD,1.277 Billion USD,,China
HARBIN BANK,"8,777",1.128 Billion USD,1.258 Billion USD,,China
PROCTER & GAMBLE HEALTH LIMITED,"8,778",1.131 Billion USD,1.248 Billion USD,,India
MIRAMAR HOTEL AND INVESTMENT COMPANY,"8,779",1.130 Billion USD,1.247 Billion USD,,Hong Kong
BETTER COLLECTIVE A/S,"8,780",1.126 Billion USD,1.227 Billion USD,,Denmark
COHERUS BIOSCIENCES,"8,781",1.126 Billion USD,1.222 Billion USD,,USA
NINGBO BAOSI ENERGY EQUIPMENT,"8,782",1.130 Billion USD,1.177 Billion USD,,China
ENERGY RECOVERY,"8,783",1.125 Billion USD,1.168 Billion USD,,USA
FAES FARMA,"8,784",1.125 Billion USD,1.158 Billion USD,,Spain
NANJING SUNLORD ELECTRONICS CORPORATION LTD.,"8,785",1.131 Billion USD,1.145 Billion USD,,China
KOMAX HOLDING AG,"8,786",1.127 Billion USD,1.129 Billion USD,,Switzerland
PT ULTRAJAYA MILK INDUSTRY & TRADING COMPANY,"8,787",1.128 Billion USD,1.117 Billion USD,,Indonesia
TAKKT AG,"8,788",1.126 Billion USD,1.087 Billion USD,,Germany
AIR ASIA BERHAD,"8,788","8,788",0.820 Billion USD,,Malaysia
CYMBRIA CORPORATION,"8,789",1.134 Billion USD,1.082 Billion USD,,Canada
SUZHOU ELECTRICAL APPARATUS SCIENCE ACADEMY,"8,790",1.132 Billion USD,1.079 Billion USD,,China
KUNMING YUNNEI POWER,"8,791",1.130 Billion USD,1.076 Billion USD,,China
PT MULTI BINTANG INDONESIA TBK,"8,792",1.128 Billion USD,1.036 Billion USD,,Indonesia
AMERICAN AXLE & MANUFACTURING HOLDINGS,"8,793",1.134 Billion USD,1.012 Billion USD,,USA
"GORES GUGGENHEIM, INC.","8,794",1.129 Billion USD,0.983 Billion USD,,USA
E.I.D PARRY (INDIA),"8,795",1.130 Billion USD,0.982 Billion USD,,India
GOLDSUN BUILDING MATERIALS,"8,796",1.127 Billion USD,0.978 Billion USD,,Taiwan
PHOTRONICS,"8,797",1.130 Billion USD,0.934 Billion USD,,USA
HENAN CITY DEVELOPMENT ENVIRONMENT,"8,798",1.127 Billion USD,0.934 Billion USD,,China
GORMAN-RUPP COMPANY,"8,799",1.132 Billion USD,0.916 Billion USD,,USA
SHANGHAI YONGGUAN ADHESIVE PRODUCTS,"8,800",1.125 Billion USD,0.849 Billion USD,,China
IONEER LTD,"8,801",1.127 Billion USD,0.768 Billion USD,,Australia
KI-STAR REAL ESTATE,"8,802",1.125 Billion USD,0.684 Billion USD,,Japan
"NANJING COSMOS CHEMICAL CO., LTD.","8,803",1.134 Billion USD,0.683 Billion USD,,China
CHENGDU SPACEON ELECTRONICS,"8,804",1.128 Billion USD,0.660 Billion USD,,China
FORBES & COMPANY,"8,805",1.126 Billion USD,0.597 Billion USD,,India
HIRERIGHT HOLDINGS CORP,"8,806",1.126 Billion USD,,,USA
"AVEPOINT, INC.","8,807",1.118 Billion USD,1.669 Billion USD,,USA
GOL LINHAS AEREAS INTELIGENTES,"8,808",1.120 Billion USD,1.538 Billion USD,,Brazil
BAILLIE GIFFORD US GROWTH TRUST,"8,809",1.121 Billion USD,1.470 Billion USD,,UK
ALPHATEC HOLDINGS,"8,810",1.122 Billion USD,1.450 Billion USD,,USA
TICON FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST,"8,811",1.119 Billion USD,1.292 Billion USD,,Thailand
CHEMRING GROUP,"8,812",1.116 Billion USD,1.283 Billion USD,,UK
ZHENGZHOU DEHENG HONGSHENG TECHNOLOGY,"8,813",1.120 Billion USD,1.278 Billion USD,,China
CASCADES,"8,814",1.121 Billion USD,1.267 Billion USD,,Canada
"CHENZHOU CITY JINGUI SILVER INDUSTRY CO., LTD.","8,815",1.119 Billion USD,1.263 Billion USD,,China
FIBRA TERRAFINA,"8,816",1.121 Billion USD,1.257 Billion USD,,Mexico
RHON-KLINIKUM,"8,817",1.117 Billion USD,1.248 Billion USD,,Germany
GL LIMITED,"8,817","8,817","8,817",,Singapore
HANWA,"8,818",1.124 Billion USD,1.243 Billion USD,,Japan
"JILIN LIYUAN PRECISION MANUFACTURING CO., LTD.","8,819",1.118 Billion USD,1.241 Billion USD,,China
NIHON PARKERIZING,"8,820",1.120 Billion USD,1.229 Billion USD,,Japan
EMIS GROUP,"8,821",1.120 Billion USD,1.223 Billion USD,,UK
VITAL HEALTHCARE PROPERTY TRUST,"8,822",1.119 Billion USD,1.221 Billion USD,,New Zealand
JIANGSU CHANGHAI COMPOSITE MATERIALS CO. LTD,"8,823",1.122 Billion USD,1.208 Billion USD,,China
WESTLIFE DEVELOPMENT,"8,824",1.122 Billion USD,1.182 Billion USD,,India
"VIA LABS, INC.","8,825",1.119 Billion USD,1.166 Billion USD,,Taiwan
MUSASHI SEIMITSU INDUSTRY,"8,826",1.116 Billion USD,1.152 Billion USD,,Japan
NOHMI BOSAI,"8,827",1.120 Billion USD,1.150 Billion USD,,Japan
BEIJING CERTIFICATE AUTHORITY,"8,828",1.118 Billion USD,1.127 Billion USD,,China
XINJIANG GUANNONG FRUIT & ANTLER,"8,829",1.124 Billion USD,1.117 Billion USD,,China
JIANGSU LEILI MOTOR CO. LTD,"8,830",1.124 Billion USD,1.095 Billion USD,,China
QINGDAO GON TECHNOLOGY,"8,831",1.117 Billion USD,1.091 Billion USD,,China
QUICK INTELLIGENT EQUIPMENT,"8,832",1.121 Billion USD,1.074 Billion USD,,China
CH. KARNCHANG PUBLIC COMPANY,"8,833",1.123 Billion USD,1.012 Billion USD,,Thailand
HAND ENTERPRISE SOLUTIONS,"8,834",1.122 Billion USD,0.988 Billion USD,,China
CHICONY POWER TECHNOLOGY,"8,835",1.123 Billion USD,0.977 Billion USD,,Taiwan
WISE TALENT INFORMATION TECHNOLOGY CO. LTD,"8,836",1.124 Billion USD,0.950 Billion USD,,China
"HICHAIN LOGISTICS CO.,LTD.","8,837",1.118 Billion USD,0.934 Billion USD,,China
IMAX CORPORATION,"8,838",1.123 Billion USD,0.933 Billion USD,,Canada
CCS SUPPLY CHAIN MANAGEMENT,"8,839",1.123 Billion USD,0.921 Billion USD,,China
BRIM HF,"8,840",1.119 Billion USD,0.918 Billion USD,,Iceland
HUADIAN HEAVY INDUSTRIES,"8,841",1.123 Billion USD,0.893 Billion USD,,China
HLE GLASCOAT LIMITED,"8,842",1.116 Billion USD,0.882 Billion USD,,India
FAR-EASTERN SHIPPING COMPANY,"8,843",1.121 Billion USD,0.839 Billion USD,,Russia
ELMOS SEMICONDUCTOR AG,"8,844",1.123 Billion USD,0.826 Billion USD,,Germany
BEYONDSOFT CORPORATION,"8,845",1.118 Billion USD,0.823 Billion USD,,China
YUNNAN TOURISM,"8,846",1.119 Billion USD,0.813 Billion USD,,China
IRB INFRASTRUCTURE DEVELOPERS,"8,847",1.117 Billion USD,0.798 Billion USD,,India
ADVANTAGE OIL & GAS,"8,848",1.116 Billion USD,0.794 Billion USD,,Canada
NGL ENERGY PARTNERS LP,"8,849",1.118 Billion USD,0.791 Billion USD,,USA
GUANGDONG GOLDEN GLASS TECHNOLOGIES,"8,850",1.116 Billion USD,0.719 Billion USD,,China
"ESR KENDALL SQUARE REIT CO., LTD.","8,851",1.123 Billion USD,0.419 Billion USD,,South Korea
RISKIFIED LTD.,"8,852",1.114 Billion USD,5.083 Billion USD,,Israel
SOHO CHINA,"8,853",1.113 Billion USD,2.190 Billion USD,,China
CSTONE PHARMACEUTICALS,"8,854",1.106 Billion USD,1.941 Billion USD,,China
CHINA YUHUA EDUCATION CORPORATION,"8,855",1.111 Billion USD,1.845 Billion USD,,China
BTRS HOLDINGS INC.,"8,856",1.112 Billion USD,1.689 Billion USD,,USA
PHARMA MAR,"8,857",1.107 Billion USD,1.643 Billion USD,,Spain
MODERN TIMES GROUP MTG AB,"8,858",1.114 Billion USD,1.621 Billion USD,,Sweden
PULMONX CORP,"8,859",1.114 Billion USD,1.475 Billion USD,,USA
PROSEGUR CASH,"8,860",1.108 Billion USD,1.440 Billion USD,,Spain
MUSTI GROUP OYJ,"8,861",1.113 Billion USD,1.319 Billion USD,,Finland
BOLSA MEXICANA DE VALORES,"8,862",1.106 Billion USD,1.248 Billion USD,,Mexico
LOTTE REIT,"8,863",1.113 Billion USD,1.204 Billion USD,,South Korea
PT MEDIKALOKA HERMINA TBK,"8,864",1.114 Billion USD,1.202 Billion USD,,Indonesia
AMADEUS FIRE AG,"8,865",1.110 Billion USD,1.200 Billion USD,,Germany
KTK GROUP,"8,866",1.114 Billion USD,1.192 Billion USD,,China
WHA PREMIUM GROWTH FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST,"8,867",1.111 Billion USD,1.188 Billion USD,,Thailand
DUNDEE PRECIOUS METALS,"8,868",1.110 Billion USD,1.183 Billion USD,,Canada
SICHUAN LANGUANG JUSTBON SERVICES GROUP,"8,869","8,869",0.809 Billion USD,,China
KOMERI,"8,869",1.108 Billion USD,1.168 Billion USD,,Japan
"91APP, INC.","8,870",1.113 Billion USD,1.124 Billion USD,,Taiwan
IMMUNOTECH BIOPHARM LTD,"8,871",1.108 Billion USD,1.081 Billion USD,,China
APARTMENT INVESTMENT AND MANAGEMENT COMPANY,"8,872",1.107 Billion USD,1.078 Billion USD,,USA
MULTI COMMODITY EXCHANGE OF INDIA,"8,873",1.105 Billion USD,1.073 Billion USD,,India
CHINA RAILWAY TIELONG CONTAINER LOGISTICS CO. LTD,"8,874",1.111 Billion USD,1.030 Billion USD,,China
SHENZHEN FENDA TECHNOLOGY,"8,875",1.106 Billion USD,1.029 Billion USD,,China
AMASTEN FASTIGHETS AB (PUBL),"8,876",1.105 Billion USD,1.026 Billion USD,,Sweden
YUNNAN ENERGY INVESTMENT,"8,877",1.107 Billion USD,1.016 Billion USD,,China
PSC INSURANCE GROUP,"8,878",1.108 Billion USD,0.973 Billion USD,,Australia
JIANGSU PACIFIC PRECISION FORGING,"8,879",1.113 Billion USD,0.919 Billion USD,,China
UROVO TECHNOLOGY,"8,880",1.112 Billion USD,0.857 Billion USD,,China
JIAJIA FOOD GROUP,"8,881",1.108 Billion USD,0.816 Billion USD,,China
DIGITAL 9 INFRASTRUCTURE PLC,"8,882",1.108 Billion USD,0.757 Billion USD,,UK
EASTCOMPEACE TECHNOLOGY,"8,883",1.107 Billion USD,0.690 Billion USD,,China
JIAYOU INTERNATIONAL LOGISTICS,"8,884",1.107 Billion USD,0.682 Billion USD,,China
ASROCK,"8,885",1.113 Billion USD,0.617 Billion USD,,Taiwan
KUNMING LONGJIN PHARMACEUTICAL,"8,886",1.106 Billion USD,0.431 Billion USD,,China
YUNNAN XIYI INDUSTRY,"8,887",1.106 Billion USD,0.362 Billion USD,,China
TURKIYE VAKIFLAR BANKASI TURK ANONIM ORTAKLIGI,"8,888",1.096 Billion USD,1.741 Billion USD,,Turkey
PAO TMK,"8,889",1.100 Billion USD,1.682 Billion USD,,Russia
OKAMURA CORPORATION,"8,890",1.100 Billion USD,1.525 Billion USD,,Japan
FUKUDA DENSHI,"8,891",1.098 Billion USD,1.509 Billion USD,,Japan
COLUMBIA CARE,"8,892",1.099 Billion USD,1.475 Billion USD,,USA
AURORA CANNABIS,"8,893",1.095 Billion USD,1.460 Billion USD,,Canada
GUANGDONG TOPSTAR TECHNOLOGY,"8,894",1.104 Billion USD,1.388 Billion USD,,China
PRIMA MEAT PACKERS,"8,895",1.098 Billion USD,1.377 Billion USD,,Japan
SEERA GROUP HOLDING,"8,896",1.098 Billion USD,1.374 Billion USD,,Saudi Arabia
SHUI ON LAND,"8,897",1.096 Billion USD,1.331 Billion USD,,China
EVERGREEN INTERNATIONAL STORAGE & TRANSPORT CORPORATION,"8,898",1.097 Billion USD,1.283 Billion USD,,Taiwan
ODONTOPREV,"8,899",1.099 Billion USD,1.246 Billion USD,,Brazil
ELEMENTIS,"8,900",1.098 Billion USD,1.233 Billion USD,,UK
BCPG PUBLIC COMPANY,"8,901",1.096 Billion USD,1.228 Billion USD,,Thailand
MARUHA NICHIRO CORPORATION,"8,902",1.098 Billion USD,1.223 Billion USD,,Japan
BERRY GENOMICS,"8,903",1.096 Billion USD,1.213 Billion USD,,China
HOUSING AND URBAN DEVELOPMENT CORPORATION,"8,904",1.103 Billion USD,1.209 Billion USD,,India
SHENYANG JINBEI AUTOMOTIVE COMPANY,"8,905",1.095 Billion USD,1.184 Billion USD,,China
POLY MEDICURE,"8,906",1.100 Billion USD,1.169 Billion USD,,India
REALREAL,"8,907",1.096 Billion USD,1.139 Billion USD,,USA
NIPPON FLOUR MILLS,"8,908",1.099 Billion USD,1.135 Billion USD,,Japan
HUT 8 MINING CORP.,"8,909",1.100 Billion USD,1.122 Billion USD,,Canada
WENZHOU YIHUA CONNECTOR,"8,910",1.098 Billion USD,1.095 Billion USD,,China
TRANSCEND INFORMATION,"8,911",1.101 Billion USD,1.094 Billion USD,,Taiwan
TECNOGLASS,"8,912",1.101 Billion USD,1.090 Billion USD,,Colombia
IDEAGEN,"8,913",1.098 Billion USD,1.083 Billion USD,,UK
CBRE CLARION GLOBAL REAL ESTATE INCOME FUND,"8,914",1.097 Billion USD,1.074 Billion USD,,USA
DAZHONG TRANSPORTATION (GROUP),"8,915",1.100 Billion USD,1.040 Billion USD,,China
RAIN INDUSTRIES,"8,916",1.104 Billion USD,1.039 Billion USD,,India
"HENAN BCCY ENVIRONMENTAL ENERGY CO., LTD","8,917",1.100 Billion USD,1.028 Billion USD,,China
PT SOLUSI BANGUN INDONESIA TBK,"8,918",1.099 Billion USD,1.027 Billion USD,,Indonesia
ORIENT INTERNATIONAL ENTERPRISE,"8,919",1.102 Billion USD,1.023 Billion USD,,China
MISSFRESH LTD,"8,920",1.100 Billion USD,1.008 Billion USD,,China
"SHENZHEN BSC TECHNOLOGY CO.,LTD.","8,921",1.100 Billion USD,1.000 Billion USD,,China
CHINA FOODS,"8,922",1.097 Billion USD,1.000 Billion USD,,Hong Kong
EQUITES PROPERTY FUND,"8,923",1.100 Billion USD,0.994 Billion USD,,South Africa
"SUMMIT HOTEL PROPERTIES, INC.","8,924",1.103 Billion USD,0.984 Billion USD,,USA
RAMI LEVI CHAIN STORES HASHIKMA MARKETING 2006 LTD,"8,925",1.103 Billion USD,0.984 Billion USD,,Israel
ZHEJIANG GREAT SOUTHEASTLTD,"8,926",1.104 Billion USD,0.975 Billion USD,,China
ASIA VITAL COMPONENTS,"8,927",1.104 Billion USD,0.930 Billion USD,,Taiwan
V V FOOD & BEVERAGE,"8,928",1.100 Billion USD,0.880 Billion USD,,China
TOPCO SCIENTIFIC,"8,929",1.098 Billion USD,0.880 Billion USD,,Taiwan
CARS.COM,"8,930",1.101 Billion USD,0.877 Billion USD,,USA
WONDERSHARE TECHNOLOGY GROUP,"8,931",1.098 Billion USD,0.834 Billion USD,,China
MEIG SMART TECHNOLOGY,"8,932",1.104 Billion USD,0.830 Billion USD,,China
KEESON TECHNOLOGY CORPORATION,"8,933",1.098 Billion USD,0.775 Billion USD,,China
GLADSTONE LAND CORPORATION,"8,934",1.097 Billion USD,0.742 Billion USD,,USA
ZHEJIANG JOLLY PHARMACEUTICAL,"8,935",1.103 Billion USD,0.695 Billion USD,,China
"GANYUAN FOODS CO., LTD.","8,936",1.098 Billion USD,0.672 Billion USD,,China
WUHAN HITECK BIOLOGICAL PHARMA,"8,937",1.098 Billion USD,0.601 Billion USD,,China
XISHUI STRONG YEAR INNER MONGOLIA,"8,938",1.100 Billion USD,0.595 Billion USD,,China
SHAANXI JINYE SCIENCE TECHNOLOGY AND EDUCATION GROUP,"8,939",1.103 Billion USD,0.396 Billion USD,,China
H.I.S,"8,940",1.093 Billion USD,1.666 Billion USD,,Japan
BIOARCTIC AB (PUBL),"8,941",1.086 Billion USD,1.579 Billion USD,,Sweden
TREMOR INTERNATIONAL LTD.,"8,942",1.093 Billion USD,1.563 Billion USD,,USA
S&T AG,"8,943",1.086 Billion USD,1.525 Billion USD,,Austria
GREENSKY,"8,944",1.093 Billion USD,1.483 Billion USD,,USA
CHONGQING LUMMY PHARMACEUTICAL,"8,945",1.094 Billion USD,1.473 Billion USD,,China
BR MALLS PARTICIPACOES,"8,946",1.090 Billion USD,1.457 Billion USD,,Brazil
AVANGARD JOINT STOCK BANK,"8,947",1.092 Billion USD,1.384 Billion USD,,Russia
IBSTOCK,"8,948",1.093 Billion USD,1.350 Billion USD,,UK
MTY FOOD GROUP,"8,949",1.091 Billion USD,1.341 Billion USD,,Canada
STARTS CORPORATION,"8,950",1.089 Billion USD,1.330 Billion USD,,Japan
CMGE TECHNOLOGY GROUP LIMITED,"8,951",1.093 Billion USD,1.317 Billion USD,,China
OCEANAGOLD CORPORATION,"8,952",1.091 Billion USD,1.312 Billion USD,,Australia
TOKEN CORPORATION,"8,953",1.086 Billion USD,1.308 Billion USD,,Japan
LONGCHEN PAPER & PACKAGING,"8,954",1.087 Billion USD,1.290 Billion USD,,Taiwan
HOOTECH INC.,"8,955",1.094 Billion USD,1.270 Billion USD,,China
PC CONNECTION,"8,956",1.088 Billion USD,1.268 Billion USD,,USA
YIT OYJ,"8,957",1.085 Billion USD,1.256 Billion USD,,Finland
SHENZHEN INVESTMENT HOLDINGS BAY AREA DEVELOPMENT COMPANY,"8,958",1.090 Billion USD,1.202 Billion USD,,Hong Kong
LOTTE CHILSUNG BEVERAGE,"8,959",1.089 Billion USD,1.195 Billion USD,,South Korea
SAN-A,"8,960",1.087 Billion USD,1.195 Billion USD,,Japan
CENTER LABORATORIES,"8,961",1.088 Billion USD,1.182 Billion USD,,Taiwan
HERFY FOOD SERVICES COMPANY,"8,962",1.087 Billion USD,1.144 Billion USD,,Saudi Arabia
SKY PERFECT JSAT HOLDINGS,"8,963",1.089 Billion USD,1.123 Billion USD,,Japan
WAM LEADERS,"8,964",1.089 Billion USD,1.117 Billion USD,,Australia
PREVAIL THERAPEUTICS,"8,965","8,965",0.790 Billion USD,,USA
"SHANDONG FIBERGLASS GROUP CO., LTD","8,965",1.089 Billion USD,1.109 Billion USD,,China
HURON CONSULTING GROUP,"8,966",1.089 Billion USD,1.108 Billion USD,,USA
SHENZHEN TXD TECHNOLOGY,"8,967",1.088 Billion USD,1.093 Billion USD,,China
COSMO ADVANCED MATERIALS & TECHNOLOGY,"8,968",1.085 Billion USD,1.089 Billion USD,,South Korea
COLLINS FOODS,"8,969",1.088 Billion USD,1.069 Billion USD,,Australia
CHINA SCIENCE PUBLISHING & MEDIA,"8,970",1.090 Billion USD,1.046 Billion USD,,China
DAN HOTELS LTD,"8,971",1.093 Billion USD,1.042 Billion USD,,Israel
CPT TECHNOLOGY (GROUP),"8,972",1.088 Billion USD,1.037 Billion USD,,China
GERMAN AMERICAN BANCORP,"8,973",1.093 Billion USD,0.992 Billion USD,,USA
PROPERTY AND BUILDING LTD,"8,974",1.088 Billion USD,0.986 Billion USD,,Israel
HWA CREATE CORPORATION,"8,975",1.088 Billion USD,0.942 Billion USD,,China
GEO-JADE PETROLEUM CORPORATION,"8,976",1.093 Billion USD,0.941 Billion USD,,China
TY HOLDINGS,"8,977",1.086 Billion USD,0.935 Billion USD,,South Korea
BYLINE BANCORP,"8,978",1.094 Billion USD,0.928 Billion USD,,USA
FORRESTER RESEARCH,"8,979",1.093 Billion USD,0.925 Billion USD,,USA
GUANGDONG GOWORLD,"8,980",1.088 Billion USD,0.925 Billion USD,,China
"CHASE SCIENCE CO., LTD.","8,981",1.093 Billion USD,0.895 Billion USD,,China
29METALS LIMITED,"8,982",1.086 Billion USD,0.853 Billion USD,,Australia
MESNAC,"8,983",1.094 Billion USD,0.800 Billion USD,,China
ROBOTECHNIK INTELLIGENT TECHNOLOGY CO. LTD,"8,984",1.089 Billion USD,0.748 Billion USD,,China
A.K.A. BRANDS HOLDING CORP.,"8,986",1.091 Billion USD,,,NYSE
BRIGHTSPHERE INVESTMENT GROUP,"8,987",1.083 Billion USD,2.159 Billion USD,,USA
NATIONAL BUILDING AND MARKETING,"8,988",1.078 Billion USD,1.772 Billion USD,,Saudi Arabia
PLATINUM INVESTMENT MANAGEMENT,"8,989",1.083 Billion USD,1.728 Billion USD,,Australia
"PURECYCLE TECHNOLOGIES, INC.","8,990",1.081 Billion USD,1.726 Billion USD,,USA
M.VIDEO,"8,991",1.076 Billion USD,1.564 Billion USD,,Russia
TREMOR INTERNATIONAL LTD,"8,992",1.081 Billion USD,1.559 Billion USD,,USA
PNB HOUSING FINANCE,"8,993",1.077 Billion USD,1.557 Billion USD,,India
KUMHO TIRE,"8,994",1.076 Billion USD,1.480 Billion USD,,South Korea
FOCUSRITE,"8,995",1.076 Billion USD,1.472 Billion USD,,UK
ARCO PLATFORM,"8,996",1.075 Billion USD,1.393 Billion USD,,Brazil
JAMES RIVER GROUP HOLDINGS,"8,997",1.076 Billion USD,1.371 Billion USD,,Bermuda
ZENSUN ENTERPRISES,"8,998",1.079 Billion USD,1.341 Billion USD,,Hong Kong
GENEONE LIFE SCIENCE,"8,999",1.083 Billion USD,1.309 Billion USD,,South Korea
SANDSTORM GOLD,"9,000",1.080 Billion USD,1.235 Billion USD,,Canada
SHENZHEN SINEXCEL ELECTRIC,"9,001",1.081 Billion USD,1.229 Billion USD,,China
DAEDUCK ELECTRONICS,"9,002",1.077 Billion USD,1.207 Billion USD,,South Korea
HI-TARGET NAVIGATION TECH,"9,003",1.083 Billion USD,1.200 Billion USD,,China
GARO AKTIEBOLAG (PUBL),"9,004",1.076 Billion USD,1.195 Billion USD,,Sweden
ALMA MEDIA OYJ,"9,005",1.079 Billion USD,1.187 Billion USD,,Finland
NATIONAL HEALTHCARE CORPORATION,"9,006",1.080 Billion USD,1.145 Billion USD,,USA
IDT CORPORATION,"9,007",1.075 Billion USD,1.130 Billion USD,,USA
SEMAPA - SOCIEDADE DE INVESTIMENTO E GESTAO SGPS,"9,008",1.076 Billion USD,1.123 Billion USD,,Portugal
FAR EASTERN DEPARTMENT STORES,"9,009",1.076 Billion USD,1.113 Billion USD,,Taiwan
ABERDEEN TOTAL DYNAMIC DIVIDEND FUND,"9,010",1.084 Billion USD,1.098 Billion USD,,USA
ZHUHAI ORBITA AEROSPACE SCIENCE & TECHNOLOGY,"9,011",1.079 Billion USD,1.084 Billion USD,,China
BMO COMMERCIAL PROPERTY TRUST LIMITED,"9,012",1.079 Billion USD,1.083 Billion USD,,UK
GASLOG PARTNERS LP,"9,013",1.080 Billion USD,1.074 Billion USD,,Monaco
AUDIOCODES,"9,014",1.075 Billion USD,1.060 Billion USD,,Israel
